seed	2
moves	200
maxdepth	6
iters	0
budget_ms	20
unique_candidates	6129434
policy_transitions	5200854
enum_calls	232788
raw_landings	13220663
rule_transitions	6129434
parents	121489
widening_iters	14470
materialized_nodes	5098389
transposition_merges	102465
texhaust_moves	0
recorder_calls	232788
recorder_sum_nV	6129434
distinct_inputs	93565
distinct_ood	0
recorder_overflow	0
selfcheck_uniques	1
selfcheck_calls	1
roundtrip_ok	1
