input_id,hash40,piece,source,mult,nV,nL_norm,nL_sem,nRaw,delta,a,b_counted,b_spin,b_opaque,b_collapsed,c1,c2v,c2l,c2div,dV,dL,dV_om,nL_spawn_sem,delta_spawn,ood,c3,missing,ok
21,abdf8d5b40a133b4,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
22,ec01ee73ee4ba11f,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
23,ec01ee73ee4ba11f,T,1,1,65,34,34,34,31,31,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
24,62b73070bdff6193,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
25,62b73070bdff6193,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
26,d9fcd580f9fe727f,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
27,d9fcd580f9fe727f,T,1,1,66,34,34,34,32,32,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
28,81a0ab806bea7dc1,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
29,81a0ab806bea7dc1,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
30,50d0a5d013f95e7f,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
31,e720314ebf4722f5,L,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
32,e720314ebf4722f5,T,1,1,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
33,99e0cac692fde563,L,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
34,99e0cac692fde563,T,1,1,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
35,0159947b8aedbc67,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
36,0159947b8aedbc67,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
37,1b2a4a60700f7133,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
38,1b2a4a60700f7133,T,1,1,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
39,1d97c35cf232b2b3,J,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
40,1d97c35cf232b2b3,T,1,1,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
41,da2ae62f79e14003,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
42,da2ae62f79e14003,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
43,207e3a3aaaf81203,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
44,207e3a3aaaf81203,T,1,1,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
45,3830aeddbc8079c1,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
46,1ee553f70feb4fc3,L,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
47,1ee553f70feb4fc3,T,1,1,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
48,e9ac9af2f9654239,L,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
49,e9ac9af2f9654239,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
50,3ba2ccdb59b61153,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
51,3ba2ccdb59b61153,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
52,eea77235b7c6a5a2,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
53,eea77235b7c6a5a2,T,1,1,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
54,8e090405359865e2,J,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
55,8e090405359865e2,T,1,1,65,35,35,35,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
56,117f2c30c7bb13a2,J,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
57,117f2c30c7bb13a2,T,1,1,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
58,3ec6df41962a7862,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
59,3ec6df41962a7862,T,1,1,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
60,c72c46071ea6a322,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
61,c72c46071ea6a322,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
62,9393ff623d9585a2,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
63,9393ff623d9585a2,T,1,1,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
64,7d81baa1bf1fd16d,I,1,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
65,57de20fbdfd886bf,L,0,2,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
66,57de20fbdfd886bf,T,1,2,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
67,c9ec1f9fd1ea5623,L,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
68,c9ec1f9fd1ea5623,T,1,1,62,35,35,35,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
69,d9b54ac19efff003,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
70,d9b54ac19efff003,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
71,b0b6452582a90603,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
72,b0b6452582a90603,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
73,e7b69f4d9f21c55b,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
74,e7b69f4d9f21c55b,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
75,5dc1006100913d09,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
76,5dc1006100913d09,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
77,c3f45e4f9b1c8723,L,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
78,c3f45e4f9b1c8723,T,1,1,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
79,caeea47723490123,L,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
80,caeea47723490123,T,1,1,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
81,27b36d39b1b5ed22,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
82,27b36d39b1b5ed22,T,1,1,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
83,128fa1f312293975,S,0,1,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
84,128fa1f312293975,T,1,1,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
85,14f04ce06542f6c3,J,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
86,14f04ce06542f6c3,T,1,1,65,35,35,35,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
87,6ddc19a449875262,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
88,6ddc19a449875262,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
89,43b61ddb8c83f562,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
90,43b61ddb8c83f562,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
91,4d61da9b4967e812,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
92,4d61da9b4967e812,T,1,1,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
93,4297f6ca25f04109,T,1,1,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
94,3b1cdf071ec015a3,L,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
95,3b1cdf071ec015a3,T,1,1,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
96,d8fee8f896eb598b,L,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
97,d8fee8f896eb598b,T,1,1,62,35,35,35,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
98,0e188e9713a952c3,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
99,0e188e9713a952c3,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
100,6af7f6cc72eacd6f,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
101,6af7f6cc72eacd6f,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
102,628b5025c84bc4f5,J,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
103,628b5025c84bc4f5,T,1,1,65,35,35,35,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
104,3fb0c65c6af4f8ff,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
105,3fb0c65c6af4f8ff,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
106,73c79dccd66f4a4b,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
107,73c79dccd66f4a4b,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
108,911607623b82bf3f,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
109,911607623b82bf3f,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
110,f5eff88ac86ec783,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
111,0a96a2f2b0d443f3,L,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
112,0a96a2f2b0d443f3,T,1,1,62,35,35,35,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
113,b012fec3bae765e3,L,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
114,b012fec3bae765e3,T,1,1,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
115,e3c5407be8ed4663,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
116,e3c5407be8ed4663,T,1,1,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
117,33a0c9590a2f7301,S,0,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
118,33a0c9590a2f7301,T,1,2,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
119,a99e2c43bfbc1343,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
120,a99e2c43bfbc1343,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
121,da23ac851d0336ef,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
122,da23ac851d0336ef,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
123,6abaadf7d1ee82bf,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
124,6abaadf7d1ee82bf,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
125,1d910aa0143a6d3f,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
126,1d910aa0143a6d3f,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
127,826afbc8a1267583,T,1,1,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
128,e577b7037a27f463,L,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
129,e577b7037a27f463,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
130,7114cef290887293,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
131,7114cef290887293,T,1,1,65,34,34,34,31,31,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
132,2335d9c19996ff6c,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
133,2335d9c19996ff6c,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
134,09e2053629f8af6c,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
135,09e2053629f8af6c,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
136,a4585f92cc97d123,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
137,a4585f92cc97d123,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
138,057011bdd5200eff,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
139,057011bdd5200eff,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
140,865d1dd59df09eba,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
141,865d1dd59df09eba,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
142,b5b6f9499a3474e3,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
143,b5b6f9499a3474e3,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
144,98c41ddfcdc3dc4b,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
145,98c41ddfcdc3dc4b,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
146,9400c13421bd4218,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
147,9400c13421bd4218,T,1,1,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
148,95f7fca9af66137f,J,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
149,95f7fca9af66137f,T,1,1,65,35,35,35,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
150,79dec258aa8d1efb,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
151,79dec258aa8d1efb,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
152,8aaceebdb45a9ad8,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
153,8aaceebdb45a9ad8,T,1,1,65,34,34,34,31,31,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
154,3e1c016734069d54,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
155,3e1c016734069d54,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
156,421c2b8c84b00fdb,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
157,421c2b8c84b00fdb,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
158,5224c40d2b884743,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
159,2a2b5f2600b59e73,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
160,2a2b5f2600b59e73,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
161,af55d239c92aea27,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
162,af55d239c92aea27,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
163,978655d35f25dd93,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
164,978655d35f25dd93,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
165,8f2a18e952799240,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
166,8f2a18e952799240,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
167,9121545ee02263a7,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
168,9121545ee02263a7,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
169,87b91f75c195cbe3,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
170,87b91f75c195cbe3,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
171,f039b35506efba0f,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
172,f039b35506efba0f,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
173,22d493810b649c53,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
174,22d493810b649c53,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
175,2f8b1ec0f6417812,T,1,1,59,34,34,34,25,25,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
176,33dbc34b407ec603,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
177,33dbc34b407ec603,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
178,f5c2179349f40c41,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
179,f5c2179349f40c41,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
180,f489810562e11aeb,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
181,f489810562e11aeb,T,1,1,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
182,79ffa12ae448c4b9,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
183,79ffa12ae448c4b9,T,1,1,64,34,34,34,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
184,5a83597f9c2349eb,J,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
185,5a83597f9c2349eb,T,1,1,65,35,35,35,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
186,6882ecafaed985f2,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
187,6882ecafaed985f2,T,1,1,65,34,34,34,31,31,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
188,0ea1322b80f194bf,I,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
189,0ea1322b80f194bf,T,1,1,62,34,34,34,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
190,86c53b44b786e20f,T,1,1,65,34,34,34,31,31,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
191,4167337e67108ca3,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
192,4167337e67108ca3,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
193,e8312733cabc093f,S,0,3,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
194,e8312733cabc093f,T,1,3,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
195,674ce6589f43a5b8,S,0,1,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
196,674ce6589f43a5b8,T,1,1,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
197,e59f1f2a863649df,J,0,4,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
198,e59f1f2a863649df,T,1,4,63,35,35,35,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
199,785f157f0e9c1f48,J,0,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
200,785f157f0e9c1f48,T,1,1,64,35,35,35,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
201,841333a683b0236d,O,0,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
202,841333a683b0236d,J,1,5,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
203,28842cafeb080383,O,0,1,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
204,28842cafeb080383,T,1,1,63,34,34,34,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
205,8bc14b45bccd1bed,I,0,5,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
