input_id,hash40,piece,source,mult,nV,nL_norm,nL_sem,nRaw,delta,a,b_counted,b_spin,b_opaque,b_collapsed,c1,c2v,c2l,c2div,dV,dL,dV_om,nL_spawn_sem,delta_spawn,ood,c3,missing,ok
13047,fed4d8266a01b339,S,0,1,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13048,fed4d8266a01b339,J,1,1,38,34,34,34,4,4,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13049,aa55b541e1b2473d,J,0,2,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13050,aa55b541e1b2473d,Z,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13051,4f90c62d15b8c17d,L,0,2,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13052,4f90c62d15b8c17d,Z,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13053,b83e33ca10f8a4b4,L,0,11,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13054,b83e33ca10f8a4b4,J,1,11,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13055,3fc7f57177ceb458,O,0,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13056,3fc7f57177ceb458,Z,1,5,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13057,8878468eb29761a5,L,1,6,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13058,bb6dfafa87ea0403,T,0,1,74,42,42,42,32,32,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13059,bb6dfafa87ea0403,L,1,1,40,34,34,34,6,6,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13060,1a1c3e1bcf9663ed,T,0,1,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13061,1a1c3e1bcf9663ed,J,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13062,600af03648b4f436,S,0,1,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13063,600af03648b4f436,J,1,1,37,34,34,34,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13064,b68b031c66847d90,S,0,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13065,b68b031c66847d90,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13066,109a7fe87824b992,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13067,109a7fe87824b992,S,1,1,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13068,673e6adc031d075d,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13069,673e6adc031d075d,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13070,a385ce57a2b3208e,L,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13071,a385ce57a2b3208e,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13072,dd67dd2154862dc5,O,0,13,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13073,dd67dd2154862dc5,L,1,13,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13074,089c81ccc11032e5,O,1,10,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13075,bf436229f93ac347,T,0,1,73,41,41,41,32,32,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13076,bf436229f93ac347,L,1,1,39,34,34,34,5,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13077,5a5c8d0d725e34bd,T,0,1,69,40,40,40,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13078,5a5c8d0d725e34bd,L,1,1,38,34,34,34,4,4,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13079,f225b5dc1f83017d,T,0,1,72,41,41,41,31,31,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13080,f225b5dc1f83017d,L,1,1,39,34,34,34,5,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13081,b68b031c66847d90,J,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13082,de07c2157144f362,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13083,de07c2157144f362,L,1,1,36,34,34,34,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13084,64f67dd450d32c42,Z,0,3,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13085,64f67dd450d32c42,T,1,3,65,37,37,37,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13086,2fe6b742222e521b,O,0,3,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13087,2fe6b742222e521b,J,1,3,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13088,f22b102c7f8b5ab5,L,1,21,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13089,44843fcaaeb39c57,T,0,1,79,44,44,44,35,35,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13090,44843fcaaeb39c57,L,1,1,42,34,34,34,8,8,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13091,7d2cc98f0c1b27e3,T,0,1,78,45,45,45,33,33,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13092,7d2cc98f0c1b27e3,J,1,1,43,34,34,34,9,9,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13093,c837b426b40b1c82,S,0,3,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13094,c837b426b40b1c82,T,1,3,69,40,40,40,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13095,9f67f7e54c43e9f8,Z,0,5,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13096,9f67f7e54c43e9f8,S,1,5,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13097,a8323ef8f24ced3d,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13098,a8323ef8f24ced3d,S,1,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13099,0fd0003b2e0822c2,O,0,3,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13100,0fd0003b2e0822c2,J,1,3,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13101,7a7bf84fbdfafcd5,T,0,1,73,42,42,42,31,31,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13102,7a7bf84fbdfafcd5,L,1,1,41,34,34,34,7,7,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13103,c26cc3ceeac2a563,S,0,1,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13104,c26cc3ceeac2a563,T,1,1,70,40,40,40,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13105,7e697b7159562ee5,Z,0,1,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13106,7e697b7159562ee5,S,1,1,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13107,1ca00511355b4f03,T,0,1,70,41,41,41,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13108,1ca00511355b4f03,J,1,1,39,34,34,34,5,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13109,5cb8ad317f061b43,T,0,1,78,45,45,45,33,33,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13110,5cb8ad317f061b43,J,1,1,43,34,34,34,9,9,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13111,b0fbcd1e7cc79e22,S,0,3,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13112,b0fbcd1e7cc79e22,T,1,3,63,38,38,38,25,25,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13113,a7dae1ab50637558,Z,0,5,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13114,a7dae1ab50637558,S,1,5,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13115,efd95ea28eb0df4e,J,0,2,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13116,efd95ea28eb0df4e,S,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13117,bcc4c127b5660de5,O,0,3,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13118,bcc4c127b5660de5,J,1,3,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13119,76c42fbc8d017a0f,T,0,1,79,45,45,45,34,34,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13120,76c42fbc8d017a0f,J,1,1,43,34,34,34,9,9,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13121,fb496e6f7ecea163,T,0,1,77,45,45,45,32,32,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13122,fb496e6f7ecea163,L,1,1,43,34,34,34,9,9,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13123,8bfd770ccaa9e0cc,S,0,2,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13124,8bfd770ccaa9e0cc,T,1,2,60,34,34,34,26,26,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13125,96a508b36f28a258,J,0,3,36,34,34,34,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13126,96a508b36f28a258,J,1,3,36,34,34,34,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13127,cd1bc91b13bd3503,T,0,1,71,41,41,41,30,30,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13128,cd1bc91b13bd3503,J,1,1,39,34,34,34,5,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13129,4e85da169ae85a25,T,0,1,79,44,44,44,35,35,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13130,4e85da169ae85a25,J,1,1,41,34,34,34,7,7,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13131,e7541f5b3b270e83,T,0,1,79,45,45,45,34,34,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13132,e7541f5b3b270e83,L,1,1,43,34,34,34,9,9,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13133,11aa17a4ed4d3521,S,0,1,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13134,11aa17a4ed4d3521,J,1,1,39,34,34,34,5,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13135,4e12cb00c684d63d,S,0,1,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13136,4e12cb00c684d63d,J,1,1,38,34,34,34,4,4,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13137,00c98327f25f3318,Z,0,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13138,00c98327f25f3318,S,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13139,5d73a2e16d0bcee9,J,0,2,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13140,5d73a2e16d0bcee9,J,1,2,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13141,158bb62086d23538,J,0,5,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13142,158bb62086d23538,S,1,5,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13143,fd8b5172ffbce145,L,0,5,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13144,fd8b5172ffbce145,S,1,5,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13145,ad6403268f1962dd,O,0,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13146,ad6403268f1962dd,L,1,5,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13147,4bb7f974168ac962,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13148,4bb7f974168ac962,J,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13149,5782d46c7169ebcf,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13150,5782d46c7169ebcf,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13151,c3d817da891acf93,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13152,c3d817da891acf93,Z,1,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13153,6e437817de1348b5,S,0,2,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13154,6e437817de1348b5,T,1,2,71,40,40,40,31,31,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13155,dcf2ecbb7cb5efb8,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13156,dcf2ecbb7cb5efb8,J,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13157,8e0c2a4427ef12b5,Z,0,1,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13158,8e0c2a4427ef12b5,L,1,1,37,34,34,34,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13159,e1639786b8fc9dfc,J,0,3,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13160,e1639786b8fc9dfc,S,1,3,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13161,9388ddfa536eb91d,L,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13162,9388ddfa536eb91d,Z,1,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13163,afb519a1325b88df,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13164,afb519a1325b88df,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13165,65619f267bf5e260,J,0,3,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13166,65619f267bf5e260,Z,1,3,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13167,e072c72fb5251a55,S,0,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13168,e072c72fb5251a55,T,1,2,66,37,37,37,29,29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13169,72284c0e72fbacc2,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13170,72284c0e72fbacc2,Z,1,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13171,dbd1fcdb3417ca61,L,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13172,dbd1fcdb3417ca61,Z,1,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13173,f5048edfe974867d,L,0,2,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13174,f5048edfe974867d,Z,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13175,2cf34323e32dafe3,S,0,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13176,2cf34323e32dafe3,T,1,2,65,37,37,37,28,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13177,6a5df299cf17a589,J,0,4,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13178,6a5df299cf17a589,S,1,4,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13179,f8c3997df23fb9bd,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13180,f8c3997df23fb9bd,S,1,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13181,d1ecb0a9e491a853,S,0,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13182,d1ecb0a9e491a853,T,1,2,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13183,00f1f5bd3492367d,S,0,1,20,17,17,17,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13184,00f1f5bd3492367d,L,1,1,39,34,34,34,5,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13185,3742a6fd27a6e5c2,J,0,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13186,3742a6fd27a6e5c2,Z,1,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13187,e4f9a9ad51e22b98,L,0,8,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13188,e4f9a9ad51e22b98,J,1,8,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13189,3f9ea979ecb959e2,Z,0,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13190,3f9ea979ecb959e2,S,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13191,6b38739f45ecc7d8,O,0,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13192,6b38739f45ecc7d8,S,1,5,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13193,ee9cefb615f5f9d5,L,1,21,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13194,09a0adfc13eb0e5d,S,0,1,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13195,09a0adfc13eb0e5d,J,1,1,37,34,34,34,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13196,6e91149c7c65cc7a,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13197,6e91149c7c65cc7a,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13198,dba838a17ed6c498,L,0,5,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13199,dba838a17ed6c498,S,1,5,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13200,ac45a006572cb47a,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13201,ac45a006572cb47a,J,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13202,24d3848b279ffc52,S,0,3,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13203,24d3848b279ffc52,T,1,3,61,34,34,34,27,27,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13204,4ae89161597facdd,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13205,4ae89161597facdd,L,1,1,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13206,139c41426e39f89e,J,0,2,36,34,34,34,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13207,139c41426e39f89e,Z,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13208,e44c95b2a9ec2794,L,0,4,35,34,34,34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13209,e44c95b2a9ec2794,S,1,4,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13210,05baac90ba476853,L,0,3,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13211,05baac90ba476853,Z,1,3,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13212,d6301ae130bb452b,O,0,3,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13213,d6301ae130bb452b,Z,1,3,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13214,482de10a9be12e8a,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13215,482de10a9be12e8a,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13216,3dd5906b932d418a,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13217,3dd5906b932d418a,J,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13218,6347615ef96aec33,Z,0,2,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13219,6347615ef96aec33,S,1,2,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13220,1124653cd725bd30,J,0,6,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13221,1124653cd725bd30,Z,1,6,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13222,8f7cc7572a806e36,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13223,8f7cc7572a806e36,J,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13224,99bfede727a329c1,Z,0,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13225,99bfede727a329c1,J,1,2,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13226,917e20ac3cccf5ad,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13227,917e20ac3cccf5ad,S,1,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13228,12c274172d3ba005,S,0,1,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13229,12c274172d3ba005,L,1,1,37,34,34,34,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13230,3aed9ff9f3c5e29d,Z,0,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13231,3aed9ff9f3c5e29d,S,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13232,55a0c1deb37830d8,J,0,3,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13233,55a0c1deb37830d8,J,1,3,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13234,ede00cd6154bfffd,S,0,1,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13235,ede00cd6154bfffd,L,1,1,37,34,34,34,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13236,481111900eeaf162,S,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13237,481111900eeaf162,L,1,1,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13238,18680b045f73f984,Z,0,1,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13239,18680b045f73f984,L,1,1,37,34,34,34,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13240,281db071e3f31747,Z,0,1,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13241,281db071e3f31747,L,1,1,37,34,34,34,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13242,005ed5a075693b3d,J,0,2,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13243,005ed5a075693b3d,S,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13244,baa5815340cd8aae,L,0,2,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13245,baa5815340cd8aae,S,1,2,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13246,a8c94ad86d5f3563,S,0,2,19,17,17,17,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13247,a8c94ad86d5f3563,T,1,2,72,40,40,40,32,32,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13248,7110544aa9212e22,S,0,1,18,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13249,7110544aa9212e22,L,1,1,36,34,34,34,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
13250,725b44fb2e77bf6b,Z,0,1,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
