input_id,hash40,piece,source,nCV,nCL,deltaC,a_t,b_t,c1_t_V,c1_t_L,dVt,dLt,ood,ok
18742,17193e5c4d6bbad9,Z,0,17,17,0,0,0,0,0,0,0,0,1
18743,17193e5c4d6bbad9,T,1,34,34,0,0,0,0,0,0,0,0,1
18744,1965d11c7ae0d341,J,0,35,34,1,1,0,0,0,0,0,0,1
18745,1965d11c7ae0d341,Z,1,18,17,1,1,0,0,0,0,0,0,1
18746,c260d793d6ab5da0,L,0,35,34,1,1,0,0,0,0,0,0,1
18747,c260d793d6ab5da0,J,1,36,34,2,2,0,0,0,0,0,0,1
18748,1c129e9fce522ca0,L,0,34,34,0,0,0,0,0,0,0,0,1
18749,1c129e9fce522ca0,Z,1,17,17,0,0,0,0,0,0,0,0,1
18750,8af78efde079a86a,S,0,18,17,1,1,0,0,0,0,0,0,1
18751,8af78efde079a86a,Z,1,17,17,0,0,0,0,0,0,0,0,1
18752,81c0968595762bee,T,0,34,34,0,0,0,0,0,0,0,0,1
18753,81c0968595762bee,S,1,17,17,0,0,0,0,0,0,0,0,1
18754,a728beff3b5ab335,J,0,34,34,0,0,0,0,0,0,0,0,1
18755,40ea2214feec80c0,L,0,34,34,0,0,0,0,0,0,0,0,1
18756,40ea2214feec80c0,Z,1,17,17,0,0,0,0,0,0,0,0,1
18757,485e173ddc6a4600,L,0,36,34,2,2,0,0,0,0,0,0,1
18758,485e173ddc6a4600,J,1,37,34,3,3,0,0,0,0,0,0,1
18759,a29128e77fe54b5c,T,0,34,34,0,0,0,0,0,0,0,0,1
18760,a29128e77fe54b5c,S,1,17,17,0,0,0,0,0,0,0,0,1
18761,64281efbccada1e3,Z,0,17,17,0,0,0,0,0,0,0,0,1
18762,64281efbccada1e3,S,1,17,17,0,0,0,0,0,0,0,0,1
18763,7df05750cbc9e5c1,L,1,34,34,0,0,0,0,0,0,0,0,1
18764,966de0e21f002c90,L,0,34,34,0,0,0,0,0,0,0,0,1
18765,966de0e21f002c90,Z,1,17,17,0,0,0,0,0,0,0,0,1
18766,6d9f43429f959b91,L,0,37,34,3,3,0,0,0,0,0,0,1
18767,6d9f43429f959b91,Z,1,19,17,2,2,0,0,0,0,0,0,1
18768,67f26020a31214a8,S,0,17,17,0,0,0,0,0,0,0,0,1
18769,67f26020a31214a8,L,1,34,34,0,0,0,0,0,0,0,0,1
18770,6422f9378234a44c,Z,1,17,17,0,0,0,0,0,0,0,0,1
18771,5ea3479b378e19df,L,0,34,34,0,0,0,0,0,0,0,0,1
18772,5ea3479b378e19df,Z,1,17,17,0,0,0,0,0,0,0,0,1
18773,09ec79b82b1ff824,L,0,37,34,3,3,0,0,0,0,0,0,1
18774,09ec79b82b1ff824,T,1,41,40,1,1,0,0,0,0,0,0,1
18775,06b024ea45a9ec83,S,0,17,17,0,0,0,0,0,0,0,0,1
18776,06b024ea45a9ec83,Z,1,17,17,0,0,0,0,0,0,0,0,1
18777,af88601fd03bffea,J,0,34,34,0,0,0,0,0,0,0,0,1
18778,af88601fd03bffea,S,1,17,17,0,0,0,0,0,0,0,0,1
18779,24d65a2f8cefa643,L,0,34,34,0,0,0,0,0,0,0,0,1
18780,24d65a2f8cefa643,Z,1,17,17,0,0,0,0,0,0,0,0,1
18781,83fca98d16525e38,L,0,35,34,1,1,0,0,0,0,0,0,1
18782,83fca98d16525e38,Z,1,17,17,0,0,0,0,0,0,0,0,1
18783,7ef8afece9e4c353,S,0,17,17,0,0,0,0,0,0,0,0,1
18784,7ef8afece9e4c353,Z,1,17,17,0,0,0,0,0,0,0,0,1
18785,a46a17b386cdf422,S,1,17,17,0,0,0,0,0,0,0,0,1
18786,cb487a15cbb2bad0,L,0,36,34,2,2,0,0,0,0,0,0,1
18787,cb487a15cbb2bad0,Z,1,19,17,2,2,0,0,0,0,0,0,1
18788,03f0d71fd582fc26,S,0,17,17,0,0,0,0,0,0,0,0,1
18789,03f0d71fd582fc26,Z,1,17,17,0,0,0,0,0,0,0,0,1
18790,1e34174fb1ec2fa4,T,0,34,34,0,0,0,0,0,0,0,0,1
18791,1e34174fb1ec2fa4,Z,1,17,17,0,0,0,0,0,0,0,0,1
18792,5c43013aca3906f5,Z,0,17,17,0,0,0,0,0,0,0,0,1
18793,5c43013aca3906f5,T,1,34,34,0,0,0,0,0,0,0,0,1
18794,1b4b6e879696671a,J,0,36,34,2,2,0,0,0,0,0,0,1
18795,42c9720768d1d654,Z,1,17,17,0,0,0,0,0,0,0,0,1
18796,5f95945a35f843f5,L,0,35,34,1,1,0,0,0,0,0,0,1
18797,5f95945a35f843f5,T,1,38,37,1,1,0,0,0,0,0,0,1
18798,d9e18b394dec5c27,S,0,17,17,0,0,0,0,0,0,0,0,1
18799,d9e18b394dec5c27,J,1,34,34,0,0,0,0,0,0,0,0,1
18800,c5aa493a6f737730,L,0,34,34,0,0,0,0,0,0,0,0,1
18801,c5aa493a6f737730,Z,1,17,17,0,0,0,0,0,0,0,0,1
18802,fdb7227d39e7a957,S,0,18,17,1,1,0,0,0,0,0,0,1
18803,fdb7227d39e7a957,L,1,36,34,2,2,0,0,0,0,0,0,1
18804,efffe1a180ec1e31,S,0,17,17,0,0,0,0,0,0,0,0,1
18805,efffe1a180ec1e31,J,1,34,34,0,0,0,0,0,0,0,0,1
18806,af5925a156a658c1,L,1,34,34,0,0,0,0,0,0,0,0,1
18807,c4e8d9041c57ea38,L,0,34,34,0,0,0,0,0,0,0,0,1
18808,c4e8d9041c57ea38,Z,1,17,17,0,0,0,0,0,0,0,0,1
18809,8e93fbaf6ba5b085,L,0,36,34,2,2,0,0,0,0,0,0,1
18810,8e93fbaf6ba5b085,T,1,41,40,1,1,0,0,0,0,0,0,1
18811,f9c9fa6ba8b02fe3,S,0,17,17,0,0,0,0,0,0,0,0,1
18812,f9c9fa6ba8b02fe3,J,1,34,34,0,0,0,0,0,0,0,0,1
18813,9d8c87e1e02a6d41,J,0,34,34,0,0,0,0,0,0,0,0,1
18814,9d8c87e1e02a6d41,Z,1,17,17,0,0,0,0,0,0,0,0,1
18815,8e0484aacbc55018,L,0,34,34,0,0,0,0,0,0,0,0,1
18816,8e0484aacbc55018,Z,1,17,17,0,0,0,0,0,0,0,0,1
18817,e5b2da180be4ba40,L,0,34,34,0,0,0,0,0,0,0,0,1
18818,e5b2da180be4ba40,Z,1,17,17,0,0,0,0,0,0,0,0,1
18819,39530b107a9579b4,S,0,17,17,0,0,0,0,0,0,0,0,1
18820,39530b107a9579b4,Z,1,17,17,0,0,0,0,0,0,0,0,1
18821,b9e46a46aeead4a7,T,0,34,34,0,0,0,0,0,0,0,0,1
18822,b9e46a46aeead4a7,J,1,34,34,0,0,0,0,0,0,0,0,1
18823,d5723a577b6ae4ee,J,0,36,34,2,2,0,0,0,0,0,0,1
18824,21edd9765fd7d61e,I,0,17,17,0,0,0,0,0,0,0,0,1
18825,21edd9765fd7d61e,T,1,34,34,0,0,0,0,0,0,0,0,1
18826,4972ce772eb1661e,T,1,34,34,0,0,0,0,0,0,0,0,1
18827,35a274d63f8cb235,I,0,17,17,0,0,0,0,0,0,0,0,1
18828,2ff45415b455f61e,T,1,34,34,0,0,0,0,0,0,0,0,1
18829,4c8a417b1ad404c3,I,0,17,17,0,0,0,0,0,0,0,0,1
18830,5a9176bbf6a89d2c,I,0,17,17,0,0,0,0,0,0,0,0,1
18831,9649e77bb082ce1c,I,1,17,17,0,0,0,0,0,0,0,0,1
18832,b9c13d3a9611d734,I,0,17,17,0,0,0,0,0,0,0,0,1
18833,afbda3cb1e7e9298,I,1,17,17,0,0,0,0,0,0,0,0,1
18834,3c80da427985b3b6,I,0,17,17,0,0,0,0,0,0,0,0,1
18835,2cfd6527fed751b0,I,1,17,17,0,0,0,0,0,0,0,0,1
18836,70f7d0f5ffaa74b6,I,1,17,17,0,0,0,0,0,0,0,0,1
18837,066e515364db67b4,I,0,17,17,0,0,0,0,0,0,0,0,1
18838,d2e0c7348f8da260,I,0,17,17,0,0,0,0,0,0,0,0,1
18839,7b793f1eeaf9e6a6,I,1,17,17,0,0,0,0,0,0,0,0,1
18840,17d0f2d4299641a0,I,0,17,17,0,0,0,0,0,0,0,0,1
18841,899ac6f127744761,I,0,17,17,0,0,0,0,0,0,0,0,1
18842,9c3073e024d8e43d,I,0,17,17,0,0,0,0,0,0,0,0,1
18843,50f8f3875dbbd4ec,I,1,17,17,0,0,0,0,0,0,0,0,1
18844,0b6a79e2d1e31346,I,1,17,17,0,0,0,0,0,0,0,0,1
18845,0043a009a5a0b2ff,L,0,34,34,0,0,0,0,0,0,0,0,1
18846,0043a009a5a0b2ff,Z,1,17,17,0,0,0,0,0,0,0,0,1
18847,1e3f5e94e26bd306,I,0,17,17,0,0,0,0,0,0,0,0,1
18848,246f4fff092c2e35,L,0,37,34,3,3,0,0,0,0,0,0,1
18849,246f4fff092c2e35,J,1,37,34,3,3,0,0,0,0,0,0,1
18850,e62ae7bc6139a7f3,L,0,37,34,3,3,0,0,0,0,0,0,1
18851,e62ae7bc6139a7f3,Z,1,20,17,3,3,0,0,0,0,0,0,1
18852,a7cc665dab1604e1,I,1,17,17,0,0,0,0,0,0,0,0,1
18853,ec0dc4d413015aef,L,0,41,34,7,7,0,0,0,0,0,0,1
18854,ec0dc4d413015aef,Z,1,20,17,3,3,0,0,0,0,0,0,1
18855,c763077b15d8d123,L,0,37,34,3,3,0,0,0,0,0,0,1
18856,c763077b15d8d123,Z,1,19,17,2,2,0,0,0,0,0,0,1
18857,559fd0d99bf53c7b,L,0,38,34,4,4,0,0,0,0,0,0,1
18858,559fd0d99bf53c7b,Z,1,19,17,2,2,0,0,0,0,0,0,1
18859,f88d03c6fd40ad0c,I,0,17,17,0,0,0,0,0,0,0,0,1
18860,9e8f9f9e96d2db07,L,0,38,34,4,4,0,0,0,0,0,0,1
18861,9e8f9f9e96d2db07,J,1,38,34,4,4,0,0,0,0,0,0,1
18862,23526efdc0f0477f,L,0,38,34,4,4,0,0,0,0,0,0,1
18863,23526efdc0f0477f,Z,1,19,17,2,2,0,0,0,0,0,0,1
18864,c000a98e212a4f7f,L,0,39,34,5,5,0,0,0,0,0,0,1
18865,c000a98e212a4f7f,Z,1,19,17,2,2,0,0,0,0,0,0,1
18866,55b3f5eab7c37e7f,L,0,38,34,4,4,0,0,0,0,0,0,1
18867,55b3f5eab7c37e7f,J,1,38,34,4,4,0,0,0,0,0,0,1
18868,7b59cbef123b3a7f,L,0,38,34,4,4,0,0,0,0,0,0,1
18869,7b59cbef123b3a7f,Z,1,19,17,2,2,0,0,0,0,0,0,1
18870,cbeb8ae5c3b27aff,L,0,38,34,4,4,0,0,0,0,0,0,1
18871,cbeb8ae5c3b27aff,J,1,38,34,4,4,0,0,0,0,0,0,1
18872,51f3695eef9117ff,L,0,38,34,4,4,0,0,0,0,0,0,1
18873,51f3695eef9117ff,Z,1,19,17,2,2,0,0,0,0,0,0,1
18874,f0850a12d969c43f,L,0,42,34,8,8,0,0,0,0,0,0,1
18875,f0850a12d969c43f,Z,1,21,17,4,4,0,0,0,0,0,0,1
18876,1a4af4628a76664a,I,1,17,17,0,0,0,0,0,0,0,0,1
18877,43971de4235eab7f,L,0,42,34,8,8,0,0,0,0,0,0,1
18878,43971de4235eab7f,Z,1,21,17,4,4,0,0,0,0,0,0,1
18879,ecc47d8711375dbf,L,0,42,34,8,8,0,0,0,0,0,0,1
18880,ecc47d8711375dbf,J,1,42,34,8,8,0,0,0,0,0,0,1
18881,b461ac4115670801,I,0,17,17,0,0,0,0,0,0,0,0,1
18882,48d5751c7656cdbc,I,1,17,17,0,0,0,0,0,0,0,0,1
18883,8aa81ddd5fce6ec3,I,1,17,17,0,0,0,0,0,0,0,0,1
18884,350ed660b91f2c7c,I,0,17,17,0,0,0,0,0,0,0,0,1
18885,ecd9588e9d7a618c,I,1,17,17,0,0,0,0,0,0,0,0,1
18886,f643385097fefca1,I,0,17,17,0,0,0,0,0,0,0,0,1
18887,c9ae4ae4889cb6df,S,0,17,17,0,0,0,0,0,0,0,0,1
18888,c9ae4ae4889cb6df,Z,1,17,17,0,0,0,0,0,0,0,0,1
18889,42c9720768d1d654,I,0,17,17,0,0,0,0,0,0,0,0,1
18890,fbe5f11e4d549fdc,I,1,17,17,0,0,0,0,0,0,0,0,1
18891,7df05750cbc9e5c1,I,0,17,17,0,0,0,0,0,0,0,0,1
18892,78f6fe6e13849f8f,S,0,17,17,0,0,0,0,0,0,0,0,1
18893,78f6fe6e13849f8f,Z,1,17,17,0,0,0,0,0,0,0,0,1
18894,3326f75db5918f36,T,0,38,37,1,1,0,0,0,0,0,0,1
18895,3326f75db5918f36,Z,1,17,17,0,0,0,0,0,0,0,0,1
18896,28f0b6068b9250c5,Z,0,17,17,0,0,0,0,0,0,0,0,1
18897,28f0b6068b9250c5,Z,1,17,17,0,0,0,0,0,0,0,0,1
18898,7e3b0389ab130b01,J,0,34,34,0,0,0,0,0,0,0,0,1
18899,7e3b0389ab130b01,Z,1,17,17,0,0,0,0,0,0,0,0,1
18900,ae22ec1dca36ac01,I,0,17,17,0,0,0,0,0,0,0,0,1
18901,ae22ec1dca36ac01,Z,1,17,17,0,0,0,0,0,0,0,0,1
18902,5ded40c64c3700ff,S,0,17,17,0,0,0,0,0,0,0,0,1
18903,5ded40c64c3700ff,L,1,34,34,0,0,0,0,0,0,0,0,1
18904,64cec46bb74754f5,Z,0,17,17,0,0,0,0,0,0,0,0,1
18905,64cec46bb74754f5,Z,1,17,17,0,0,0,0,0,0,0,0,1
18906,e4d4705d9280c3dd,J,0,37,34,3,3,0,0,0,0,0,0,1
18907,e4d4705d9280c3dd,Z,1,19,17,2,2,0,0,0,0,0,0,1
18908,5a8aa8ae7a29d419,I,0,17,17,0,0,0,0,0,0,0,0,1
18909,5a8aa8ae7a29d419,J,1,37,34,3,3,0,0,0,0,0,0,1
18910,27943fe56a1e6ec9,S,0,17,17,0,0,0,0,0,0,0,0,1
18911,27943fe56a1e6ec9,L,1,34,34,0,0,0,0,0,0,0,0,1
18912,c03decf3a2a01319,S,0,17,17,0,0,0,0,0,0,0,0,1
18913,c03decf3a2a01319,J,1,34,34,0,0,0,0,0,0,0,0,1
18914,94fef22f414bb0c8,J,0,34,34,0,0,0,0,0,0,0,0,1
18915,94fef22f414bb0c8,Z,1,17,17,0,0,0,0,0,0,0,0,1
18916,da84fcbc9ef06531,J,0,34,34,0,0,0,0,0,0,0,0,1
18917,da84fcbc9ef06531,Z,1,17,17,0,0,0,0,0,0,0,0,1
18918,46d8542c4eae85ee,S,0,17,17,0,0,0,0,0,0,0,0,1
18919,46d8542c4eae85ee,Z,1,17,17,0,0,0,0,0,0,0,0,1
18920,2835061021cc27d9,J,0,36,34,2,2,0,0,0,0,0,0,1
18921,2835061021cc27d9,Z,1,18,17,1,1,0,0,0,0,0,0,1
18922,6422f9378234a44c,I,0,17,17,0,0,0,0,0,0,0,0,1
18923,995be84f8697135f,S,0,18,17,1,1,0,0,0,0,0,0,1
18924,995be84f8697135f,L,1,35,34,1,1,0,0,0,0,0,0,1
18925,bc8a749d02056d19,S,0,18,17,1,1,0,0,0,0,0,0,1
18926,bc8a749d02056d19,Z,1,17,17,0,0,0,0,0,0,0,0,1
18927,51a2ad57d16e5cff,T,0,34,34,0,0,0,0,0,0,0,0,1
18928,51a2ad57d16e5cff,S,1,17,17,0,0,0,0,0,0,0,0,1
18929,37d640e615c50d46,I,0,17,17,0,0,0,0,0,0,0,0,1
18930,37d640e615c50d46,Z,1,17,17,0,0,0,0,0,0,0,0,1
18931,e8caf093dc2b58ef,S,0,17,17,0,0,0,0,0,0,0,0,1
18932,e8caf093dc2b58ef,Z,1,17,17,0,0,0,0,0,0,0,0,1
18933,b9b39432ab7ab19f,T,0,35,34,1,1,0,0,0,0,0,0,1
18934,b9b39432ab7ab19f,S,1,17,17,0,0,0,0,0,0,0,0,1
18935,9a53b14f3dfa1ef6,T,0,34,34,0,0,0,0,0,0,0,0,1
18936,9a53b14f3dfa1ef6,J,1,34,34,0,0,0,0,0,0,0,0,1
18937,a46a17b386cdf422,I,0,17,17,0,0,0,0,0,0,0,0,1
18938,80d8d0186ba4b5d9,I,1,17,17,0,0,0,0,0,0,0,0,1
18939,8517d857db8c3d23,S,0,17,17,0,0,0,0,0,0,0,0,1
18940,8517d857db8c3d23,Z,1,17,17,0,0,0,0,0,0,0,0,1
18941,d07267c89cb1b33e,T,0,34,34,0,0,0,0,0,0,0,0,1
18942,d07267c89cb1b33e,S,1,17,17,0,0,0,0,0,0,0,0,1
18943,88c95e3664ba2cc6,I,1,17,17,0,0,0,0,0,0,0,0,1
18944,6f096a2ae7fb8b34,S,0,17,17,0,0,0,0,0,0,0,0,1
18945,6f096a2ae7fb8b34,J,1,34,34,0,0,0,0,0,0,0,0,1
18946,1b58e9e5a9a18b08,S,0,17,17,0,0,0,0,0,0,0,0,1
18947,1b58e9e5a9a18b08,L,1,34,34,0,0,0,0,0,0,0,0,1
18948,7f5157b3b8f4165f,T,0,34,34,0,0,0,0,0,0,0,0,1
18949,7f5157b3b8f4165f,S,1,17,17,0,0,0,0,0,0,0,0,1
18950,d20eafcfb510712d,Z,0,17,17,0,0,0,0,0,0,0,0,1
18951,d20eafcfb510712d,Z,1,17,17,0,0,0,0,0,0,0,0,1
18952,a36585495bb5b179,J,0,35,34,1,1,0,0,0,0,0,0,1
18953,a36585495bb5b179,Z,1,18,17,1,1,0,0,0,0,0,0,1
18954,9b939367920699ae,S,0,17,17,0,0,0,0,0,0,0,0,1
18955,9b939367920699ae,Z,1,17,17,0,0,0,0,0,0,0,0,1
18956,d01e96a3f9255669,T,0,34,34,0,0,0,0,0,0,0,0,1
18957,d01e96a3f9255669,S,1,17,17,0,0,0,0,0,0,0,0,1
18958,af5925a156a658c1,I,0,17,17,0,0,0,0,0,0,0,0,1
18959,fcac38c3b68e289f,S,0,17,17,0,0,0,0,0,0,0,0,1
18960,fcac38c3b68e289f,Z,1,17,17,0,0,0,0,0,0,0,0,1
18961,fd5d24fd6548cbea,S,0,18,17,1,1,0,0,0,0,0,0,1
18962,fd5d24fd6548cbea,L,1,36,34,2,2,0,0,0,0,0,0,1
18963,811fbee095591323,T,0,34,34,0,0,0,0,0,0,0,0,1
18964,811fbee095591323,L,1,34,34,0,0,0,0,0,0,0,0,1
18965,9480674fc12677be,T,0,34,34,0,0,0,0,0,0,0,0,1
18966,9480674fc12677be,J,1,34,34,0,0,0,0,0,0,0,0,1
18967,678f14dde423877a,J,0,34,34,0,0,0,0,0,0,0,0,1
18968,678f14dde423877a,L,1,34,34,0,0,0,0,0,0,0,0,1
18969,8fce9059bfc2072e,I,1,17,17,0,0,0,0,0,0,0,0,1
18970,a6f8b31e8b0a35a0,I,0,17,17,0,0,0,0,0,0,0,0,1
18971,a6f8b31e8b0a35a0,J,1,34,34,0,0,0,0,0,0,0,0,1
18972,9a39bace245f87c3,S,0,17,17,0,0,0,0,0,0,0,0,1
18973,9a39bace245f87c3,Z,1,17,17,0,0,0,0,0,0,0,0,1
18974,a8d13f6a4628d7bf,S,0,18,17,1,1,0,0,0,0,0,0,1
18975,a8d13f6a4628d7bf,J,1,36,34,2,2,0,0,0,0,0,0,1
18976,ef3021d8b568d299,T,0,38,37,1,1,0,0,0,0,0,0,1
18977,ef3021d8b568d299,S,1,18,17,1,1,0,0,0,0,0,0,1
18978,b7fea1cdc9e3b517,Z,0,17,17,0,0,0,0,0,0,0,0,1
18979,b7fea1cdc9e3b517,S,1,17,17,0,0,0,0,0,0,0,0,1
18980,dc007782facc3d7c,Z,0,17,17,0,0,0,0,0,0,0,0,1
18981,dc007782facc3d7c,S,1,17,17,0,0,0,0,0,0,0,0,1
18982,b080eadb05d0ba59,J,0,34,34,0,0,0,0,0,0,0,0,1
18983,b080eadb05d0ba59,S,1,17,17,0,0,0,0,0,0,0,0,1
18984,acde014a925d8be1,S,0,17,17,0,0,0,0,0,0,0,0,1
18985,acde014a925d8be1,Z,1,17,17,0,0,0,0,0,0,0,0,1
18986,b8b36b12be529ccf,S,0,18,17,1,1,0,0,0,0,0,0,1
18987,b8b36b12be529ccf,Z,1,17,17,0,0,0,0,0,0,0,0,1
18988,80d293a7c67a198c,Z,0,17,17,0,0,0,0,0,0,0,0,1
18989,80d293a7c67a198c,S,1,17,17,0,0,0,0,0,0,0,0,1
18990,fd85c607dde31417,J,0,34,34,0,0,0,0,0,0,0,0,1
18991,fd85c607dde31417,S,1,17,17,0,0,0,0,0,0,0,0,1
18992,d4ef3dfe6daf8557,J,0,34,34,0,0,0,0,0,0,0,0,1
18993,d4ef3dfe6daf8557,Z,1,17,17,0,0,0,0,0,0,0,0,1
18994,55e1c0f0904ef813,I,0,18,17,1,1,0,0,0,0,0,0,1
18995,55e1c0f0904ef813,Z,1,18,17,1,1,0,0,0,0,0,0,1
18996,5304cbf55abf8876,I,1,17,17,0,0,0,0,0,0,0,0,1
18997,c8eb6e85b16b980f,S,0,17,17,0,0,0,0,0,0,0,0,1
18998,c8eb6e85b16b980f,Z,1,17,17,0,0,0,0,0,0,0,0,1
18999,24be4265beb78bff,S,0,17,17,0,0,0,0,0,0,0,0,1
19000,24be4265beb78bff,Z,1,17,17,0,0,0,0,0,0,0,0,1
19001,515c0f2326746465,T,0,34,34,0,0,0,0,0,0,0,0,1
19002,515c0f2326746465,Z,1,17,17,0,0,0,0,0,0,0,0,1
19003,79a261521545cd16,T,0,35,35,0,0,0,0,0,0,0,0,1
19004,79a261521545cd16,S,1,18,17,1,1,0,0,0,0,0,0,1
19005,52201efa7369c327,Z,0,17,17,0,0,0,0,0,0,0,0,1
19006,52201efa7369c327,T,1,34,34,0,0,0,0,0,0,0,0,1
19007,493466eb2a4917f4,Z,0,17,17,0,0,0,0,0,0,0,0,1
19008,493466eb2a4917f4,S,1,17,17,0,0,0,0,0,0,0,0,1
19009,e0e622a0e7798cfc,I,1,17,17,0,0,0,0,0,0,0,0,1
19010,e7bba3a5eeed93b3,S,0,17,17,0,0,0,0,0,0,0,0,1
19011,e7bba3a5eeed93b3,Z,1,17,17,0,0,0,0,0,0,0,0,1
19012,b611f9110fcb4dbf,S,0,17,17,0,0,0,0,0,0,0,0,1
19013,b611f9110fcb4dbf,Z,1,18,17,1,1,0,0,0,0,0,0,1
19014,1fea277cc8dd2d5e,T,0,34,34,0,0,0,0,0,0,0,0,1
19015,1fea277cc8dd2d5e,J,1,34,34,0,0,0,0,0,0,0,0,1
19016,a720ec6c001e1c01,J,0,36,34,2,2,0,0,0,0,0,0,1
19017,a720ec6c001e1c01,Z,1,18,17,1,1,0,0,0,0,0,0,1
19018,b4c2da457a12ef8e,I,0,17,17,0,0,0,0,0,0,0,0,1
19019,b4c2da457a12ef8e,S,1,17,17,0,0,0,0,0,0,0,0,1
19020,a30400c4abe2b95f,S,0,18,17,1,1,0,0,0,0,0,0,1
19021,a30400c4abe2b95f,Z,1,18,17,1,1,0,0,0,0,0,0,1
19022,2769e6f14fb7a2ae,S,0,18,17,1,1,0,0,0,0,0,0,1
19023,2769e6f14fb7a2ae,Z,1,18,17,1,1,0,0,0,0,0,0,1
19024,6e16d6585f84ed1f,T,0,34,34,0,0,0,0,0,0,0,0,1
19025,6e16d6585f84ed1f,Z,1,17,17,0,0,0,0,0,0,0,0,1
19026,01375dd571e50f82,Z,0,17,17,0,0,0,0,0,0,0,0,1
19027,01375dd571e50f82,T,1,34,34,0,0,0,0,0,0,0,0,1
19028,31c19da38d56b889,J,0,34,34,0,0,0,0,0,0,0,0,1
19029,31c19da38d56b889,Z,1,17,17,0,0,0,0,0,0,0,0,1
19030,1b7ef8788c042bdc,I,0,17,17,0,0,0,0,0,0,0,0,1
19031,1b7ef8788c042bdc,J,1,34,34,0,0,0,0,0,0,0,0,1
19032,4ba2bb8b3d6c3c97,S,0,18,17,1,1,0,0,0,0,0,0,1
19033,4ba2bb8b3d6c3c97,J,1,37,34,3,3,0,0,0,0,0,0,1
19034,b0482132ec6f725b,T,0,34,34,0,0,0,0,0,0,0,0,1
19035,b0482132ec6f725b,L,1,34,34,0,0,0,0,0,0,0,0,1
19036,5a2ba3409e453c70,I,0,17,17,0,0,0,0,0,0,0,0,1
19037,5a2ba3409e453c70,S,1,17,17,0,0,0,0,0,0,0,0,1
19038,28557319cb87561b,S,0,17,17,0,0,0,0,0,0,0,0,1
19039,28557319cb87561b,L,1,34,34,0,0,0,0,0,0,0,0,1
19040,2c69d35f1233c90e,S,0,17,17,0,0,0,0,0,0,0,0,1
19041,2c69d35f1233c90e,Z,1,17,17,0,0,0,0,0,0,0,0,1
19042,95423e525cb84a98,T,0,35,34,1,1,0,0,0,0,0,0,1
19043,95423e525cb84a98,S,1,17,17,0,0,0,0,0,0,0,0,1
19044,65a1b13cf630abf4,Z,0,18,17,1,1,0,0,0,0,0,0,1
19045,65a1b13cf630abf4,T,1,38,37,1,1,0,0,0,0,0,0,1
19046,c53a2ecc22241650,I,0,17,17,0,0,0,0,0,0,0,0,1
19047,c53a2ecc22241650,Z,1,17,17,0,0,0,0,0,0,0,0,1
19048,80e4026aed4d622f,S,0,17,17,0,0,0,0,0,0,0,0,1
19049,80e4026aed4d622f,Z,1,17,17,0,0,0,0,0,0,0,0,1
19050,544f6655be5275fb,S,0,18,17,1,1,0,0,0,0,0,0,1
19051,544f6655be5275fb,L,1,35,34,1,1,0,0,0,0,0,0,1
19052,70911ab9f7fb5d45,Z,0,17,17,0,0,0,0,0,0,0,0,1
19053,70911ab9f7fb5d45,T,1,34,34,0,0,0,0,0,0,0,0,1
19054,c4e3b3d45f440282,J,0,34,34,0,0,0,0,0,0,0,0,1
19055,c4e3b3d45f440282,S,1,17,17,0,0,0,0,0,0,0,0,1
19056,688dbea59d1a6692,J,0,34,34,0,0,0,0,0,0,0,0,1
19057,688dbea59d1a6692,S,1,17,17,0,0,0,0,0,0,0,0,1
19058,a9ec01a9ab3ca6d2,I,0,17,17,0,0,0,0,0,0,0,0,1
19059,a9ec01a9ab3ca6d2,J,1,34,34,0,0,0,0,0,0,0,0,1
19060,049a55781f1f989f,S,0,17,17,0,0,0,0,0,0,0,0,1
19061,049a55781f1f989f,J,1,34,34,0,0,0,0,0,0,0,0,1
19062,e1a23e9f0ff06e2f,T,0,34,34,0,0,0,0,0,0,0,0,1
19063,e1a23e9f0ff06e2f,S,1,17,17,0,0,0,0,0,0,0,0,1
19064,af1bdd2f2b48d1a7,T,0,34,34,0,0,0,0,0,0,0,0,1
19065,af1bdd2f2b48d1a7,S,1,17,17,0,0,0,0,0,0,0,0,1
19066,e940f325aa04da32,Z,0,17,17,0,0,0,0,0,0,0,0,1
19067,e940f325aa04da32,T,1,34,34,0,0,0,0,0,0,0,0,1
19068,b3c74e73af6234fa,J,0,34,34,0,0,0,0,0,0,0,0,1
19069,b3c74e73af6234fa,S,1,17,17,0,0,0,0,0,0,0,0,1
19070,c4160d13771bec0c,I,1,17,17,0,0,0,0,0,0,0,0,1
19071,3ce391c57defc98f,S,0,17,17,0,0,0,0,0,0,0,0,1
19072,3ce391c57defc98f,J,1,34,34,0,0,0,0,0,0,0,0,1
19073,3562c449db99a761,S,0,18,17,1,1,0,0,0,0,0,0,1
19074,3562c449db99a761,L,1,35,34,1,1,0,0,0,0,0,0,1
19075,4ec1531b9758b364,I,0,17,17,0,0,0,0,0,0,0,0,1
19076,4ec1531b9758b364,S,1,17,17,0,0,0,0,0,0,0,0,1
19077,86386111ec4f850c,I,1,17,17,0,0,0,0,0,0,0,0,1
19078,c5ece6b852dbd3e9,T,0,34,34,0,0,0,0,0,0,0,0,1
19079,c5ece6b852dbd3e9,S,1,17,17,0,0,0,0,0,0,0,0,1
19080,8e7eb2ca6ace0073,T,0,34,34,0,0,0,0,0,0,0,0,1
