input_id,hash40,piece,source,nCV,nCL,deltaC,a_t,b_t,c1_t_V,c1_t_L,dVt,dLt,ood,ok
0,310ea34061520363,J,0,34,34,0,0,0,0,0,0,0,0,1
1,310ea34061520363,I,1,17,17,0,0,0,0,0,0,0,0,1
2,ab03e4f0390a9e5f,I,0,17,17,0,0,0,0,0,0,0,0,1
3,ab03e4f0390a9e5f,Z,1,17,17,0,0,0,0,0,0,0,0,1
4,b1523753cb3bf863,I,0,17,17,0,0,0,0,0,0,0,0,1
5,b1523753cb3bf863,Z,1,17,17,0,0,0,0,0,0,0,0,1
6,bb8c5160f334fd63,I,0,17,17,0,0,0,0,0,0,0,0,1
7,bb8c5160f334fd63,Z,1,17,17,0,0,0,0,0,0,0,0,1
8,bdfa56b4a693d973,I,0,17,17,0,0,0,0,0,0,0,0,1
9,bdfa56b4a693d973,Z,1,17,17,0,0,0,0,0,0,0,0,1
10,5c4e0b465467c062,O,0,9,9,0,0,0,0,0,0,0,0,1
11,5c4e0b465467c062,I,1,17,17,0,0,0,0,0,0,0,0,1
12,115d57ab02581163,O,0,9,9,0,0,0,0,0,0,0,0,1
13,115d57ab02581163,I,1,17,17,0,0,0,0,0,0,0,0,1
14,f7099b8090611ee3,O,0,9,9,0,0,0,0,0,0,0,0,1
15,f7099b8090611ee3,I,1,17,17,0,0,0,0,0,0,0,0,1
16,60251715f0f63ca2,T,0,34,34,0,0,0,0,0,0,0,0,1
17,60251715f0f63ca2,I,1,17,17,0,0,0,0,0,0,0,0,1
18,93de5c1c8e98ee62,T,0,34,34,0,0,0,0,0,0,0,0,1
19,93de5c1c8e98ee62,I,1,17,17,0,0,0,0,0,0,0,0,1
20,87a62f3100081491,T,0,34,34,0,0,0,0,0,0,0,0,1
21,87a62f3100081491,I,1,17,17,0,0,0,0,0,0,0,0,1
22,f09b3354c4084782,S,0,17,17,0,0,0,0,0,0,0,0,1
23,f09b3354c4084782,T,1,35,34,1,1,0,0,0,0,0,0,1
24,e5088520c47fb162,S,0,17,17,0,0,0,0,0,0,0,0,1
25,e5088520c47fb162,T,1,34,34,0,0,0,0,0,0,0,0,1
26,1eae95271ac5f12d,L,0,34,34,0,0,0,0,0,0,0,0,1
27,1eae95271ac5f12d,S,1,17,17,0,0,0,0,0,0,0,0,1
28,9c7a759b3b8777a2,L,0,34,34,0,0,0,0,0,0,0,0,1
29,9c7a759b3b8777a2,T,1,35,34,1,1,0,0,0,0,0,0,1
30,2d9dc8823224394d,S,1,17,17,0,0,0,0,0,0,0,0,1
31,4ae60a28ebd5af83,I,0,17,17,0,0,0,0,0,0,0,0,1
32,4ae60a28ebd5af83,Z,1,17,17,0,0,0,0,0,0,0,0,1
33,f2666d456a3ea3e3,I,0,17,17,0,0,0,0,0,0,0,0,1
34,f2666d456a3ea3e3,Z,1,17,17,0,0,0,0,0,0,0,0,1
35,19e1056e1b8142e3,O,0,9,9,0,0,0,0,0,0,0,0,1
36,19e1056e1b8142e3,I,1,17,17,0,0,0,0,0,0,0,0,1
37,242166044b6f4963,O,0,9,9,0,0,0,0,0,0,0,0,1
38,242166044b6f4963,I,1,17,17,0,0,0,0,0,0,0,0,1
39,a9798b0c7a12cf23,T,0,34,34,0,0,0,0,0,0,0,0,1
40,a9798b0c7a12cf23,I,1,17,17,0,0,0,0,0,0,0,0,1
41,ed027b02615169da,S,0,17,17,0,0,0,0,0,0,0,0,1
42,ed027b02615169da,T,1,34,34,0,0,0,0,0,0,0,0,1
43,0d3c1cffc96c7cea,L,0,34,34,0,0,0,0,0,0,0,0,1
44,0d3c1cffc96c7cea,T,1,34,34,0,0,0,0,0,0,0,0,1
45,7d81baa1bf1fd16d,L,1,34,34,0,0,0,0,0,0,0,0,1
46,17b56cd7a090a363,I,0,17,17,0,0,0,0,0,0,0,0,1
47,17b56cd7a090a363,Z,1,17,17,0,0,0,0,0,0,0,0,1
48,ac74895e13c00cf7,I,0,17,17,0,0,0,0,0,0,0,0,1
49,ac74895e13c00cf7,Z,1,17,17,0,0,0,0,0,0,0,0,1
50,1f06bea215d8a92b,O,0,9,9,0,0,0,0,0,0,0,0,1
51,1f06bea215d8a92b,I,1,17,17,0,0,0,0,0,0,0,0,1
52,8a142df81ddf0ab3,O,0,9,9,0,0,0,0,0,0,0,0,1
53,8a142df81ddf0ab3,I,1,17,17,0,0,0,0,0,0,0,0,1
54,7c28218cfe9196e3,T,0,34,34,0,0,0,0,0,0,0,0,1
55,7c28218cfe9196e3,I,1,17,17,0,0,0,0,0,0,0,0,1
56,bd884bfaf2fd954c,T,0,34,34,0,0,0,0,0,0,0,0,1
57,bd884bfaf2fd954c,I,1,17,17,0,0,0,0,0,0,0,0,1
58,f7ac04ab956e8e52,S,0,17,17,0,0,0,0,0,0,0,0,1
59,f7ac04ab956e8e52,T,1,34,34,0,0,0,0,0,0,0,0,1
60,941e53d42e33974d,S,0,17,17,0,0,0,0,0,0,0,0,1
61,941e53d42e33974d,T,1,34,34,0,0,0,0,0,0,0,0,1
62,757ae20effa2e812,L,0,34,34,0,0,0,0,0,0,0,0,1
63,757ae20effa2e812,T,1,34,34,0,0,0,0,0,0,0,0,1
64,c8f1809c0b202ab8,S,1,17,17,0,0,0,0,0,0,0,0,1
65,1cbab5cf5cc2eb93,I,0,17,17,0,0,0,0,0,0,0,0,1
66,1cbab5cf5cc2eb93,Z,1,17,17,0,0,0,0,0,0,0,0,1
67,3bf3ca6a0853eec4,I,0,17,17,0,0,0,0,0,0,0,0,1
68,3bf3ca6a0853eec4,Z,1,17,17,0,0,0,0,0,0,0,0,1
69,586d7a1dc82d5353,O,0,9,9,0,0,0,0,0,0,0,0,1
70,586d7a1dc82d5353,I,1,17,17,0,0,0,0,0,0,0,0,1
71,a37946cdeb3aed63,T,0,34,34,0,0,0,0,0,0,0,0,1
72,a37946cdeb3aed63,I,1,17,17,0,0,0,0,0,0,0,0,1
73,629c8be92d48f709,S,0,17,17,0,0,0,0,0,0,0,0,1
74,629c8be92d48f709,T,1,34,34,0,0,0,0,0,0,0,0,1
75,28d0ebdfba7ab4a9,L,0,34,34,0,0,0,0,0,0,0,0,1
76,28d0ebdfba7ab4a9,T,1,34,34,0,0,0,0,0,0,0,0,1
77,450c869fc602b3bb,I,0,17,17,0,0,0,0,0,0,0,0,1
78,450c869fc602b3bb,Z,1,17,17,0,0,0,0,0,0,0,0,1
79,82bc30a5f1334d53,I,0,17,17,0,0,0,0,0,0,0,0,1
80,82bc30a5f1334d53,Z,1,17,17,0,0,0,0,0,0,0,0,1
81,5e7e83c5e4461613,O,0,9,9,0,0,0,0,0,0,0,0,1
82,5e7e83c5e4461613,I,1,17,17,0,0,0,0,0,0,0,0,1
83,dcbeddaf1a3b43df,O,0,9,9,0,0,0,0,0,0,0,0,1
84,dcbeddaf1a3b43df,I,1,18,17,1,1,0,0,0,0,0,0,1
85,828a6088bdbc2a11,T,0,34,34,0,0,0,0,0,0,0,0,1
86,828a6088bdbc2a11,I,1,17,17,0,0,0,0,0,0,0,0,1
87,b1fd38cf933c00a3,T,0,34,34,0,0,0,0,0,0,0,0,1
88,b1fd38cf933c00a3,I,1,17,17,0,0,0,0,0,0,0,0,1
89,a2b5cdc172f7d88c,S,0,17,17,0,0,0,0,0,0,0,0,1
90,a2b5cdc172f7d88c,T,1,34,34,0,0,0,0,0,0,0,0,1
91,585ade05f3cbbf4c,L,0,34,34,0,0,0,0,0,0,0,0,1
92,585ade05f3cbbf4c,T,1,34,34,0,0,0,0,0,0,0,0,1
93,56b668580d6bc159,S,1,17,17,0,0,0,0,0,0,0,0,1
94,810630bdf414c4c3,I,0,17,17,0,0,0,0,0,0,0,0,1
95,810630bdf414c4c3,Z,1,17,17,0,0,0,0,0,0,0,0,1
96,85b0848b72b82a4f,I,0,17,17,0,0,0,0,0,0,0,0,1
97,85b0848b72b82a4f,Z,1,17,17,0,0,0,0,0,0,0,0,1
98,0ab7a7cd26288803,O,0,9,9,0,0,0,0,0,0,0,0,1
99,0ab7a7cd26288803,I,1,17,17,0,0,0,0,0,0,0,0,1
100,0ed5c8e2c6333a63,O,0,9,9,0,0,0,0,0,0,0,0,1
101,0ed5c8e2c6333a63,I,1,18,17,1,1,0,0,0,0,0,0,1
102,dcb404183c1b26a3,T,0,34,34,0,0,0,0,0,0,0,0,1
103,dcb404183c1b26a3,I,1,17,17,0,0,0,0,0,0,0,0,1
104,1f85bb1f5e30e3fd,S,0,17,17,0,0,0,0,0,0,0,0,1
105,1f85bb1f5e30e3fd,T,1,35,34,1,1,0,0,0,0,0,0,1
106,16ac6ae0c5b610c4,S,0,17,17,0,0,0,0,0,0,0,0,1
107,16ac6ae0c5b610c4,T,1,34,34,0,0,0,0,0,0,0,0,1
108,7d4d98f0e99bebbb,L,0,34,34,0,0,0,0,0,0,0,0,1
109,7d4d98f0e99bebbb,S,1,17,17,0,0,0,0,0,0,0,0,1
110,28361c15f12d75bb,S,1,17,17,0,0,0,0,0,0,0,0,1
111,d5c86b7c388e8bd6,I,0,18,17,1,1,0,0,0,0,0,0,1
112,d5c86b7c388e8bd6,Z,1,19,17,2,2,0,0,0,0,0,0,1
113,a599810d2f1ceee3,I,0,19,17,2,2,0,0,0,0,0,0,1
114,a599810d2f1ceee3,Z,1,18,17,1,1,0,0,0,0,0,0,1
115,1cb54ec41ba8cdd2,O,0,9,9,0,0,0,0,0,0,0,0,1
116,1cb54ec41ba8cdd2,I,1,18,17,1,1,0,0,0,0,0,0,1
117,372713d5e96dd4c3,O,0,9,9,0,0,0,0,0,0,0,0,1
118,372713d5e96dd4c3,I,1,17,17,0,0,0,0,0,0,0,0,1
119,27e72b8b55a8c491,T,0,34,34,0,0,0,0,0,0,0,0,1
120,27e72b8b55a8c491,I,1,17,17,0,0,0,0,0,0,0,0,1
121,b6fbfd0ff23d31c3,T,0,34,34,0,0,0,0,0,0,0,0,1
122,b6fbfd0ff23d31c3,I,1,17,17,0,0,0,0,0,0,0,0,1
123,426bba05c6870a0c,S,0,17,17,0,0,0,0,0,0,0,0,1
124,426bba05c6870a0c,T,1,34,34,0,0,0,0,0,0,0,0,1
125,36e60cde2dd123d4,L,0,34,34,0,0,0,0,0,0,0,0,1
126,36e60cde2dd123d4,T,1,34,34,0,0,0,0,0,0,0,0,1
127,3562d12e79506b0d,L,1,34,34,0,0,0,0,0,0,0,0,1
128,a0d431c34803c21d,I,0,17,17,0,0,0,0,0,0,0,0,1
129,a0d431c34803c21d,Z,1,17,17,0,0,0,0,0,0,0,0,1
130,643d03eace356dff,O,0,9,9,0,0,0,0,0,0,0,0,1
131,643d03eace356dff,I,1,17,17,0,0,0,0,0,0,0,0,1
132,fa1384d510cd13af,O,0,9,9,0,0,0,0,0,0,0,0,1
133,fa1384d510cd13af,I,1,17,17,0,0,0,0,0,0,0,0,1
134,68140fba6ac3ea3f,T,0,34,34,0,0,0,0,0,0,0,0,1
135,68140fba6ac3ea3f,I,1,17,17,0,0,0,0,0,0,0,0,1
136,a2e1a6d4f65e630c,S,0,17,17,0,0,0,0,0,0,0,0,1
137,a2e1a6d4f65e630c,T,1,34,34,0,0,0,0,0,0,0,0,1
138,36e94cc82ee94ef5,L,0,34,34,0,0,0,0,0,0,0,0,1
139,36e94cc82ee94ef5,T,1,35,34,1,1,0,0,0,0,0,0,1
140,dbbc0e63ce3c8a23,I,0,17,17,0,0,0,0,0,0,0,0,1
141,dbbc0e63ce3c8a23,Z,1,17,17,0,0,0,0,0,0,0,0,1
142,ea60af14688c6fe3,I,0,17,17,0,0,0,0,0,0,0,0,1
143,ea60af14688c6fe3,Z,1,17,17,0,0,0,0,0,0,0,0,1
144,19731bb9fdea6cd6,I,0,17,17,0,0,0,0,0,0,0,0,1
145,19731bb9fdea6cd6,Z,1,17,17,0,0,0,0,0,0,0,0,1
146,b7f8acbd56dcf903,O,0,9,9,0,0,0,0,0,0,0,0,1
147,b7f8acbd56dcf903,I,1,17,17,0,0,0,0,0,0,0,0,1
148,2cbae70856d70811,T,0,34,34,0,0,0,0,0,0,0,0,1
149,2cbae70856d70811,I,1,17,17,0,0,0,0,0,0,0,0,1
150,9bcd54c108669bff,T,0,34,34,0,0,0,0,0,0,0,0,1
151,9bcd54c108669bff,I,1,17,17,0,0,0,0,0,0,0,0,1
152,fc9d65b3bdf368db,S,0,17,17,0,0,0,0,0,0,0,0,1
153,fc9d65b3bdf368db,T,1,34,34,0,0,0,0,0,0,0,0,1
154,a6314e42ae39f14c,S,0,17,17,0,0,0,0,0,0,0,0,1
155,a6314e42ae39f14c,T,1,34,34,0,0,0,0,0,0,0,0,1
156,9dafbe3a33521f3b,L,0,34,34,0,0,0,0,0,0,0,0,1
157,9dafbe3a33521f3b,T,1,34,34,0,0,0,0,0,0,0,0,1
158,a65add955efa6523,L,1,34,34,0,0,0,0,0,0,0,0,1
159,090b4a60a955439b,I,0,19,17,2,2,0,0,0,0,0,0,1
160,090b4a60a955439b,Z,1,18,17,1,1,0,0,0,0,0,0,1
161,b7562ada2ad89a93,I,0,19,17,2,2,0,0,0,0,0,0,1
162,b7562ada2ad89a93,Z,1,18,17,1,1,0,0,0,0,0,0,1
163,74e41d6dbbe33f43,O,0,9,9,0,0,0,0,0,0,0,0,1
164,74e41d6dbbe33f43,I,1,17,17,0,0,0,0,0,0,0,0,1
165,b3c2b760bebb7c94,O,0,9,9,0,0,0,0,0,0,0,0,1
166,b3c2b760bebb7c94,I,1,17,17,0,0,0,0,0,0,0,0,1
167,ac746e43f6146d43,T,0,34,34,0,0,0,0,0,0,0,0,1
168,ac746e43f6146d43,I,1,17,17,0,0,0,0,0,0,0,0,1
169,dd8c002a365dcb53,T,0,34,34,0,0,0,0,0,0,0,0,1
170,dd8c002a365dcb53,I,1,17,17,0,0,0,0,0,0,0,0,1
171,d990158f1470cc47,S,0,17,17,0,0,0,0,0,0,0,0,1
172,d990158f1470cc47,T,1,34,34,0,0,0,0,0,0,0,0,1
173,6b949a6848cba0bd,L,0,34,34,0,0,0,0,0,0,0,0,1
174,6b949a6848cba0bd,T,1,35,34,1,1,0,0,0,0,0,0,1
175,1f2b7f5c4c87b4bf,S,1,17,17,0,0,0,0,0,0,0,0,1
176,c48af25e6ab9730c,Z,0,17,17,0,0,0,0,0,0,0,0,1
177,c48af25e6ab9730c,J,1,34,34,0,0,0,0,0,0,0,0,1
178,b5f2114b34db7823,Z,0,17,17,0,0,0,0,0,0,0,0,1
179,b5f2114b34db7823,J,1,34,34,0,0,0,0,0,0,0,0,1
180,040c7d9e11d6b0c3,O,0,9,9,0,0,0,0,0,0,0,0,1
181,040c7d9e11d6b0c3,I,1,18,17,1,1,0,0,0,0,0,0,1
182,b732c00fffce2fc3,O,0,9,9,0,0,0,0,0,0,0,0,1
183,b732c00fffce2fc3,I,1,17,17,0,0,0,0,0,0,0,0,1
184,b843bdede2840421,T,0,34,34,0,0,0,0,0,0,0,0,1
185,b843bdede2840421,I,1,17,17,0,0,0,0,0,0,0,0,1
186,a0123285e8bee8a2,S,0,17,17,0,0,0,0,0,0,0,0,1
187,a0123285e8bee8a2,T,1,34,34,0,0,0,0,0,0,0,0,1
188,4122b60124442a5c,L,0,34,34,0,0,0,0,0,0,0,0,1
189,4122b60124442a5c,T,1,34,34,0,0,0,0,0,0,0,0,1
190,fb1c765453d0457b,L,1,34,34,0,0,0,0,0,0,0,0,1
191,f1a69d4d4b950463,I,0,17,17,0,0,0,0,0,0,0,0,1
192,f1a69d4d4b950463,Z,1,17,17,0,0,0,0,0,0,0,0,1
193,cc475af5c13283f5,O,0,9,9,0,0,0,0,0,0,0,0,1
194,cc475af5c13283f5,I,1,18,17,1,1,0,0,0,0,0,0,1
195,5bd8e640cf954134,O,0,9,9,0,0,0,0,0,0,0,0,1
196,5bd8e640cf954134,I,1,17,17,0,0,0,0,0,0,0,0,1
197,fc8335f94d6784c3,T,0,35,35,0,0,0,0,0,0,0,0,1
198,fc8335f94d6784c3,I,1,18,17,1,1,0,0,0,0,0,0,1
199,a1d3d4d089d945d2,T,0,35,35,0,0,0,0,0,0,0,0,1
200,a1d3d4d089d945d2,I,1,18,17,1,1,0,0,0,0,0,0,1
201,b32a54526c6ff37f,S,0,17,17,0,0,0,0,0,0,0,0,1
202,b32a54526c6ff37f,T,1,34,34,0,0,0,0,0,0,0,0,1
203,ce9d488bdd4d2a7e,S,0,17,17,0,0,0,0,0,0,0,0,1
204,ce9d488bdd4d2a7e,T,1,34,34,0,0,0,0,0,0,0,0,1
205,1af01e13e6cb9507,L,0,34,34,0,0,0,0,0,0,0,0,1
206,1af01e13e6cb9507,T,1,34,34,0,0,0,0,0,0,0,0,1
207,f8c5455ef7a63abb,S,1,17,17,0,0,0,0,0,0,0,0,1
208,24d0061f7c7add65,I,0,17,17,0,0,0,0,0,0,0,0,1
209,24d0061f7c7add65,Z,1,17,17,0,0,0,0,0,0,0,0,1
210,62fddaa84943b1b7,I,0,18,17,1,1,0,0,0,0,0,0,1
211,62fddaa84943b1b7,Z,1,18,17,1,1,0,0,0,0,0,0,1
212,d11c06bf41450283,I,0,19,17,2,2,0,0,0,0,0,0,1
213,d11c06bf41450283,Z,1,18,17,1,1,0,0,0,0,0,0,1
214,aef276e2d2b5145f,O,0,9,9,0,0,0,0,0,0,0,0,1
215,aef276e2d2b5145f,I,1,17,17,0,0,0,0,0,0,0,0,1
216,cf233f922a44c442,T,0,34,34,0,0,0,0,0,0,0,0,1
217,cf233f922a44c442,I,1,17,17,0,0,0,0,0,0,0,0,1
218,36a1cdeed0f54bc7,S,0,17,17,0,0,0,0,0,0,0,0,1
219,36a1cdeed0f54bc7,T,1,34,34,0,0,0,0,0,0,0,0,1
220,5ae5b3844d2bf55f,L,0,34,34,0,0,0,0,0,0,0,0,1
221,5ae5b3844d2bf55f,T,1,34,34,0,0,0,0,0,0,0,0,1
222,17f084d93b37a6a3,I,0,19,17,2,2,0,0,0,0,0,0,1
223,17f084d93b37a6a3,Z,1,18,17,1,1,0,0,0,0,0,0,1
224,410a6da9a33b99eb,I,0,18,17,1,1,0,0,0,0,0,0,1
225,410a6da9a33b99eb,Z,1,19,17,2,2,0,0,0,0,0,0,1
226,11061cf991d8c923,O,0,9,9,0,0,0,0,0,0,0,0,1
227,11061cf991d8c923,I,1,17,17,0,0,0,0,0,0,0,0,1
228,e9d29d3571aa53d5,O,0,9,9,0,0,0,0,0,0,0,0,1
229,e9d29d3571aa53d5,I,1,17,17,0,0,0,0,0,0,0,0,1
230,955c012b8d219aa2,T,0,34,34,0,0,0,0,0,0,0,0,1
231,955c012b8d219aa2,I,1,17,17,0,0,0,0,0,0,0,0,1
232,defd9f5066410162,T,0,34,34,0,0,0,0,0,0,0,0,1
233,defd9f5066410162,I,1,17,17,0,0,0,0,0,0,0,0,1
234,a764a0865a681a2c,S,0,17,17,0,0,0,0,0,0,0,0,1
235,a764a0865a681a2c,T,1,35,34,1,1,0,0,0,0,0,0,1
236,fb012cee0268d589,L,0,34,34,0,0,0,0,0,0,0,0,1
237,fb012cee0268d589,T,1,34,34,0,0,0,0,0,0,0,0,1
238,75e810254d6e06fb,L,1,34,34,0,0,0,0,0,0,0,0,1
239,51063812e5253073,I,0,18,17,1,1,0,0,0,0,0,0,1
240,51063812e5253073,Z,1,19,17,2,2,0,0,0,0,0,0,1
241,98fba3fec409a343,I,0,18,17,1,1,0,0,0,0,0,0,1
242,98fba3fec409a343,Z,1,19,17,2,2,0,0,0,0,0,0,1
243,d75b9e8541e08f17,O,0,9,9,0,0,0,0,0,0,0,0,1
244,d75b9e8541e08f17,I,1,17,17,0,0,0,0,0,0,0,0,1
245,762b1117cc7639e3,O,0,9,9,0,0,0,0,0,0,0,0,1
246,762b1117cc7639e3,I,1,17,17,0,0,0,0,0,0,0,0,1
247,adbb61ee06a767e3,T,0,34,34,0,0,0,0,0,0,0,0,1
248,adbb61ee06a767e3,I,1,17,17,0,0,0,0,0,0,0,0,1
249,1d64cfae97e6979d,S,0,17,17,0,0,0,0,0,0,0,0,1
250,1d64cfae97e6979d,T,1,35,34,1,1,0,0,0,0,0,0,1
251,f41f65cc385d081b,L,0,34,34,0,0,0,0,0,0,0,0,1
252,f41f65cc385d081b,S,1,17,17,0,0,0,0,0,0,0,0,1
253,9be0e685a716b29b,S,1,17,17,0,0,0,0,0,0,0,0,1
254,8a32c226340a7edb,Z,0,17,17,0,0,0,0,0,0,0,0,1
255,8a32c226340a7edb,J,1,34,34,0,0,0,0,0,0,0,0,1
256,9f35698c4efba247,Z,0,17,17,0,0,0,0,0,0,0,0,1
257,9f35698c4efba247,J,1,34,34,0,0,0,0,0,0,0,0,1
258,0cc4461805443063,O,0,9,9,0,0,0,0,0,0,0,0,1
259,0cc4461805443063,I,1,17,17,0,0,0,0,0,0,0,0,1
260,79e70c7012b3837f,O,0,9,9,0,0,0,0,0,0,0,0,1
261,79e70c7012b3837f,I,1,17,17,0,0,0,0,0,0,0,0,1
262,d7ffa07fc9baba95,T,0,34,34,0,0,0,0,0,0,0,0,1
263,d7ffa07fc9baba95,I,1,17,17,0,0,0,0,0,0,0,0,1
264,1edd4e4c8b7ffc62,T,0,34,34,0,0,0,0,0,0,0,0,1
265,1edd4e4c8b7ffc62,I,1,17,17,0,0,0,0,0,0,0,0,1
266,0786509446bc5862,S,0,17,17,0,0,0,0,0,0,0,0,1
267,0786509446bc5862,T,1,34,34,0,0,0,0,0,0,0,0,1
268,48b9da2cb5960f01,S,0,17,17,0,0,0,0,0,0,0,0,1
269,48b9da2cb5960f01,T,1,35,34,1,1,0,0,0,0,0,0,1
270,b1d9234bc4e3ed44,L,0,34,34,0,0,0,0,0,0,0,0,1
271,b1d9234bc4e3ed44,S,1,17,17,0,0,0,0,0,0,0,0,1
272,c1a24e6d91f98724,S,1,17,17,0,0,0,0,0,0,0,0,1
273,70fbbeb0591aaf63,Z,0,17,17,0,0,0,0,0,0,0,0,1
274,70fbbeb0591aaf63,J,1,34,34,0,0,0,0,0,0,0,0,1
275,a02e658b1314b163,O,0,9,9,0,0,0,0,0,0,0,0,1
276,a02e658b1314b163,I,1,17,17,0,0,0,0,0,0,0,0,1
277,d7e835644af79407,O,0,9,9,0,0,0,0,0,0,0,0,1
278,d7e835644af79407,I,1,17,17,0,0,0,0,0,0,0,0,1
279,d6202073a8df6c83,T,0,34,34,0,0,0,0,0,0,0,0,1
280,d6202073a8df6c83,I,1,17,17,0,0,0,0,0,0,0,0,1
281,012ecbc8079461d3,S,0,17,17,0,0,0,0,0,0,0,0,1
282,012ecbc8079461d3,T,1,34,34,0,0,0,0,0,0,0,0,1
283,56ead4afe4880ded,L,0,34,34,0,0,0,0,0,0,0,0,1
284,56ead4afe4880ded,T,1,34,34,0,0,0,0,0,0,0,0,1
285,4ce787d00ab5b7bd,Z,0,17,17,0,0,0,0,0,0,0,0,1
286,4ce787d00ab5b7bd,J,1,34,34,0,0,0,0,0,0,0,0,1
287,5da0b2b34aae411f,Z,0,17,17,0,0,0,0,0,0,0,0,1
288,5da0b2b34aae411f,J,1,34,34,0,0,0,0,0,0,0,0,1
289,474e169934285953,Z,0,17,17,0,0,0,0,0,0,0,0,1
290,474e169934285953,J,1,34,34,0,0,0,0,0,0,0,0,1
291,6ff3a284f9a4950f,O,0,9,9,0,0,0,0,0,0,0,0,1
292,6ff3a284f9a4950f,I,1,17,17,0,0,0,0,0,0,0,0,1
293,461e92d304e468ab,T,0,34,34,0,0,0,0,0,0,0,0,1
294,461e92d304e468ab,I,1,17,17,0,0,0,0,0,0,0,0,1
295,34c2172db11b5a03,T,0,34,34,0,0,0,0,0,0,0,0,1
296,34c2172db11b5a03,I,1,17,17,0,0,0,0,0,0,0,0,1
297,3d272bf8b60d78e1,S,0,17,17,0,0,0,0,0,0,0,0,1
298,3d272bf8b60d78e1,T,1,35,34,1,1,0,0,0,0,0,0,1
299,ecf2faccfb7ed425,L,0,34,34,0,0,0,0,0,0,0,0,1
300,ecf2faccfb7ed425,T,1,34,34,0,0,0,0,0,0,0,0,1
301,4d59616bced92b07,L,0,34,34,0,0,0,0,0,0,0,0,1
302,4d59616bced92b07,T,1,34,34,0,0,0,0,0,0,0,0,1
303,10ac48c6693dcd84,L,1,34,34,0,0,0,0,0,0,0,0,1
304,c184bf7f34640e43,Z,0,17,17,0,0,0,0,0,0,0,0,1
305,c184bf7f34640e43,J,1,34,34,0,0,0,0,0,0,0,0,1
306,0d1d50227c3312dd,I,0,18,17,1,1,0,0,0,0,0,0,1
307,0d1d50227c3312dd,Z,1,19,17,2,2,0,0,0,0,0,0,1
308,457708595aa4183f,O,0,9,9,0,0,0,0,0,0,0,0,1
309,457708595aa4183f,I,1,17,17,0,0,0,0,0,0,0,0,1
310,3e0c093850a2689f,O,0,9,9,0,0,0,0,0,0,0,0,1
311,3e0c093850a2689f,I,1,17,17,0,0,0,0,0,0,0,0,1
312,0d60bf1b8973f8e3,T,0,34,34,0,0,0,0,0,0,0,0,1
313,0d60bf1b8973f8e3,I,1,17,17,0,0,0,0,0,0,0,0,1
314,65b1f8d230d3243f,T,0,34,34,0,0,0,0,0,0,0,0,1
315,65b1f8d230d3243f,I,1,17,17,0,0,0,0,0,0,0,0,1
316,dffc0b02b6886662,S,0,17,17,0,0,0,0,0,0,0,0,1
317,dffc0b02b6886662,T,1,34,34,0,0,0,0,0,0,0,0,1
318,ec8020598cf41cd5,S,0,17,17,0,0,0,0,0,0,0,0,1
319,ec8020598cf41cd5,T,1,34,34,0,0,0,0,0,0,0,0,1
320,f7aefc4f37da573e,L,0,34,34,0,0,0,0,0,0,0,0,1
321,f7aefc4f37da573e,T,1,34,34,0,0,0,0,0,0,0,0,1
322,96c517dd64cac81b,S,1,17,17,0,0,0,0,0,0,0,0,1
323,94c27f61ad50cae3,I,0,17,17,0,0,0,0,0,0,0,0,1
324,94c27f61ad50cae3,Z,1,17,17,0,0,0,0,0,0,0,0,1
325,1df1045f56f20d27,I,0,18,17,1,1,0,0,0,0,0,0,1
326,1df1045f56f20d27,Z,1,19,17,2,2,0,0,0,0,0,0,1
327,66b8b845aa283194,O,0,9,9,0,0,0,0,0,0,0,0,1
328,66b8b845aa283194,I,1,17,17,0,0,0,0,0,0,0,0,1
329,1554f249170ee8b3,O,0,9,9,0,0,0,0,0,0,0,0,1
330,1554f249170ee8b3,I,1,18,17,1,1,0,0,0,0,0,0,1
331,7def8f78ba3ea2bc,T,0,35,35,0,0,0,0,0,0,0,0,1
332,7def8f78ba3ea2bc,I,1,18,17,1,1,0,0,0,0,0,0,1
333,0f9c98c7a5b3f368,S,0,17,17,0,0,0,0,0,0,0,0,1
334,0f9c98c7a5b3f368,T,1,34,34,0,0,0,0,0,0,0,0,1
335,508f9f988f6a9b2a,L,0,34,34,0,0,0,0,0,0,0,0,1
336,508f9f988f6a9b2a,T,1,34,34,0,0,0,0,0,0,0,0,1
337,76724ae9f4a277cd,S,1,17,17,0,0,0,0,0,0,0,0,1
338,00e8a4bd26c14323,I,0,17,17,0,0,0,0,0,0,0,0,1
339,00e8a4bd26c14323,Z,1,19,17,2,2,0,0,0,0,0,0,1
340,f5a27d28efd2e663,Z,0,17,17,0,0,0,0,0,0,0,0,1
341,f5a27d28efd2e663,J,1,34,34,0,0,0,0,0,0,0,0,1
342,6926bd995d870da4,O,0,9,9,0,0,0,0,0,0,0,0,1
343,6926bd995d870da4,I,1,17,17,0,0,0,0,0,0,0,0,1
344,b00b02d397c1a77f,O,0,9,9,0,0,0,0,0,0,0,0,1
345,b00b02d397c1a77f,I,1,18,17,1,1,0,0,0,0,0,0,1
346,2655a23d153a8d63,T,0,34,34,0,0,0,0,0,0,0,0,1
347,2655a23d153a8d63,I,1,17,17,0,0,0,0,0,0,0,0,1
348,072713bcfb78a4e3,T,0,34,34,0,0,0,0,0,0,0,0,1
