seed	3
moves	200
maxdepth	6
iters	0
budget_ms	20
unique_candidates	6114822
policy_transitions	5223718
enum_calls	233272
raw_landings	13252781
rule_transitions	6114822
parents	121773
widening_iters	14576
materialized_nodes	5119253
transposition_merges	104465
texhaust_moves	0
recorder_calls	233272
recorder_sum_nV	6114822
distinct_inputs	89701
distinct_ood	0
recorder_overflow	0
selfcheck_uniques	1
selfcheck_calls	1
roundtrip_ok	1
