seed	1
moves	200
maxdepth	6
iters	0
budget_ms	20
unique_candidates	5882589
policy_transitions	5004447
enum_calls	225220
raw_landings	12768621
rule_transitions	5882589
parents	117589
widening_iters	14109
materialized_nodes	4879975
transposition_merges	124472
texhaust_moves	0
recorder_calls	225220
recorder_sum_nV	5882589
distinct_inputs	91515
distinct_ood	0
recorder_overflow	0
selfcheck_uniques	1
selfcheck_calls	1
roundtrip_ok	1
