move	kind	widening	parents	enum_calls	raw	unique	rule_apps	policy_trans	materialized	merges	refused	exhausted	pending	trans_used
27	P	74	625	1198	63252	30106	30106	25875	25801	74	25	0	25177	25801
28	P	76	657	1261	67509	30999	30999	26096	25758	338	26	0	25102	25758
29	P	90	738	1413	78105	30118	30118	26334	25806	528	31	0	25069	25806
30	P	74	645	1238	71973	29607	29607	25065	24459	606	25	0	23815	24459
31	P	85	707	1354	76446	30775	30775	25622	24640	982	29	0	23934	24640
32	P	85	690	1320	72375	32838	32838	26350	24879	1471	29	0	24190	24879
33	P	79	645	1234	65422	33836	33836	26699	26174	525	26	0	25530	26174
34	P	78	637	1219	70662	35763	35763	27976	27910	66	26	0	27274	27910
35	P	65	531	1016	62603	31173	31173	25738	25615	123	22	0	25085	25615
36	P	68	572	1096	65684	28559	28559	26956	26685	271	23	0	26114	26685
37	P	75	606	1159	71874	27215	27215	27215	26866	349	25	0	26261	26866
38	P	67	569	1091	69032	28926	28926	26157	25885	272	23	0	25317	25885
39	P	70	593	1137	67657	29256	29256	26453	26143	310	24	0	25551	26143
40	P	71	600	1150	66834	30026	30026	26763	25967	796	24	0	25368	25967
41	P	72	625	1199	68791	30798	30798	27399	27223	176	24	0	26599	27223
42	P	71	618	1186	66547	29633	29633	25052	24804	248	24	0	24187	24804
43	P	85	707	1354	72196	29707	29707	26388	26310	78	29	0	25604	26310
44	P	92	766	1467	76520	28243	28243	26528	26242	286	31	0	25477	26242
45	P	96	766	1465	80536	28739	28739	28739	28425	314	33	0	27660	28425
46	P	82	661	1264	69949	32250	32250	28367	27692	675	27	0	27032	27692
47	P	72	583	1115	59233	32021	32021	26454	26074	380	24	0	25492	26074
48	P	71	583	1116	60099	33550	33550	26424	26050	374	24	0	25468	26050
49	P	70	593	1137	64420	35075	35075	27042	26936	106	24	0	26344	26936
50	P	80	644	1232	70205	33599	33599	26102	25944	158	27	0	25301	25944
51	P	85	699	1338	76531	31925	31925	26701	26701	0	29	0	26003	26701
52	P	86	710	1360	74076	30090	30090	26255	26243	12	30	0	25534	26243
53	P	89	713	1363	74036	29608	29608	26406	26343	63	30	0	25631	26343
54	P	85	690	1320	73748	30819	30819	26987	26360	627	29	0	25671	26360
55	P	74	606	1160	66471	31350	31350	27085	26812	273	25	0	26207	26812
56	P	78	630	1205	67970	32122	32122	27223	26686	537	26	0	26057	26686
57	P	75	633	1213	72648	30871	30871	27169	26345	824	25	0	25713	26345
58	P	77	669	1284	73943	28766	28766	27417	27254	163	26	0	26586	27254
59	P	89	738	1413	76707	28899	28899	28899	28644	255	30	0	27907	28644
60	P	78	654	1253	68289	30468	30468	26726	26410	316	26	0	25757	26410
61	P	71	600	1150	63798	32474	32474	26685	26379	306	24	0	25780	26379
62	P	73	590	1129	65868	33739	33739	26092	25758	334	25	0	25169	25758
63	P	71	592	1134	67483	35206	35206	26363	26196	167	24	0	25605	26196
64	P	66	561	1076	64704	35125	35125	26096	26021	75	23	0	25461	26021
65	P	67	570	1093	65313	32883	32883	26664	26642	22	23	0	26073	26642
66	P	73	634	1217	71849	29966	29966	27690	27654	36	25	0	27021	27654
67	P	92	779	1493	85938	29836	29836	29836	28326	1510	31	0	27548	28326
68	P	81	677	1297	73567	29659	29659	27484	26215	1269	27	0	25539	26215
69	P	76	638	1223	67597	30284	30284	27779	27068	711	26	0	26431	27068
70	P	70	568	1087	65381	28325	28325	25562	25515	47	24	0	24948	25515
71	P	75	632	1211	73117	30262	30262	26814	26780	34	25	0	26149	26780
72	P	72	608	1165	69561	32688	32688	26145	26103	42	24	0	25496	26103
73	P	68	577	1106	63495	30859	30859	24971	24785	186	23	0	24209	24785
74	P	72	612	1173	65144	30688	30688	25016	24983	33	24	0	24372	24983
75	P	84	682	1305	69729	32295	32295	25665	25094	571	29	0	24413	25094
76	P	77	647	1240	66396	32655	32655	25892	25770	122	26	0	25124	25770
77	P	74	616	1180	67214	31648	31648	25600	25525	75	25	0	24910	25525
78	P	77	643	1232	70954	30790	30790	26235	26072	163	26	0	25430	26072
79	P	77	622	1190	71761	31685	31685	27502	27392	110	26	0	26771	27392
80	P	70	576	1103	70136	31208	31208	26948	26918	30	24	0	26343	26918
81	P	65	540	1034	67035	30121	30121	25978	24473	1505	22	0	23934	24473
82	P	54	474	910	56871	30858	30858	25601	25413	188	18	0	24940	25413
83	P	61	546	1049	63686	28816	28816	26885	25452	1433	20	0	24907	25452
84	P	85	724	1388	81031	29227	29227	29227	29188	39	29	0	28465	29188
85	P	82	705	1352	79329	28842	28842	26602	26557	45	27	0	25853	26557
86	P	93	770	1475	79297	29589	29589	26367	25994	373	32	0	25225	25994
87	P	84	701	1343	71412	29356	29356	25915	25164	751	29	0	24464	25164
88	P	68	570	1092	51564	24894	24894	21393	19574	1819	23	0	19005	19574
89	P	83	667	1276	59575	31812	31812	25864	25220	644	28	0	24554	25220
90	P	82	661	1264	58004	29378	29378	25883	25392	491	27	0	24732	25392
91	P	71	608	1166	65704	26518	26518	25486	25173	313	24	0	24566	25173
92	P	86	690	1320	75509	26538	26538	26538	26029	509	30	0	25340	26029
93	P	75	633	1213	71464	27885	27885	25851	25162	689	25	0	24530	25162
94	P	80	654	1252	70641	29400	29400	26705	25861	844	27	0	25208	25861
95	P	85	692	1324	71518	31553	31553	27989	26711	1278	29	0	26020	26711
96	P	74	626	1200	65533	30913	30913	26498	26388	110	25	0	25763	26388
97	P	68	580	1112	62184	30791	30791	26159	26047	112	23	0	25468	26047
98	P	74	599	1146	69423	29910	29910	26881	26823	58	25	0	26225	26823
99	P	65	560	1074	69873	28969	28969	26258	26119	139	22	0	25560	26119
100	P	70	576	1103	71274	29202	29202	26788	26698	90	24	0	26123	26698
101	P	68	577	1106	71193	28893	28893	26154	26112	42	23	0	25536	26112
102	P	66	580	1114	72196	29996	29996	26836	25908	928	23	0	25329	25908
103	P	65	556	1066	68207	29285	29285	25748	24610	1138	22	0	24055	24610
104	P	63	539	1034	63026	30172	30172	26567	25940	627	22	0	25402	25940
105	P	70	598	1147	68836	27608	27608	26451	26354	97	24	0	25757	26354
106	P	91	753	1442	79778	27784	27784	27784	27701	83	31	0	26949	27701
107	P	88	747	1432	76991	27637	27637	27637	27634	3	30	0	26888	27634
108	P	74	627	1202	64476	28341	28341	25404	25260	144	25	0	24634	25260
109	P	69	574	1099	60604	29341	29341	25148	25114	34	23	0	24541	25114
110	P	76	617	1181	65581	31019	31019	25990	25221	769	26	0	24605	25221
111	P	67	569	1091	59032	32500	32500	26370	25881	489	23	0	25313	25881
112	P	65	551	1056	61245	30670	30670	24675	24613	62	22	0	24063	24613
113	P	60	534	1026	61227	31407	31407	23869	23832	37	20	0	23299	23832
114	P	66	584	1121	66185	30370	30370	23950	23736	214	22	0	23153	23736
115	P	69	585	1121	63837	32049	32049	24576	24495	81	23	0	23911	24495
116	P	62	532	1020	57076	33188	33188	23977	23813	164	20	0	23282	23813
117	P	56	485	931	53254	33284	33284	24383	24233	150	19	0	23749	24233
118	P	53	436	835	51877	33957	33957	23384	23383	1	18	0	22948	23383
119	P	53	461	885	56563	30660	30660	23160	23043	117	18	0	22583	23043
120	P	51	447	858	54718	32282	32282	23290	23285	5	17	0	22839	23285
121	P	50	457	879	56083	32982	32982	23609	23605	4	17	0	23149	23605
122	P	60	517	992	59932	33706	33706	23913	23912	1	20	0	23396	23912
123	P	57	514	988	58744	33766	33766	24358	24356	2	19	0	23843	24356
124	P	63	537	1030	58626	34292	34292	24572	24287	285	22	0	23751	24287
125	P	61	524	1005	55090	34095	34095	24906	24874	32	20	0	24351	24874
126	P	66	578	1110	57833	29990	29990	24982	24909	73	23	0	24332	24909
127	P	64	546	1047	59020	31453	31453	25287	25169	118	22	0	24624	25169
128	P	69	581	1113	63345	31384	31384	25620	25438	182	23	0	24858	25438
129	P	69	577	1105	67438	32366	32366	26063	25806	257	23	0	25230	25806
130	P	62	532	1020	61304	31790	31790	24597	24214	383	20	0	23683	24214
131	P	58	500	959	56744	35094	35094	24329	24132	197	19	0	23633	24132
132	P	53	461	885	51924	36388	36388	24677	24665	12	18	0	24205	24665
133	P	51	464	892	51664	32963	32963	24821	24802	19	17	0	24339	24802
134	P	59	510	978	55638	32593	32593	25522	25471	51	19	0	24962	25471
135	P	57	510	980	58818	33522	33522	25873	25752	121	19	0	25243	25752
136	P	57	488	936	58307	30901	30901	25187	24999	188	19	0	24512	24999
137	P	59	514	986	64083	29714	29714	25937	25550	387	19	0	25037	25550
138	P	70	614	1179	71824	28596	28596	27336	26818	518	24	0	26205	26818
139	P	78	671	1287	76395	30702	30702	27516	27409	107	26	0	26739	27409
140	P	76	638	1223	71600	30083	30083	26350	26206	144	26	0	25569	26206
141	P	70	593	1137	65810	29713	29713	25299	24149	1150	24	0	23557	24149
142	P	72	594	1137	64552	31456	31456	25618	24432	1186	24	0	23839	24432
143	P	62	537	1030	58826	33662	33662	25475	25280	195	20	0	24744	25280
144	P	65	547	1048	60070	34097	34097	25821	25608	213	22	0	25062	25608
145	P	62	550	1056	62226	31411	31411	25891	25368	523	20	0	24819	25368
146	P	72	625	1199	67810	31195	31195	26403	26111	292	24	0	25487	26111
147	P	75	633	1213	66095	30683	30683	26157	24956	1201	25	0	24324	24956
148	P	81	678	1299	66710	32025	32025	27775	25751	2024	27	0	25074	25751
149	P	78	676	1297	69473	30173	30173	28416	26245	2171	26	0	25570	26245
150	P	80	661	1266	73324	31529	31529	27929	26276	1653	27	0	25616	26276
151	P	74	615	1178	68118	32181	32181	26614	25472	1142	25	0	24858	25472
152	P	74	600	1148	62776	34667	34667	26827	26510	317	25	0	25911	26510
153	P	65	530	1014	56357	35314	35314	25871	25859	12	22	0	25330	25859
154	P	58	475	909	49917	35629	35629	24717	24676	41	19	0	24202	24676
155	P	58	500	959	50183	35317	35317	25128	24997	131	19	0	24498	24997
156	P	69	585	1121	56366	34255	34255	26247	25888	359	23	0	25304	25888
157	P	67	586	1125	58412	35412	35412	26462	26016	446	23	0	25431	26016
158	P	77	640	1226	63348	33228	33228	26962	26302	660	26	0	25663	26302
159	P	96	766	1465	73183	33293	33293	29256	28244	1012	33	0	27479	28244
160	P	80	670	1284	72613	31676	31676	27030	26241	789	27	0	25572	26241
161	P	75	624	1195	73251	32314	32314	26945	25464	1481	25	0	24841	25464
162	P	72	609	1167	74804	30966	30966	27377	25668	1709	24	0	25060	25668
163	P	70	615	1181	75687	29562	29562	28236	26205	2031	24	0	25591	26205
164	P	83	692	1326	83759	29136	29136	29136	26624	2512	28	0	25933	26624
165	P	88	730	1398	88023	28871	28871	28871	26115	2756	30	0	25386	26115
166	P	85	690	1320	79352	27051	27051	27051	26636	415	29	0	25947	26636
167	P	90	728	1393	82316	30551	30551	28022	28018	4	31	0	27291	28018
168	P	73	615	1179	68879	31215	31215	24912	24352	560	25	0	23738	24352
169	P	71	600	1150	66518	34545	34545	24971	22302	2669	24	0	21703	22302
170	P	69	585	1121	62122	36517	36517	26039	23679	2360	23	0	23095	23679
171	P	60	500	958	56942	38637	38637	25618	22447	3171	20	0	21948	22447
172	P	58	476	911	58097	36990	36990	25737	22468	3269	19	0	21993	22468
173	P	67	565	1083	61699	31085	31085	25629	25258	371	23	0	24694	25258
174	P	72	603	1155	67902	28056	28056	25827	25826	1	24	0	25224	25826
175	P	80	673	1290	75727	27085	27085	26469	25607	862	27	0	24935	25607
176	P	83	692	1326	76705	26760	26760	26760	25309	1451	28	0	24618	25309
177	P	95	767	1467	81372	26693	26693	26693	25148	1545	32	0	24382	25148
178	P	96	791	1515	74137	27156	27156	27156	25979	1177	33	0	25189	25979
179	P	89	730	1397	70793	27668	27668	27668	26948	720	30	0	26219	26948
180	P	90	720	1377	69472	28340	28340	28340	27887	453	31	0	27168	27887
181	P	86	689	1318	65210	31136	31136	27583	26990	593	30	0	26302	26990
182	P	88	722	1382	68037	32486	32486	28407	27738	669	30	0	27017	27738
183	P	33	310	597	32100	17699	17699	14166	14051	115	11	0	13742	14051
184	P	66	553	1060	63048	34561	34561	26107	25911	196	23	0	25359	25911
185	P	61	541	1039	66436	34867	34867	25672	25502	170	20	0	24962	25502
186	P	63	537	1030	66089	34896	34896	25494	25334	160	22	0	24798	25334
187	P	62	554	1064	68364	33750	33750	26440	26133	307	20	0	25580	26133
188	P	71	600	1150	70026	31525	31525	26197	26137	60	24	0	25538	26137
189	P	81	682	1307	78403	28186	28186	26945	26744	201	27	0	26063	26744
190	P	77	651	1248	72861	28082	28082	27381	27228	153	26	0	26578	27228
191	P	80	652	1248	71772	29384	29384	26977	26892	85	27	0	26241	26892
192	P	82	686	1314	67734	29734	29734	26735	26483	252	27	0	25798	26483
193	P	78	671	1287	62172	31356	31356	27545	27167	378	26	0	26497	27167
194	P	77	639	1224	60702	32617	32617	27924	26872	1052	26	0	26234	26872
195	P	80	644	1232	59241	33016	33016	26815	26472	343	27	0	25829	26472
196	P	89	731	1399	64287	32205	32205	28337	27798	539	30	0	27068	27798
197	P	72	630	1209	63752	30221	30221	26666	26564	102	24	0	25935	26564
198	P	80	661	1266	69985	30126	30126	27466	27383	83	27	0	26723	27383
199	P	84	674	1289	69974	31012	31012	27048	26959	89	29	0	26286	26959
