# kind board t x y r search_type combo b2b under_attack clear value t2_value t3_value death out_combo out_b2b out_under_attack out_map_rise out_acc_value out_like out_value
eval 5 O 4 7 0 0 1 0 2 0 -2412.120340156 16 0 0 0 0 0 0 0 0 0
get 5 O 4 7 0 0 1 0 2 0 -2412.120340156 16 0 0 0 0 0 2 0.000000 -131849.851446 339852363.357412
eval 5 S 0 6 0 0 2 0 2 0 -2314.865717479 16 0 0 0 0 0 0 0 0 0
get 5 S 0 6 0 0 2 0 2 0 -2314.865717479 16 0 0 0 0 0 2 0.000000 -158219.821735 326119184.808859
eval 5 S 1 6 0 0 3 0 2 0 -2206.829373960 16 0 0 0 0 0 0 0 0 0
get 5 S 1 6 0 0 3 0 2 0 -2206.829373960 16 0 0 0 0 0 2 0.000000 -145034.836591 310906014.075895
eval 5 S 2 7 0 0 4 0 2 0 -2423.345534765 16 0 0 0 0 0 0 0 0 0
get 5 S 2 7 0 0 4 0 2 0 -2423.345534765 16 0 0 0 0 0 2 0.000000 -131849.851446 341434412.513783
eval 5 S 3 7 0 0 0 1 2 0 -2422.534421578 16 0 0 0 0 0 0 0 0 0
get 5 S 3 7 0 0 0 1 2 0 -2422.534421578 16 0 0 0 1 0 2 0.000000 -131849.851446 341320096.372467
eval 5 S 4 6 0 0 1 1 2 0 -2231.518328081 16 0 0 0 0 0 0 0 0 0
get 5 S 4 6 0 0 1 1 2 0 -2231.518328081 16 0 0 0 1 0 2 0.000000 -145034.836591 314385609.788872
eval 5 S 5 7 0 0 2 1 2 0 -2470.182643291 16 0 0 0 0 0 0 0 0 0
get 5 S 5 7 0 0 2 1 2 0 -2470.182643291 16 0 0 0 1 0 2 0.000000 -131849.851446 348035510.366554
eval 5 Z 0 6 0 0 3 1 2 0 -2274.402222871 16 0 0 0 0 0 0 0 0 0
get 5 Z 0 6 0 0 3 1 2 0 -2274.402222871 16 0 0 0 1 0 2 0.000000 -158219.821735 320416367.197387
eval 5 Z 1 7 0 0 4 1 2 0 -2445.363328891 16 0 0 0 0 0 0 0 0 0
get 5 Z 1 7 0 0 4 1 2 0 -2445.363328891 16 0 0 0 1 0 2 0.000000 -145034.836591 344524357.036456
eval 5 Z 2 7 0 0 0 0 2 0 -2430.885395491 16 0 0 0 0 0 0 0 0 0
get 5 Z 2 7 0 0 0 0 2 0 -2430.885395491 16 0 0 0 0 0 2 0.000000 -131849.851446 342497060.487045
eval 5 Z 3 6 0 0 1 0 2 0 -2206.699013681 16 0 0 0 0 0 0 0 0 0
get 5 Z 3 6 0 0 1 0 2 0 -2206.699013681 16 0 0 0 0 0 2 0.000000 -145034.836591 310887641.443919
eval 5 Z 4 7 0 0 2 0 2 0 -2447.353735978 16 0 0 0 0 0 0 0 0 0
get 5 Z 4 7 0 0 2 0 2 0 -2447.353735978 16 0 0 0 0 0 2 0.000000 -131849.851446 344818064.717421
eval 5 Z 5 7 0 0 3 0 2 0 -2437.934106407 16 0 0 0 0 0 0 0 0 0
get 5 Z 5 7 0 0 3 0 2 0 -2437.934106407 16 0 0 0 0 0 2 0.000000 -131849.851446 343490487.108728
eval 5 L 0 6 0 0 4 0 2 0 -2210.089374956 16 0 0 0 0 0 0 0 0 0
get 5 L 0 6 0 0 4 0 2 0 -2210.089374956 16 0 0 0 0 0 2 0.000000 -158219.821735 311352284.984848
eval 5 L 1 7 0 0 0 1 2 0 -2371.979210040 16 0 0 0 0 0 0 0 0 0
get 5 L 1 7 0 0 0 1 2 0 -2371.979210040 16 0 0 0 1 0 2 0.000000 -131849.851446 334194978.942457
eval 5 L 2 7 0 0 1 1 2 0 -2371.979210040 16 0 0 0 0 0 0 0 0 0
get 5 L 2 7 0 0 1 1 2 0 -2371.979210040 16 0 0 0 1 0 2 0.000000 -131849.851446 334194978.942457
eval 5 L 3 7 0 0 2 1 2 0 -2403.743447003 16 0 0 0 0 0 0 0 0 0
get 5 L 3 7 0 0 2 1 2 0 -2403.743447003 16 0 0 0 1 0 2 0.000000 -131849.851446 338671746.253893
eval 5 L 4 7 0 0 3 1 2 0 -2414.601897053 16 0 0 0 0 0 0 0 0 0
get 5 L 4 7 0 0 3 1 2 0 -2414.601897053 16 0 0 0 1 0 2 0.000000 -131849.851446 340202107.404810
eval 5 L 5 7 0 0 4 1 2 0 -2379.888243533 16 0 0 0 0 0 0 0 0 0
get 5 L 5 7 0 0 4 1 2 0 -2379.888243533 16 0 0 0 1 0 2 0.000000 -145034.836591 335296472.161223
eval 5 J 0 6 0 0 0 0 2 0 -2197.954039856 16 0 0 0 0 0 0 0 0 0
get 5 J 0 6 0 0 0 0 2 0 -2197.954039856 16 0 0 0 0 0 2 0.000000 -158219.821735 309641963.041579
eval 5 J 1 7 0 0 1 0 2 0 -2428.382095991 16 0 0 0 0 0 0 0 0 0
get 5 J 1 7 0 0 1 0 2 0 -2428.382095991 16 0 0 0 0 0 2 0.000000 -145034.836591 342131067.109701
eval 5 J 2 7 0 0 2 0 2 0 -2395.806745841 16 0 0 0 0 0 0 0 0 0
get 5 J 2 7 0 0 2 0 2 0 -2395.806745841 16 0 0 0 0 0 2 0.000000 -145034.836591 337539983.656950
eval 5 J 3 7 0 0 3 0 2 0 -2371.168096853 16 0 0 0 0 0 0 0 0 0
get 5 J 3 7 0 0 3 0 2 0 -2371.168096853 16 0 0 0 0 0 2 0.000000 -131849.851446 334080662.801142
eval 5 J 4 7 0 0 4 0 2 0 -2382.026546903 16 0 0 0 0 0 0 0 0 0
get 5 J 4 7 0 0 4 0 2 0 -2382.026546903 16 0 0 0 0 0 2 0.000000 -131849.851446 335611023.952059
eval 5 J 5 7 0 0 0 1 2 0 -2388.636057882 16 0 0 0 0 0 0 0 0 0
get 5 J 5 7 0 0 0 1 2 0 -2388.636057882 16 0 0 0 1 0 2 0.000000 -131849.851446 336542550.899482
eval 5 T 3 7 0 0 1 1 2 0 -2371.168096853 16 0 0 0 0 0 0 0 0 0
get 5 T 3 7 0 0 1 1 2 0 -2371.168096853 16 0 0 0 1 0 2 -582193876275.879517 -131849.851446 -581859795613.078369
eval 5 T 2 7 0 0 2 1 2 0 -2371.979210040 16 0 0 0 0 0 0 0 0 0
get 5 T 2 7 0 0 2 1 2 0 -2371.979210040 16 0 0 0 1 0 2 -582193876275.879517 -131849.851446 -581859681296.937012
eval 5 T 4 7 0 0 3 1 2 0 -2414.601897053 16 0 0 0 0 0 0 0 0 0
get 5 T 4 7 0 0 3 1 2 0 -2414.601897053 16 0 0 0 1 0 2 -582193876275.879517 -131849.851446 -581853674168.474609
eval 5 T 3 7 2 0 4 1 2 0 -2272.527484231 16 0 0 0 0 0 0 0 0 0
get 5 T 3 7 2 0 4 1 2 0 -2272.527484231 16 0 0 0 1 0 2 -582193876275.879517 -145034.836591 -581873710944.388550
eval 5 T 3 7 3 0 0 0 2 0 -2248.136750884 16 0 0 0 0 0 0 0 0 0
get 5 T 3 7 3 0 0 0 2 0 -2248.136750884 16 0 0 0 0 0 2 -582193876275.879517 -131849.851446 -581877135324.671509
eval 5 T 3 7 1 0 1 0 2 0 -2310.257737306 16 0 0 0 0 0 0 0 0 0
get 5 T 3 7 1 0 1 0 2 0 -2310.257737306 16 0 0 0 0 0 2 -582193876275.879517 -131849.851446 -581868380157.604492
safe 6 I 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
safe 6 O 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
safe 6 S 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
safe 6 Z 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
safe 6 L 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
safe 6 J 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
safe 6 T 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
eval 6 I 0 11 0 0 0 0 0 0 -3051.716142974 0 0 0 0 0 0 0 0 0 0
get 6 I 0 11 0 0 0 0 0 0 -3051.716142974 0 0 0 0 0 0 0 -273985626388.514648 -118665.750972 -273555641068.445557
eval 6 I 1 11 0 0 1 0 0 0 -3062.300270924 0 0 0 0 0 0 0 0 0 0
get 6 I 1 11 0 0 1 0 0 0 -3062.300270924 0 0 0 0 0 0 0 -273985626388.514648 -118665.750972 -273554149358.402924
eval 6 I 2 11 0 0 2 0 0 0 -3127.415402143 0 0 0 0 0 0 0 0 0 0
get 6 I 2 11 0 0 2 0 0 0 -3127.415402143 0 0 0 0 0 0 0 -273985626388.514648 -118665.750972 -273544972136.091827
eval 6 I 3 11 0 0 3 0 0 0 -3150.899684417 0 0 0 0 0 0 0 0 0 0
get 6 I 3 11 0 0 3 0 0 0 -3150.899684417 0 0 0 0 0 0 0 -273985626388.514648 -118665.750972 -273541662298.958557
eval 6 I 4 11 0 0 4 0 0 0 -3158.439545143 0 0 0 0 0 0 0 0 0 0
get 6 I 4 11 0 0 4 0 0 0 -3158.439545143 0 0 0 0 0 0 0 -273985626388.514648 -118665.750972 -273540599643.063049
eval 6 I 5 11 0 0 0 1 0 0 -3225.588982735 0 0 0 0 0 0 0 0 0 0
get 6 I 5 11 0 0 0 1 0 0 -3225.588982735 0 0 0 0 1 0 0 -273985626388.514648 -118665.750972 -273531135708.869690
eval 6 O -1 11 0 0 1 1 0 0 -3204.035337700 20 0 0 0 0 0 0 0 0 0
get 6 O -1 11 0 0 1 1 0 0 -3204.035337700 20 0 0 0 1 0 0 0.000000 125638.751775 451697247.934975
eval 6 O 0 11 0 0 2 1 0 0 -3169.360136200 20 0 0 0 0 0 0 0 0 0
get 6 O 0 11 0 0 2 1 0 0 -3169.360136200 20 0 0 0 1 0 0 0.000000 125638.751775 446810180.568437
eval 6 O 1 11 0 0 3 1 0 0 -3125.926336000 20 0 0 0 0 0 0 0 0 0
get 6 O 1 11 0 0 3 1 0 0 -3125.926336000 20 0 0 0 1 0 0 0.000000 152008.918658 440715060.495036
eval 6 O 2 11 0 0 4 1 0 0 -3067.412814348 10 0 0 0 0 0 0 0 0 0
get 6 O 2 11 0 0 4 1 0 0 -3067.412814348 10 0 0 0 1 0 0 0.000000 23264.125564 432339513.670620
eval 6 O 3 11 0 0 0 0 0 0 -3290.751074867 10 0 0 0 0 0 0 0 0 0
get 6 O 3 11 0 0 0 0 0 0 -3290.751074867 10 0 0 0 0 0 0 0.000000 23264.125564 463816450.428483
eval 6 O 4 11 0 0 1 0 0 0 -3377.618675267 10 0 0 0 0 0 0 0 0 0
get 6 O 4 11 0 0 1 0 0 0 -3377.618675267 10 0 0 0 0 0 0 0.000000 23264.125564 476059430.909051
eval 6 S 0 11 0 0 2 0 0 0 -3250.254811130 20 0 0 0 0 0 0 0 0 0
get 6 S 0 11 0 0 2 0 0 0 -3250.254811130 20 0 0 0 0 0 0 0.000000 125638.751775 458211346.498996
eval 6 S 1 11 0 0 3 0 0 0 -3212.234448380 20 0 0 0 0 0 0 0 0 0
get 6 S 1 11 0 0 3 0 0 0 -3212.234448380 20 0 0 0 0 0 0 0.000000 152008.918658 452879187.630094
eval 6 S 2 11 0 0 4 0 0 0 -3161.260787454 20 0 0 0 0 0 0 0 0 0
get 6 S 2 11 0 0 4 0 0 0 -3161.260787454 20 0 0 0 0 0 0 0.000000 152008.918658 445695041.494291
eval 6 S 3 11 0 0 0 1 0 0 -3246.976694392 10 0 0 0 0 0 0 0 0 0
get 6 S 3 11 0 0 0 1 0 0 -3246.976694392 10 0 0 0 1 0 0 0.000000 23264.125564 457646959.349685
eval 6 S 4 11 0 0 1 1 0 0 -3401.986771150 10 0 0 0 0 0 0 0 0 0
get 6 S 4 11 0 0 1 1 0 0 -3401.986771150 10 0 0 0 1 0 0 0.000000 23264.125564 479493831.316918
eval 6 S 5 11 0 0 2 1 0 0 -3435.680978402 10 0 0 0 0 0 0 0 0 0
get 6 S 5 11 0 0 2 1 0 0 -3435.680978402 10 0 0 0 1 0 0 0.000000 23264.125564 484242638.925220
eval 6 Z 0 11 0 0 3 1 0 0 -3254.391363530 20 0 0 0 0 0 0 0 0 0
get 6 Z 0 11 0 0 3 1 0 0 -3254.391363530 20 0 0 0 1 0 0 0.000000 125638.751775 458794345.569499
eval 6 Z 1 11 0 0 4 1 0 0 -3214.302724580 20 0 0 0 0 0 0 0 0 0
get 6 Z 1 11 0 0 4 1 0 0 -3214.302724580 20 0 0 0 1 0 0 0.000000 138823.835217 453157502.081904
eval 6 Z 2 11 0 0 0 0 0 0 -3170.868924380 10 0 0 0 0 0 0 0 0 0
get 6 Z 2 11 0 0 0 0 0 0 -3170.868924380 10 0 0 0 0 0 0 0.000000 23264.125564 446920452.131967
eval 6 Z 3 11 0 0 1 0 0 0 -3265.480541950 10 0 0 0 0 0 0 0 0 0
get 6 Z 3 11 0 0 1 0 0 0 -3265.480541950 10 0 0 0 0 0 0 0.000000 23264.125564 460254861.990311
eval 6 Z 4 11 0 0 2 0 0 0 -3397.850218750 10 0 0 0 0 0 0 0 0 0
get 6 Z 4 11 0 0 2 0 0 0 -3397.850218750 10 0 0 0 0 0 0 0.000000 23264.125564 478910832.246415
eval 6 Z 5 11 0 0 3 0 0 0 -3382.749679518 0 0 0 0 0 0 0 0 0 0
get 6 Z 5 11 0 0 3 0 0 0 -3382.749679518 0 0 0 0 0 0 0 0.000000 -105480.667531 476653841.637710
eval 6 L 0 11 0 0 4 0 0 0 -3135.534580729 5 0 0 0 0 0 0 0 0 0
get 6 L 0 11 0 0 4 0 0 0 -3135.534580729 5 0 0 0 0 0 0 0.000000 -67478.437866 441849743.762864
eval 6 L 1 11 0 0 0 1 0 0 -3076.804884053 5 0 0 0 0 0 0 0 0 0
get 6 L 1 11 0 0 0 1 0 0 -3076.804884053 5 0 0 0 1 0 0 0.000000 -41108.270984 433598844.536751
eval 6 L 2 11 0 0 1 1 0 0 -3129.314792184 5 0 0 0 0 0 0 0 0 0
get 6 L 2 11 0 0 1 1 0 0 -3129.314792184 5 0 0 0 1 0 0 0.000000 -41108.270984 440999506.893302
eval 6 L 3 11 0 0 2 1 0 0 -3284.207313580 5 0 0 0 0 0 0 0 0 0
get 6 L 3 11 0 0 2 1 0 0 -3284.207313580 5 0 0 0 1 0 0 0.000000 -41108.270984 462829810.796081
eval 6 L 4 11 0 0 3 1 0 0 -3283.706032105 5 0 0 0 0 0 0 0 0 0
get 6 L 4 11 0 0 3 1 0 0 -3283.706032105 5 0 0 0 1 0 0 0.000000 -41108.270984 462759160.987805
eval 6 L 5 11 0 0 4 1 0 0 -3289.543121244 0 0 0 0 0 0 0 0 0 0
get 6 L 5 11 0 0 4 1 0 0 -3289.543121244 0 0 0 0 1 0 0 0.000000 -118665.750972 463504273.502878
eval 6 J 0 11 0 0 0 0 0 0 -3109.438381279 5 0 0 0 0 0 0 0 0 0
get 6 J 0 11 0 0 0 0 0 0 -3109.438381279 5 0 0 0 0 0 0 0.000000 -67478.437866 438171787.205849
eval 6 J 1 11 0 0 1 0 0 0 -3161.129498704 5 0 0 0 0 0 0 0 0 0
get 6 J 1 11 0 0 1 0 0 0 -3161.129498704 5 0 0 0 0 0 0 0.000000 -54293.354425 445470235.595044
eval 6 J 2 11 0 0 2 0 0 0 -3162.449570885 5 0 0 0 0 0 0 0 0 0
get 6 J 2 11 0 0 2 0 0 0 -3162.449570885 5 0 0 0 0 0 0 0.000000 -54293.354425 445656284.454118
eval 6 J 3 11 0 0 3 0 0 0 -3156.232723705 5 0 0 0 0 0 0 0 0 0
get 6 J 3 11 0 0 3 0 0 0 -3156.232723705 5 0 0 0 0 0 0 0.000000 -41108.270984 444793277.052387
eval 6 J 4 11 0 0 4 0 0 0 -3155.731442230 5 0 0 0 0 0 0 0 0 0
get 6 J 4 11 0 0 4 0 0 0 -3155.731442230 5 0 0 0 0 0 0 0.000000 -41108.270984 444722627.244111
eval 6 J 5 11 0 0 0 1 0 0 -3333.193096468 0 0 0 0 0 0 0 0 0 0
get 6 J 5 11 0 0 0 1 0 0 -3333.193096468 0 0 0 0 1 0 0 0.000000 -105480.667531 469669416.188279
eval 6 T 3 11 0 0 1 1 0 0 -3181.827641680 5 0 0 0 0 0 0 0 0 0
get 6 T 3 11 0 0 1 1 0 0 -3181.827641680 5 0 0 0 1 0 0 -582202555697.090820 -41108.270984 -581754155113.289673
eval 6 T 3 12 2 0 2 1 0 0 -3245.321698889 9 0 0 0 0 0 0 0 0 0
get 6 T 3 12 2 0 2 1 0 0 -3245.321698889 9 0 0 0 1 0 0 -582202555697.090820 10389.646254 -581745154864.636108
eval 6 T 3 12 3 0 3 1 0 0 -3168.958676128 9 0 0 0 0 0 0 0 0 0
get 6 T 3 12 3 0 3 1 0 0 -3168.958676128 9 0 0 0 1 0 0 -582202555697.090820 23574.729696 -581755904161.684082
eval 6 T 3 12 1 0 4 1 0 0 -3282.897205792 9 0 0 0 0 0 0 0 0 0
get 6 T 3 12 1 0 4 1 0 0 -3282.897205792 9 0 0 0 1 0 0 -582202555697.090820 23574.729696 -581739845847.787476
eval 6 T 2 11 0 0 0 0 0 0 -3103.719874209 5 0 0 0 0 0 0 0 0 0
get 6 T 2 11 0 0 0 0 0 0 -3103.719874209 5 0 0 0 0 0 0 -582202555697.090820 -41108.270984 -581765163496.946289
eval 6 T 4 11 0 0 1 0 0 0 -3258.111114130 5 0 0 0 0 0 0 0 0 0
get 6 T 4 11 0 0 1 0 0 0 -3258.111114130 5 0 0 0 0 0 0 -582202555697.090820 -41108.270984 -581743403842.851807
safe 7 I 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0
safe 7 O 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0
safe 7 S 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0
safe 7 Z 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0
safe 7 L 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0
safe 7 J 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0
safe 7 T 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0
eval 7 I 0 8 0 0 0 0 1 0 -2517.085237044 7 0 0 0 0 0 0 0 0 0
get 7 I 0 8 0 0 0 0 1 0 -2517.085237044 7 0 0 0 0 0 1 -273983584108.671082 -54914.357946 -273628873198.208374
eval 7 I 1 8 0 0 1 0 1 0 -2549.910184033 7 0 0 0 0 0 0 0 0 0
get 7 I 1 8 0 0 1 0 1 0 -2549.910184033 7 0 0 0 0 0 1 -273983584108.671082 -54914.357946 -273624246919.994263
eval 7 I 2 8 0 0 2 0 1 0 -2549.910184033 7 0 0 0 0 0 0 0 0 0
get 7 I 2 8 0 0 2 0 1 0 -2549.910184033 7 0 0 0 0 0 1 -273983584108.671082 -54914.357946 -273624246919.994263
eval 7 I 3 8 0 0 3 0 1 0 -2582.604770743 7 0 0 0 0 0 0 0 0 0
get 7 I 3 8 0 0 3 0 1 0 -2582.604770743 7 0 0 0 0 0 1 -273983584108.671082 -54914.357946 -273619639014.480621
eval 7 I 4 7 0 0 4 0 1 0 -2416.542046017 0 0 0 0 0 0 0 0 0 0
get 7 I 4 7 0 0 4 0 1 0 -2416.542046017 0 0 0 0 0 0 1 -273983584108.671082 -158220.411516 -273643146847.762634
eval 7 I 5 7 0 0 0 1 1 0 -2395.675050492 0 0 0 0 0 0 0 0 0 0
get 7 I 5 7 0 0 0 1 1 0 -2395.675050492 0 0 0 0 1 0 1 -273983584108.671082 -158220.411516 -273646087797.730469
eval 7 O -1 7 0 0 1 1 1 0 -2429.385120222 9 0 0 0 0 0 0 0 0 0
get 7 O -1 7 0 0 1 1 1 0 -2429.385120222 9 0 0 0 1 0 1 0.000000 -42350.529588 342363206.353226
eval 7 O 0 8 0 0 2 1 1 0 -2639.990009345 7 0 0 0 0 0 0 0 0 0
get 7 O 0 8 0 0 2 1 1 0 -2639.990009345 7 0 0 0 1 0 1 0.000000 -68099.392239 372019662.633550
eval 7 O 1 8 0 0 3 1 1 0 -2534.959141662 7 0 0 0 0 0 0 0 0 0
get 7 O 1 8 0 0 3 1 1 0 -2534.959141662 7 0 0 0 1 0 1 0.000000 -41729.323653 357243205.598295
eval 7 O 2 8 0 0 4 1 1 0 -2645.096530510 7 0 0 0 0 0 0 0 0 0
get 7 O 2 8 0 0 4 1 1 0 -2645.096530510 7 0 0 0 1 0 1 0.000000 -41729.323653 372765734.934205
eval 7 O 3 7 0 0 0 0 1 0 -2509.722272735 0 0 0 0 0 0 0 0 0 0
get 7 O 3 7 0 0 0 0 1 0 -2509.722272735 0 0 0 0 0 0 1 0.000000 -145035.377223 353583068.913789
eval 7 O 4 7 0 0 1 0 1 0 -2522.360977107 0 0 0 0 0 0 0 0 0 0
get 7 O 4 7 0 0 1 0 1 0 -2522.360977107 0 0 0 0 0 0 1 0.000000 -145035.377223 355364341.027049
eval 7 S 0 7 0 0 2 0 1 0 -2469.959253072 9 0 0 0 0 0 0 0 0 0
get 7 S 0 7 0 0 2 0 1 0 -2469.959253072 9 0 0 0 0 0 1 0.000000 -42350.529588 348081638.341045
eval 7 S 1 8 0 0 3 0 1 0 -2666.426381428 7 0 0 0 0 0 0 0 0 0
get 7 S 1 8 0 0 3 0 1 0 -2666.426381428 7 0 0 0 0 0 1 0.000000 -41729.323653 375771918.756687
eval 7 S 2 8 0 0 4 0 1 0 -2656.432363361 7 0 0 0 0 0 0 0 0 0
get 7 S 2 8 0 0 4 0 1 0 -2656.432363361 7 0 0 0 0 0 1 0.000000 -41729.323653 374363383.106339
eval 7 S 3 8 0 0 0 1 1 0 -2727.900278932 7 0 0 0 0 0 0 0 0 0
get 7 S 3 8 0 0 0 1 1 0 -2727.900278932 7 0 0 0 1 0 1 0.000000 -41729.323653 384435919.123679
eval 7 S 4 7 0 0 1 1 1 0 -2573.911535357 0 0 0 0 0 0 0 0 0 0
get 7 S 4 7 0 0 1 1 1 0 -2573.911535357 0 0 0 0 1 0 1 0.000000 -145035.377223 362629767.065272
eval 7 S 5 7 0 0 2 1 1 0 -2572.883419516 0 0 0 0 0 0 0 0 0 0
get 7 S 5 7 0 0 2 1 1 0 -2572.883419516 0 0 0 0 1 0 1 0.000000 -145035.377223 362484866.605315
eval 7 Z 0 8 0 0 3 1 1 0 -2677.062634195 7 0 0 0 0 0 0 0 0 0
get 7 Z 0 8 0 0 3 1 1 0 -2677.062634195 7 0 0 0 1 0 1 0.000000 -68099.392239 377244599.531115
eval 7 Z 1 8 0 0 4 1 1 0 -2643.785981470 7 0 0 0 0 0 0 0 0 0
get 7 Z 1 8 0 0 4 1 1 0 -2643.785981470 7 0 0 0 1 0 1 0.000000 -54914.357946 372567843.905587
eval 7 Z 2 8 0 0 0 0 1 0 -2686.612624045 7 0 0 0 0 0 0 0 0 0
get 7 Z 2 8 0 0 0 0 1 0 -2686.612624045 7 0 0 0 0 0 1 0.000000 -41729.323653 378616924.857536
eval 7 Z 3 7 0 0 1 0 1 0 -2495.244339335 0 0 0 0 0 0 0 0 0 0
get 7 Z 3 7 0 0 1 0 1 0 -2495.244339335 0 0 0 0 0 0 1 0.000000 -145035.377223 351542579.773130
eval 7 Z 4 7 0 0 2 0 1 0 -2600.007734807 0 0 0 0 0 0 0 0 0 0
get 7 Z 4 7 0 0 2 0 1 0 -2600.007734807 0 0 0 0 0 0 1 0.000000 -145035.377223 366307709.912433
eval 7 Z 5 7 0 0 3 0 1 0 -2570.514249290 0 0 0 0 0 0 0 0 0 0
get 7 Z 5 7 0 0 3 0 1 0 -2570.514249290 0 0 0 0 0 0 1 0.000000 -145035.377223 362150960.792588
eval 7 L 0 8 0 0 4 0 1 0 -2619.232946345 7 0 0 0 0 0 0 0 0 0
get 7 L 0 8 0 0 4 0 1 0 -2619.232946345 7 0 0 0 0 0 1 0.000000 -68099.392239 369094206.321984
eval 7 L 1 8 0 0 0 1 1 0 -2609.440575894 7 0 0 0 0 0 0 0 0 0
get 7 L 1 8 0 0 0 1 1 0 -2609.440575894 7 0 0 0 1 0 1 0.000000 -41729.323653 367740460.526342
eval 7 L 2 8 0 0 1 1 1 0 -2654.187598386 7 0 0 0 0 0 0 0 0 0
get 7 L 2 8 0 0 1 1 1 0 -2654.187598386 7 0 0 0 1 0 1 0.000000 -41729.323653 374047010.705095
eval 7 L 3 8 0 0 2 1 1 0 -2692.821629282 7 0 0 0 0 0 0 0 0 0
get 7 L 3 8 0 0 2 1 1 0 -2692.821629282 7 0 0 0 1 0 1 0.000000 -41729.323653 379492008.849869
eval 7 L 4 7 0 0 3 1 1 0 -2495.916154557 0 0 0 0 0 0 0 0 0 0
get 7 L 4 7 0 0 3 1 1 0 -2495.916154557 0 0 0 0 1 0 1 0.000000 -145035.377223 351637263.981653
eval 7 L 5 7 0 0 4 1 1 0 -2498.876694833 0 0 0 0 0 0 0 0 0 0
get 7 L 5 7 0 0 4 1 1 0 -2498.876694833 0 0 0 0 1 0 1 0.000000 -158220.411516 352041331.197164
eval 7 J 0 8 0 0 0 0 1 0 -2630.365718495 7 0 0 0 0 0 0 0 0 0
get 7 J 0 8 0 0 0 0 1 0 -2630.365718495 7 0 0 0 0 0 1 0.000000 -68099.392239 370663235.550803
eval 7 J 1 8 0 0 1 0 1 0 -2598.365950820 7 0 0 0 0 0 0 0 0 0
get 7 J 1 8 0 0 1 0 1 0 -2598.365950820 7 0 0 0 0 0 1 0.000000 -54914.357946 366166441.388449
eval 7 J 2 8 0 0 2 0 1 0 -2605.884001712 7 0 0 0 0 0 0 0 0 0
get 7 J 2 8 0 0 2 0 1 0 -2605.884001712 7 0 0 0 0 0 1 0.000000 -54914.357946 367226019.491222
eval 7 J 3 8 0 0 3 0 1 0 -2655.592657682 7 0 0 0 0 0 0 0 0 0
get 7 J 3 8 0 0 3 0 1 0 -2655.592657682 7 0 0 0 0 0 1 0.000000 -41729.323653 374245036.773889
eval 7 J 4 7 0 0 4 0 1 0 -2528.491504707 0 0 0 0 0 0 0 0 0 0
get 7 J 4 7 0 0 4 0 1 0 -2528.491504707 0 0 0 0 0 0 1 0.000000 -145035.377223 356228364.548135
eval 7 J 5 7 0 0 0 1 1 0 -2507.624509182 0 0 0 0 0 0 0 0 0 0
get 7 J 5 7 0 0 0 1 1 0 -2507.624509182 0 0 0 0 1 0 1 0.000000 -145035.377223 353287414.580307
eval 7 T 3 8 0 0 1 1 1 0 -2692.821629282 7 0 0 0 0 0 0 0 0 0
get 7 T 3 8 0 0 1 1 1 0 -2692.821629282 7 0 0 0 1 0 1 -582198215978.398193 -41729.323653 -581818723969.548218
eval 7 T 2 8 0 0 2 1 1 0 -2616.958626786 7 0 0 0 0 0 0 0 0 0
get 7 T 2 8 0 0 2 1 1 0 -2616.958626786 7 0 0 0 1 0 1 -582198215978.398193 -41729.323653 -581829415939.769043
eval 7 T 3 8 2 0 3 1 1 0 -2552.963388943 8 0 0 0 0 0 0 0 0 0
get 7 T 3 8 2 0 3 1 1 0 -2552.963388943 8 0 0 0 1 0 1 -582198215978.398193 -42039.926620 -581838435603.083862
eval 7 T 3 8 3 0 4 1 1 0 -2612.861760635 8 0 0 0 0 0 0 0 0 0
get 7 T 3 8 3 0 4 1 1 0 -2612.861760635 8 0 0 0 1 0 1 -582198215978.398193 -28854.892327 -581829980468.939575
eval 7 T 2 9 2 0 0 0 1 0 -2690.238957284 7 0 0 0 0 0 0 0 0 0
get 7 T 2 9 2 0 0 0 1 0 -2690.238957284 7 0 0 0 0 0 1 -582198215978.398193 -41729.323653 -581819087965.846680
eval 7 T 2 9 3 0 1 0 1 0 -2690.646988670 7 0 0 0 0 0 0 0 0 0
