# kind board t x y r search_type combo b2b under_attack clear value t2_value t3_value death out_combo out_b2b out_under_attack out_map_rise out_acc_value out_like out_value
eval 2 L 1 18 0 0 0 1 2 0 -5976.498338703 20 0 0 0 0 0 0 0 0 0
get 2 L 1 18 0 0 0 1 2 0 -5976.498338703 20 0 1 0 1 0 2 -999999999.000000 0.000000 -157661804.233706
eval 2 L 2 18 0 0 1 1 2 0 -5863.615689742 20 0 0 0 0 0 0 0 0 0
get 2 L 2 18 0 0 1 1 2 0 -5863.615689742 20 0 1 0 1 0 2 -999999999.000000 0.000000 -173571185.387283
eval 2 L 3 18 0 0 2 1 2 0 -6110.404262708 28 0 0 0 0 0 0 0 0 0
get 2 L 3 18 0 0 2 1 2 0 -6110.404262708 28 0 1 0 1 0 2 -999999999.000000 102995.066729 -138686463.387303
eval 2 L 4 18 0 0 3 1 2 0 -6031.027313644 28 0 0 0 0 0 0 0 0 0
get 2 L 4 18 0 0 3 1 2 0 -6031.027313644 28 0 1 0 1 0 2 -999999999.000000 102995.066729 -149873640.062290
eval 2 L 5 17 0 0 4 1 2 0 -5637.278097559 20 0 0 0 0 0 0 0 0 0
get 2 L 5 17 0 0 4 1 2 0 -5637.278097559 20 0 0 0 1 0 2 0.000000 -13184.985145 794516208.685130
eval 2 J 0 18 0 0 0 0 2 0 -5770.351810979 20 0 0 0 0 0 0 0 0 0
get 2 J 0 18 0 0 0 0 2 0 -5770.351810979 20 0 0 0 0 0 2 0.000000 -13184.985145 813271264.912169
eval 2 J 1 18 0 0 1 0 2 0 -5984.038199429 20 0 0 0 0 0 0 0 0 0
get 2 J 1 18 0 0 1 0 2 0 -5984.038199429 20 0 0 0 0 0 2 0.000000 0.000000 843400842.739556
eval 2 J 2 18 0 0 2 0 2 0 -5829.272957418 20 0 0 0 0 0 0 0 0 0
get 2 J 2 18 0 0 2 0 2 0 -5829.272957418 20 0 0 0 0 0 2 0.000000 0.000000 821588640.003870
eval 2 J 3 18 0 0 3 0 2 0 -6026.639076608 28 0 0 0 0 0 0 0 0 0
get 2 J 3 18 0 0 3 0 2 0 -6026.639076608 28 0 1 0 0 0 2 -999999999.000000 102995.066729 -150492106.551521
eval 2 J 4 18 0 0 4 0 2 0 -5947.262127544 28 0 0 0 0 0 0 0 0 0
get 2 J 4 18 0 0 4 0 2 0 -5947.262127544 28 0 1 0 0 0 2 -999999999.000000 102995.066729 -161679283.226508
eval 2 J 5 17 0 0 0 1 2 0 -5669.294019158 20 0 0 0 0 0 0 0 0 0
get 2 J 5 17 0 0 0 1 2 0 -5669.294019158 20 0 0 0 1 0 2 0.000000 0.000000 799041632.746782
eval 2 T 3 18 0 0 1 1 2 0 -5984.756483558 28 0 0 0 0 0 0 0 0 0
get 2 T 3 18 0 0 1 1 2 0 -5984.756483558 28 0 1 0 1 0 2 -583193876274.879517 102995.066729 -582350271204.013062
eval 2 T 3 19 2 0 2 1 2 0 -6015.188361647 26 0 0 0 0 0 0 0 0 0
get 2 T 3 19 2 0 2 1 2 0 -6015.188361647 26 0 1 0 1 0 2 -583193876274.879517 77246.300047 -582346007964.594360
eval 2 T 3 19 3 0 3 1 2 0 -6062.805615691 26 0 0 0 0 0 0 0 0 0
get 2 T 3 19 3 0 3 1 2 0 -6062.805615691 26 0 1 0 1 0 2 -583193876274.879517 77246.300047 -582339296915.101318
eval 2 T 3 19 1 0 4 1 2 0 -6120.220829908 26 0 0 0 0 0 0 0 0 0
get 2 T 3 19 1 0 4 1 2 0 -6120.220829908 26 0 1 0 1 0 2 -583193876274.879517 77246.300047 -582331204967.088135
eval 2 T 2 18 0 0 0 0 2 0 -5905.498282792 20 0 0 0 0 0 0 0 0 0
get 2 T 2 18 0 0 0 0 2 0 -5905.498282792 20 0 1 0 0 0 2 -583193876274.879517 0.000000 -582361544639.684692
eval 2 T 4 18 0 0 1 0 2 0 -6072.909906694 28 0 0 0 0 0 0 0 0 0
get 2 T 4 18 0 0 1 0 2 0 -6072.909906694 28 0 1 0 0 0 2 -583193876274.879517 102995.066729 -582337847094.359619
safe 3 I 0 0 0 0 0 0 0 0 0 7 48 0 0 0 0 0 0 0 0
safe 3 O 0 0 0 0 0 0 0 0 0 7 48 0 0 0 0 0 0 0 0
safe 3 S 0 0 0 0 0 0 0 0 0 7 48 0 0 0 0 0 0 0 0
safe 3 Z 0 0 0 0 0 0 0 0 0 7 48 0 0 0 0 0 0 0 0
safe 3 L 0 0 0 0 0 0 0 0 0 7 48 0 0 0 0 0 0 0 0
safe 3 J 0 0 0 0 0 0 0 0 0 7 48 0 0 0 0 0 0 0 0
safe 3 T 0 0 0 0 0 0 0 0 0 7 48 0 0 0 0 0 0 0 0
eval 3 I 0 14 0 0 0 0 0 0 -4010.682647509 48 0 0 0 0 0 0 0 0 0
get 3 I 0 14 0 0 0 0 0 0 -4010.682647509 48 0 0 0 0 0 0 -273985626388.514648 -79110.500648 -273420446309.845764
eval 3 I 1 14 0 0 1 0 0 0 -4003.155658931 48 0 0 0 0 0 0 0 0 0
get 3 I 1 14 0 0 1 0 0 0 -4003.155658931 48 0 0 0 0 0 0 -273985626388.514648 -79110.500648 -273421507151.561371
eval 3 I 2 14 0 0 2 0 0 0 -4023.321351881 48 0 0 0 0 0 0 0 0 0
get 3 I 2 14 0 0 2 0 0 0 -4023.321351881 48 0 0 0 0 0 0 -273985626388.514648 -79110.500648 -273418665031.092651
eval 3 I 3 14 0 0 3 0 0 0 -3982.275791258 48 0 0 0 0 0 0 0 0 0
get 3 I 3 14 0 0 3 0 0 0 -3982.275791258 48 0 0 0 0 0 0 -273985626388.514648 -79110.500648 -273424449926.671783
eval 3 I 4 14 0 0 4 0 0 0 -4083.838980398 48 0 0 0 0 0 0 0 0 0
get 3 I 4 14 0 0 4 0 0 0 -4083.838980398 48 0 0 0 0 0 0 -273985626388.514648 -79110.500648 -273410135773.449402
eval 3 I 5 14 0 0 0 1 0 0 -4050.333280501 48 0 0 0 0 0 0 0 0 0
get 3 I 5 14 0 0 0 1 0 0 -4050.333280501 48 0 0 0 1 0 0 -273985626388.514648 -79110.500648 -273414858013.132996
eval 3 O -1 14 0 0 1 1 0 0 -4142.939937638 64 0 0 0 0 0 0 0 0 0
get 3 O -1 14 0 0 1 1 0 0 -4142.939937638 64 0 0 0 1 0 0 0.000000 113696.084862 584013015.913058
eval 3 O 0 14 0 0 2 1 0 0 -4125.831384060 64 0 0 0 0 0 0 0 0 0
get 3 O 0 14 0 0 2 1 0 0 -4125.831384060 64 0 0 0 1 0 0 0.000000 113696.084862 581601763.771388
eval 3 O 1 14 0 0 3 1 0 0 -4181.674841460 56 0 0 0 0 0 0 0 0 0
get 3 O 1 14 0 0 3 1 0 0 -4181.674841460 56 0 0 0 1 0 0 0.000000 37070.417269 589395625.555589
eval 3 O 2 14 0 0 4 1 0 0 -4110.751662608 56 0 0 0 0 0 0 0 0 0
get 3 O 2 14 0 0 4 1 0 0 -4110.751662608 56 0 0 0 1 0 0 0.000000 37070.417269 579399826.312758
eval 3 O 3 14 0 0 0 0 0 0 -4166.595120008 64 0 0 0 0 0 0 0 0 0
get 3 O 3 14 0 0 0 0 0 0 -4166.595120008 64 0 0 0 0 0 0 0.000000 140066.251744 587373309.599027
eval 3 O 4 14 0 0 1 0 0 0 -4072.661439960 56 0 0 0 0 0 0 0 0 0
get 3 O 4 14 0 0 1 0 0 0 -4072.661439960 56 0 0 0 0 0 0 0.000000 37070.417269 574031451.334831
eval 3 S 0 14 0 0 2 0 0 0 -4218.747466310 64 0 0 0 0 0 0 0 0 0
get 3 S 0 14 0 0 2 0 0 0 -4218.747466310 64 0 0 0 0 0 0 0.000000 113696.084862 594697207.597158
eval 3 S 1 14 0 0 3 0 0 0 -4226.725699343 64 0 0 0 0 0 0 0 0 0
get 3 S 1 14 0 0 3 0 0 0 -4226.725699343 64 0 0 0 0 0 0 0.000000 140066.251744 595848017.150448
eval 3 S 2 14 0 0 4 0 0 0 -4223.846309956 56 0 0 0 0 0 0 0 0 0
get 3 S 2 14 0 0 4 0 0 0 -4223.846309956 56 0 0 0 0 0 0 0.000000 37070.417269 595339204.787155
eval 3 S 3 14 0 0 0 1 0 0 -4211.645977891 56 0 0 0 0 0 0 0 0 0
get 3 S 3 14 0 0 0 1 0 0 -4211.645977891 56 0 0 0 1 0 0 0.000000 37070.417269 593619709.524935
eval 3 S 4 14 0 0 1 1 0 0 -4209.577701691 64 0 0 0 0 0 0 0 0 0
get 3 S 4 14 0 0 1 1 0 0 -4209.577701691 64 0 0 0 1 0 0 0.000000 140066.251744 593431205.824159
eval 3 S 5 14 0 0 2 1 0 0 -4249.090856402 56 0 0 0 0 0 0 0 0 0
get 3 S 5 14 0 0 2 1 0 0 -4249.090856402 56 0 0 0 1 0 0 0.000000 37070.417269 598897130.733722
eval 3 Z 0 14 0 0 3 1 0 0 -4220.815742510 64 0 0 0 0 0 0 0 0 0
get 3 Z 0 14 0 0 3 1 0 0 -4220.815742510 64 0 0 0 1 0 0 0.000000 113696.084862 594988707.132409
eval 3 Z 1 14 0 0 4 1 0 0 -4224.657423143 56 0 0 0 0 0 0 0 0 0
get 3 Z 1 14 0 0 4 1 0 0 -4224.657423143 56 0 0 0 1 0 0 0.000000 23885.333827 595440336.697279
eval 3 Z 2 14 0 0 0 0 0 0 -4233.454446882 56 0 0 0 0 0 0 0 0 0
get 3 Z 2 14 0 0 0 0 0 0 -4233.454446882 56 0 0 0 0 0 0 0.000000 37070.417269 596693360.217925
eval 3 Z 3 14 0 0 1 0 0 0 -4209.577701691 64 0 0 0 0 0 0 0 0 0
get 3 Z 3 14 0 0 1 0 0 0 -4209.577701691 64 0 0 0 0 0 0 0.000000 140066.251744 593431205.824159
eval 3 Z 4 14 0 0 2 0 0 0 -4184.869025533 56 0 0 0 0 0 0 0 0 0
get 3 Z 4 14 0 0 2 0 0 0 -4184.869025533 56 0 0 0 0 0 0 0.000000 37070.417269 589845808.743302
eval 3 Z 5 14 0 0 3 0 0 0 -4291.078986234 64 0 0 0 0 0 0 0 0 0
get 3 Z 5 14 0 0 3 0 0 0 -4291.078986234 64 0 0 0 0 0 0 0.000000 140066.251744 604917866.342079
eval 3 L 0 14 0 0 4 0 0 0 -4194.785801235 66 0 0 0 0 0 0 0 0 0
get 3 L 0 14 0 0 4 0 0 0 -4194.785801235 66 0 0 0 0 0 0 0.000000 139445.043481 591345837.855084
eval 3 L 1 14 0 0 0 1 0 0 -4045.126252759 57 0 0 0 0 0 0 0 0 0
get 3 L 1 14 0 0 0 1 0 0 -4045.126252759 57 0 0 0 1 0 0 0.000000 49944.896578 570163560.628060
eval 3 L 2 14 0 0 1 1 0 0 -4176.358003106 57 0 0 0 0 0 0 0 0 0
get 3 L 2 14 0 0 1 1 0 0 -4176.358003106 57 0 0 0 1 0 0 0.000000 49944.896578 588659153.352285
eval 3 L 3 14 0 0 2 1 0 0 -4102.737092333 57 0 0 0 0 0 0 0 0 0
get 3 L 3 14 0 0 2 1 0 0 -4102.737092333 57 0 0 0 1 0 0 0.000000 49944.896578 578283140.092968
eval 3 L 4 14 0 0 3 1 0 0 -4158.839084258 57 0 0 0 0 0 0 0 0 0
get 3 L 4 14 0 0 3 1 0 0 -4158.839084258 57 0 0 0 1 0 0 0.000000 49944.896578 586190064.986668
eval 3 L 5 14 0 0 4 1 0 0 -4250.207040252 57 0 0 0 0 0 0 0 0 0
get 3 L 5 14 0 0 4 1 0 0 -4250.207040252 57 0 0 0 1 0 0 0.000000 36759.813137 599054133.293823
eval 3 J 0 14 0 0 0 0 0 0 -4201.264951935 66 0 0 0 0 0 0 0 0 0
get 3 J 0 14 0 0 0 0 0 0 -4201.264951935 66 0 0 0 0 0 0 0.000000 139445.043481 592258998.978282
eval 3 J 1 14 0 0 1 0 0 0 -4020.090763335 57 0 0 0 0 0 0 0 0 0
get 3 J 1 14 0 0 1 0 0 0 -4020.090763335 57 0 0 0 0 0 0 0.000000 36759.813137 566621913.759925
eval 3 J 2 14 0 0 2 0 0 0 -4183.897863832 57 0 0 0 0 0 0 0 0 0
get 3 J 2 14 0 0 2 0 0 0 -4183.897863832 57 0 0 0 0 0 0 0.000000 36759.813137 589708624.164362
eval 3 J 3 14 0 0 3 0 0 0 -4037.586392033 57 0 0 0 0 0 0 0 0 0
get 3 J 3 14 0 0 3 0 0 0 -4037.586392033 57 0 0 0 0 0 0 0.000000 49944.896578 569100904.732542
eval 3 J 4 14 0 0 4 0 0 0 -4158.839084258 57 0 0 0 0 0 0 0 0 0
get 3 J 4 14 0 0 4 0 0 0 -4158.839084258 57 0 0 0 0 0 0 0.000000 49944.896578 586190064.986668
eval 3 J 5 14 0 0 0 1 0 0 -4177.516479226 57 0 0 0 0 0 0 0 0 0
get 3 J 5 14 0 0 0 1 0 0 -4177.516479226 57 0 0 0 1 0 0 0.000000 49944.896578 588822427.121320
eval 3 T 3 14 0 0 1 1 0 0 -4135.312442483 57 0 0 0 0 0 0 0 0 0
get 3 T 3 14 0 0 1 1 0 0 -4135.312442483 57 0 0 0 1 0 0 -582202555697.090820 49944.896578 -581619681439.317627
eval 3 T 2 14 0 0 2 1 0 0 -4078.631952656 57 0 0 0 0 0 0 0 0 0
get 3 T 2 14 0 0 2 1 0 0 -4078.631952656 57 0 0 0 1 0 0 -582202555697.090820 49944.896578 -581627669896.779175
eval 3 T 4 14 0 0 3 1 0 0 -4126.263734108 57 0 0 0 0 0 0 0 0 0
get 3 T 4 14 0 0 3 1 0 0 -4126.263734108 57 0 0 0 1 0 0 -582202555697.090820 49944.896578 -581620956749.784302
eval 3 T 3 14 2 0 4 1 0 0 -3857.095863629 48 0 0 0 0 0 0 0 0 0
get 3 T 3 14 2 0 4 1 0 0 -3857.095863629 48 0 0 0 1 0 0 -582202555697.090820 -79110.500648 -581659021893.770386
eval 3 T 3 14 3 0 0 0 0 0 -3967.474318229 57 0 0 0 0 0 0 0 0 0
get 3 T 3 14 3 0 0 0 0 0 -3967.474318229 57 0 0 0 0 0 0 -582202555697.090820 49944.896578 -581643336275.754639
eval 3 T 3 14 1 0 1 0 0 0 -3994.361908829 66 0 0 0 0 0 0 0 0 0
get 3 T 3 14 1 0 1 0 0 0 -3994.361908829 66 0 0 0 0 0 0 -582202555697.090820 165815.210363 -581639430911.482666
safe 4 I 0 0 0 0 0 0 0 0 0 2 9 0 0 0 0 0 0 0 0
safe 4 O 0 0 0 0 0 0 0 0 0 3 9 0 0 0 0 0 0 0 0
safe 4 S 0 0 0 0 0 0 0 0 0 2 9 0 0 0 0 0 0 0 0
safe 4 Z 0 0 0 0 0 0 0 0 0 3 9 0 0 0 0 0 0 0 0
safe 4 L 0 0 0 0 0 0 0 0 0 2 9 0 0 0 0 0 0 0 0
safe 4 J 0 0 0 0 0 0 0 0 0 2 9 0 0 0 0 0 0 0 0
safe 4 T 0 0 0 0 0 0 0 0 0 2 9 0 0 0 0 0 0 0 0
eval 4 I 0 19 0 0 0 0 1 0 -5609.933420865 9 0 0 0 0 0 0 0 0 0
get 4 I 0 19 0 0 0 0 1 0 -5609.933420865 9 0 0 0 0 0 1 -273983584108.671082 0.000000 -273192918838.920502
eval 4 I 1 19 0 0 1 0 1 0 -5641.613591512 9 0 0 0 0 0 0 0 0 0
get 4 I 1 19 0 0 1 0 1 0 -5641.613591512 9 0 0 0 0 0 1 -273983584108.671082 0.000000 -273188453903.049225
eval 4 I 2 19 0 0 2 0 1 0 -5675.119291409 9 0 0 0 0 0 0 0 0 0
get 4 I 2 19 0 0 2 0 1 0 -5675.119291409 9 0 0 0 0 0 1 -273983584108.671082 0.000000 -273183731680.968140
eval 4 I 3 19 0 0 3 0 1 0 -5674.308178222 9 0 0 0 0 0 0 0 0 0
get 4 I 3 19 0 0 3 0 1 0 -5674.308178222 9 0 0 0 0 0 1 -273983584108.671082 0.000000 -273183845997.535583
eval 4 I 4 19 0 0 4 0 1 0 -5681.848038948 9 0 0 0 0 0 0 0 0 0
get 4 I 4 19 0 0 4 0 1 0 -5681.848038948 9 0 0 0 0 0 1 -273983584108.671082 0.000000 -273182783345.601196
eval 4 I 5 19 0 0 0 1 1 0 -5648.342339051 9 0 0 0 0 0 0 0 0 0
get 4 I 5 19 0 0 0 1 1 0 -5648.342339051 9 0 0 0 1 0 1 -273983584108.671082 0.000000 -273187505567.682281
eval 4 O -1 19 0 0 1 1 1 0 -5852.395517343 9 0 0 0 0 0 0 0 0 0
get 4 O -1 19 0 0 1 1 1 0 -5852.395517343 9 0 0 0 1 0 1 0.000000 -13185.034293 824824176.907618
eval 4 O 0 19 0 0 2 1 1 0 -5905.449167291 9 0 0 0 0 0 0 0 0 0
get 4 O 0 19 0 0 2 1 1 0 -5905.449167291 9 0 0 0 1 0 1 0.000000 -13185.034293 832301445.492871
eval 4 O 1 19 0 0 3 1 1 0 -5828.922947891 9 0 0 0 0 0 0 0 0 0
get 4 O 1 19 0 0 3 1 1 0 -5828.922947891 9 0 1 0 1 0 1 -999999999.000000 0.000000 -178470811.073461
eval 4 O 2 19 0 0 4 1 1 0 -5890.369445839 9 0 0 0 0 0 0 0 0 0
get 4 O 2 19 0 0 4 1 1 0 -5890.369445839 9 0 1 0 1 0 1 -999999999.000000 0.000000 -169810672.341617
eval 4 O 3 18 0 0 0 0 1 0 -5478.065085009 9 0 0 0 0 0 0 0 0 0
get 4 O 3 18 0 0 0 0 1 0 -5478.065085009 9 0 0 0 0 0 1 0.000000 0.000000 772080026.962346
eval 4 O 4 18 0 0 1 0 1 0 -5511.570784906 9 0 0 0 0 0 0 0 0 0
get 4 O 4 18 0 0 1 0 1 0 -5511.570784906 9 0 0 0 0 0 1 0.000000 0.000000 776802249.043434
eval 4 S 0 19 0 0 2 0 1 0 -5972.084816566 9 0 0 0 0 0 0 0 0 0
get 4 S 0 19 0 0 2 0 1 0 -5972.084816566 9 0 0 0 0 0 1 0.000000 -13185.034293 841692932.176072
eval 4 S 1 19 0 0 3 0 1 0 -5948.431748974 9 0 0 0 0 0 0 0 0 0
get 4 S 1 19 0 0 3 0 1 0 -5948.431748974 9 0 1 0 0 0 1 -999999999.000000 0.000000 -161627494.828961
eval 4 S 2 19 0 0 4 0 1 0 -5949.688911987 9 0 0 0 0 0 0 0 0 0
get 4 S 2 19 0 0 4 0 1 0 -5949.688911987 9 0 1 0 0 0 1 -999999999.000000 0.000000 -161450312.947736
eval 4 S 3 19 0 0 0 1 1 0 -5940.080775061 9 0 0 0 0 0 0 0 0 0
get 4 S 3 19 0 0 0 1 1 0 -5940.080775061 9 0 1 0 1 0 1 -999999999.000000 0.000000 -162804463.330792
eval 4 S 4 18 0 0 1 1 1 0 -5564.897116328 9 0 0 0 0 0 0 0 0 0
get 4 S 4 18 0 0 1 1 1 0 -5564.897116328 9 0 0 0 1 0 1 0.000000 0.000000 784317948.775674
eval 4 S 5 18 0 0 2 1 1 0 -5519.110645632 9 0 0 0 0 0 0 0 0 0
get 4 S 5 18 0 0 2 1 1 0 -5519.110645632 9 0 0 0 1 0 1 0.000000 0.000000 777864900.977824
eval 4 Z 0 19 0 0 3 1 1 0 -5961.632797324 9 0 0 0 0 0 0 0 0 0
get 4 Z 0 19 0 0 3 1 1 0 -5961.632797324 9 0 0 0 1 0 1 0.000000 -13185.034293 840219846.814231
eval 4 Z 1 19 0 0 4 1 1 0 -5950.500025174 9 0 0 0 0 0 0 0 0 0
get 4 Z 1 19 0 0 4 1 1 0 -5950.500025174 9 0 0 0 1 0 1 0.000000 0.000000 838664002.619704
eval 4 Z 2 19 0 0 0 0 1 0 -5955.160496513 9 0 0 0 0 0 0 0 0 0
get 4 Z 2 19 0 0 0 0 1 0 -5955.160496513 9 0 1 0 0 0 1 -999999999.000000 0.000000 -160679159.462012
eval 4 Z 3 18 0 0 1 0 1 0 -5478.065085009 9 0 0 0 0 0 0 0 0 0
get 4 Z 3 18 0 0 1 0 1 0 -5478.065085009 9 0 0 0 0 0 1 0.000000 0.000000 772080026.962346
eval 4 Z 4 18 0 0 2 0 1 0 -5591.674068686 9 0 0 0 0 0 0 0 0 0
get 4 Z 4 18 0 0 2 0 1 0 -5591.674068686 9 0 0 0 0 0 1 0.000000 0.000000 788091835.489812
eval 4 Z 5 19 0 0 3 0 1 0 -5954.349383326 17 0 0 0 0 0 0 0 0 0
get 4 Z 5 19 0 0 3 0 1 0 -5954.349383326 17 0 1 0 0 0 1 -999999999.000000 102995.450602 -160690480.578849
eval 4 L 0 19 0 0 4 0 1 0 -5813.426663966 9 0 0 0 0 0 0 0 0 0
get 4 L 0 19 0 0 4 0 1 0 -5813.426663966 9 0 0 0 0 0 1 0.000000 -13185.034293 819331989.594497
eval 4 L 1 19 0 0 0 1 1 0 -5811.041706165 9 0 0 0 0 0 0 0 0 0
get 4 L 1 19 0 0 0 1 1 0 -5811.041706165 9 0 1 0 1 0 1 -999999999.000000 0.000000 -180990955.251179
eval 4 L 2 19 0 0 1 1 1 0 -5844.547406062 9 0 0 0 0 0 0 0 0 0
get 4 L 2 19 0 0 1 1 1 0 -5844.547406062 9 0 1 0 1 0 1 -999999999.000000 0.000000 -176268733.170091
eval 4 L 3 19 0 0 2 1 1 0 -5869.582895486 9 0 0 0 0 0 0 0 0 0
get 4 L 3 19 0 0 2 1 1 0 -5869.582895486 9 0 1 0 1 0 1 -999999999.000000 0.000000 -172740284.537999
eval 4 L 4 18 0 0 3 1 1 0 -5431.591134753 9 0 0 0 0 0 0 0 0 0
get 4 L 4 18 0 0 3 1 1 0 -5431.591134753 9 0 0 0 1 0 1 0.000000 0.000000 765530087.257493
eval 4 L 5 19 0 0 4 1 1 0 -5814.606610552 18 0 0 0 0 0 0 0 0 0
get 4 L 5 19 0 0 4 1 1 0 -5814.606610552 18 0 0 0 1 0 1 0.000000 115869.881928 819627343.672951
eval 4 J 0 19 0 0 0 0 1 0 -5875.749272066 9 0 0 0 0 0 0 0 0 0
get 4 J 0 19 0 0 0 0 1 0 -5875.749272066 9 0 0 0 0 0 1 0.000000 -13185.034293 828115605.427788
eval 4 J 1 19 0 0 1 0 1 0 -5862.790970666 9 0 0 0 0 0 0 0 0 0
get 4 J 1 19 0 0 1 0 1 0 -5862.790970666 9 0 0 0 0 0 1 0.000000 0.000000 826302475.023437
eval 4 J 2 19 0 0 2 0 1 0 -5807.877863013 9 0 0 0 0 0 0 0 0 0
get 4 J 2 19 0 0 2 0 1 0 -5807.877863013 9 0 0 0 0 0 1 0.000000 0.000000 818563138.424073
eval 4 J 3 19 0 0 3 0 1 0 -5869.582895486 9 0 0 0 0 0 0 0 0 0
get 4 J 3 19 0 0 3 0 1 0 -5869.582895486 9 0 1 0 0 0 1 -999999999.000000 0.000000 -172740284.537999
eval 4 J 4 18 0 0 4 0 1 0 -5389.708541703 9 0 0 0 0 0 0 0 0 0
get 4 J 4 18 0 0 4 0 1 0 -5389.708541703 9 0 0 0 0 0 1 0.000000 0.000000 759627243.672016
eval 4 J 5 19 0 0 0 1 1 0 -5851.276153601 18 0 0 0 0 0 0 0 0 0
get 4 J 5 19 0 0 0 1 1 0 -5851.276153601 18 0 1 0 1 0 1 -999999999.000000 115869.881928 -175204527.921214
eval 4 T 3 19 0 0 1 1 1 0 -5869.582895486 9 0 0 0 0 0 0 0 0 0
get 4 T 3 19 0 0 1 1 1 0 -5869.582895486 9 0 1 0 1 0 1 -583198215977.398193 0.000000 -582370956262.936157
eval 4 T 2 19 0 0 2 1 1 0 -5844.547406062 9 0 0 0 0 0 0 0 0 0
get 4 T 2 19 0 0 2 1 1 0 -5844.547406062 9 0 1 0 1 0 1 -583198215977.398193 0.000000 -582374484711.568237
eval 4 T 3 19 2 0 3 1 1 0 -5597.982685639 9 0 0 0 0 0 0 0 0 0
get 4 T 3 19 2 0 3 1 1 0 -5597.982685639 9 0 0 0 1 0 1 -582198215978.398193 0.000000 -581409235019.852661
eval 4 T 3 19 3 0 4 1 1 0 -5667.447680185 9 0 0 0 0 0 0 0 0 0
get 4 T 3 19 3 0 4 1 1 0 -5667.447680185 9 0 1 0 1 0 1 -583198215977.398193 0.000000 -582399444770.264648
eval 4 T 3 19 1 0 0 0 1 0 -5752.053474964 18 0 0 0 0 0 0 0 0 0
get 4 T 3 19 1 0 0 0 1 0 -5752.053474964 18 0 1 0 0 0 1 -583198215977.398193 115869.881928 -582387404739.612305
eval 4 T 2 20 2 0 1 0 1 0 -5910.957942627 9 0 0 0 0 0 0 0 0 0
get 4 T 2 20 2 0 1 0 1 0 -5910.957942627 9 0 1 0 0 0 1 -583198215977.398193 0.000000 -582365124951.791626
safe 5 I 0 0 0 0 0 0 0 0 0 14 16 0 0 0 0 0 0 0 0
safe 5 O 0 0 0 0 0 0 0 0 0 15 16 0 0 0 0 0 0 0 0
safe 5 S 0 0 0 0 0 0 0 0 0 14 16 0 0 0 0 0 0 0 0
safe 5 Z 0 0 0 0 0 0 0 0 0 15 16 0 0 0 0 0 0 0 0
safe 5 L 0 0 0 0 0 0 0 0 0 14 16 0 0 0 0 0 0 0 0
safe 5 J 0 0 0 0 0 0 0 0 0 14 16 0 0 0 0 0 0 0 0
safe 5 T 0 0 0 0 0 0 0 0 0 14 16 0 0 0 0 0 0 0 0
eval 5 I 0 7 0 0 0 0 2 0 -2335.725863115 16 0 0 0 0 0 0 0 0 0
get 5 I 0 7 0 0 0 0 2 0 -2335.725863115 16 0 0 0 0 0 2 -273981541836.439087 -145034.836591 -273652469493.045105
eval 5 I 1 7 0 0 1 0 2 0 -2339.057324587 16 0 0 0 0 0 0 0 0 0
get 5 I 1 7 0 0 1 0 2 0 -2339.057324587 16 0 0 0 0 0 2 -273981541836.439087 -145034.836591 -273651999965.701050
eval 5 I 2 7 0 0 2 0 2 0 -2355.093315026 16 0 0 0 0 0 0 0 0 0
get 5 I 2 7 0 0 2 0 2 0 -2355.093315026 16 0 0 0 0 0 2 -273981541836.439087 -145034.836591 -273649739895.739746
eval 5 I 3 7 0 0 3 0 2 0 -2314.047754403 16 0 0 0 0 0 0 0 0 0
get 5 I 3 7 0 0 3 0 2 0 -2314.047754403 16 0 0 0 0 0 2 -273981541836.439087 -145034.836591 -273655524748.191589
eval 5 I 4 7 0 0 4 0 2 0 -2321.587615129 16 0 0 0 0 0 0 0 0 0
get 5 I 4 7 0 0 4 0 2 0 -2321.587615129 16 0 0 0 0 0 2 -273981541836.439087 -145034.836591 -273654462100.218323
eval 5 I 5 7 0 0 0 1 2 0 -2341.773857746 16 0 0 0 0 0 0 0 0 0
get 5 I 5 7 0 0 0 1 2 0 -2341.773857746 16 0 0 0 1 0 2 -273981541836.439087 -145034.836591 -273651617104.722473
eval 5 O -1 6 0 0 1 1 2 0 -2245.786936346 16 0 0 0 0 0 0 0 0 0
get 5 O -1 6 0 0 1 1 2 0 -2245.786936346 16 0 0 0 1 0 2 0.000000 -158219.821735 316383404.608936
eval 5 O 0 6 0 0 2 1 2 0 -2219.239031160 16 0 0 0 0 0 0 0 0 0
get 5 O 0 6 0 0 2 1 2 0 -2219.239031160 16 0 0 0 1 0 2 0.000000 -158219.821735 312641813.263227
eval 5 O 1 7 0 0 3 1 2 0 -2366.696132869 16 0 0 0 0 0 0 0 0 0
get 5 O 1 7 0 0 3 1 2 0 -2366.696132869 16 0 0 0 1 0 2 0.000000 -131849.851446 333450396.057923
eval 5 O 2 7 0 0 4 1 2 0 -2351.616411417 16 0 0 0 0 0 0 0 0 0
get 5 O 2 7 0 0 4 1 2 0 -2351.616411417 16 0 0 0 1 0 2 0.000000 -131849.851446 331325100.111400
eval 5 O 3 6 0 0 0 0 2 0 -2206.699013681 16 0 0 0 0 0 0 0 0 0
get 5 O 3 6 0 0 0 0 2 0 -2206.699013681 16 0 0 0 0 0 2 0.000000 -145034.836591 310887641.443919
