# board t x y r type flags is_check is_last_rotate is_ready is_mini_ready
3 J 6 13 1 0 0 0 0 0 0
3 J 7 15 1 0 0 0 0 0 0
3 T 3 14 0 0 257 1 1 0 0
3 T 2 14 0 0 1 1 0 0 0
3 T 4 14 0 0 1 1 0 0 0
3 T 3 14 2 0 257 1 1 0 0
3 T 3 14 3 0 257 1 1 0 0
3 T 3 14 1 0 257 1 1 0 0
3 T 2 15 2 0 257 1 1 0 0
3 T 2 15 3 0 257 1 1 0 0
3 T 2 15 1 0 257 1 1 0 0
3 T 4 15 2 0 257 1 1 0 0
3 T 4 15 3 0 257 1 1 0 0
3 T 4 15 1 0 257 1 1 0 0
3 T 1 14 0 0 257 1 1 0 0
3 T 1 14 1 0 257 1 1 0 0
3 T 5 14 0 0 1 1 0 0 0
3 T 5 15 3 0 257 1 1 0 0
3 T 5 15 2 0 257 1 1 0 0
3 T 5 15 1 0 257 1 1 0 0
3 T 0 14 0 0 257 1 1 0 0
3 T 1 14 2 0 257 1 1 0 0
3 T 1 14 3 0 257 1 1 0 0
3 T 6 14 0 0 257 1 1 0 0
3 T 6 14 3 0 257 1 1 0 0
3 T 0 15 2 0 257 1 1 0 0
3 T 0 15 3 0 257 1 1 0 0
3 T 0 15 1 0 257 1 1 0 0
3 T -1 14 1 0 65793 1 1 1 0
3 T 7 14 0 0 1 1 0 0 0
3 T 6 14 2 0 257 1 1 0 0
3 T 6 14 1 0 257 1 1 0 0
3 T 7 15 3 0 257 1 1 0 0
3 T 7 15 2 0 257 1 1 0 0
3 T 7 15 1 0 257 1 1 0 0
3 T 8 15 3 0 257 1 1 0 0
4 I 0 19 0 0 0 0 0 0 0
4 I 1 19 0 0 0 0 0 0 0
4 I 2 19 0 0 0 0 0 0 0
4 I 3 19 0 0 0 0 0 0 0
4 I 4 19 0 0 0 0 0 0 0
4 I 5 19 0 0 0 0 0 0 0
4 I 6 19 0 0 0 0 0 0 0
4 I -1 21 3 0 0 0 0 0 0
4 I 0 21 3 0 0 0 0 0 0
4 I 1 20 3 0 0 0 0 0 0
4 I 2 21 3 0 0 0 0 0 0
4 I 3 20 3 0 0 0 0 0 0
4 I 4 20 3 0 0 0 0 0 0
4 I 5 19 3 0 0 0 0 0 0
4 I 6 21 3 0 0 0 0 0 0
4 I 7 21 3 0 0 0 0 0 0
4 I 8 21 3 0 0 0 0 0 0
4 O -1 19 0 0 0 0 0 0 0
4 O 0 19 0 0 0 0 0 0 0
4 O 1 19 0 0 0 0 0 0 0
4 O 2 19 0 0 0 0 0 0 0
4 O 3 18 0 0 0 0 0 0 0
4 O 4 18 0 0 0 0 0 0 0
4 O 5 19 0 0 0 0 0 0 0
4 O 6 19 0 0 0 0 0 0 0
4 O 7 19 0 0 0 0 0 0 0
4 S 0 19 0 0 0 0 0 0 0
4 S 1 19 0 0 0 0 0 0 0
4 S 2 19 0 0 0 0 0 0 0
4 S 3 19 0 0 0 0 0 0 0
4 S 4 18 0 0 0 0 0 0 0
4 S 5 18 0 0 0 0 0 0 0
4 S 6 19 0 0 0 0 0 0 0
4 S 7 19 0 0 0 0 0 0 0
4 S 0 20 3 0 0 0 0 0 0
4 S 1 19 3 0 0 0 0 0 0
4 S 2 20 3 0 0 0 0 0 0
4 S 3 19 3 0 0 0 0 0 0
4 S 4 19 3 0 0 0 0 0 0
4 S 5 18 3 0 0 0 0 0 0
4 S 6 20 3 0 0 0 0 0 0
4 S 7 20 3 0 0 0 0 0 0
4 S 8 20 3 0 0 0 0 0 0
4 Z 0 19 0 0 0 0 0 0 0
4 Z 1 19 0 0 0 0 0 0 0
4 Z 2 19 0 0 0 0 0 0 0
4 Z 3 18 0 0 0 0 0 0 0
4 Z 4 18 0 0 0 0 0 0 0
4 Z 5 19 0 0 0 0 0 0 0
4 Z 6 19 0 0 0 0 0 0 0
4 Z 7 19 0 0 0 0 0 0 0
4 Z 0 20 3 0 0 0 0 0 0
4 Z 1 20 3 0 0 0 0 0 0
4 Z 2 19 3 0 0 0 0 0 0
4 Z 3 20 3 0 0 0 0 0 0
4 Z 4 19 3 0 0 0 0 0 0
4 Z 5 19 3 0 0 0 0 0 0
4 Z 6 19 3 0 0 0 0 0 0
4 Z 7 20 3 0 0 0 0 0 0
4 Z 8 20 3 0 0 0 0 0 0
4 L 0 19 0 0 0 0 0 0 0
4 L 1 19 0 0 0 0 0 0 0
4 L 2 19 0 0 0 0 0 0 0
4 L 3 19 0 0 0 0 0 0 0
4 L 4 18 0 0 0 0 0 0 0
4 L 5 19 0 0 0 0 0 0 0
4 L 6 19 0 0 0 0 0 0 0
4 L 7 19 0 0 0 0 0 0 0
4 L 0 20 3 0 0 0 0 0 0
4 L 1 19 3 0 0 0 0 0 0
4 L 2 20 3 0 0 0 0 0 0
4 L 3 19 3 0 0 0 0 0 0
4 L 4 19 3 0 0 0 0 0 0
4 L 5 18 3 0 0 0 0 0 0
4 L 6 20 3 0 0 0 0 0 0
4 L 7 20 3 0 0 0 0 0 0
4 L 8 20 3 0 0 0 0 0 0
4 L 0 20 2 0 0 0 0 0 0
4 L 1 20 2 0 0 0 0 0 0
4 L 2 19 2 0 0 0 0 0 0
4 L 3 20 2 0 0 0 0 0 0
4 L 4 19 2 0 0 0 0 0 0
4 L 5 19 2 0 0 0 0 0 0
4 L 6 19 2 0 0 0 0 0 0
4 L 7 20 2 0 0 0 0 0 0
4 L -1 20 1 0 0 0 0 0 0
4 L 0 20 1 0 0 0 0 0 0
4 L 1 20 1 0 0 0 0 0 0
4 L 2 20 1 0 0 0 0 0 0
4 L 3 19 1 0 0 0 0 0 0
4 L 4 19 1 0 0 0 0 0 0
4 L 5 20 1 0 0 0 0 0 0
4 L 6 20 1 0 0 0 0 0 0
4 L 7 20 1 0 0 0 0 0 0
4 J 0 19 0 0 0 0 0 0 0
4 J 1 19 0 0 0 0 0 0 0
4 J 2 19 0 0 0 0 0 0 0
4 J 3 19 0 0 0 0 0 0 0
4 J 4 18 0 0 0 0 0 0 0
4 J 5 19 0 0 0 0 0 0 0
4 J 6 19 0 0 0 0 0 0 0
4 J 7 19 0 0 0 0 0 0 0
4 J 0 20 3 0 0 0 0 0 0
4 J 1 20 3 0 0 0 0 0 0
4 J 2 20 3 0 0 0 0 0 0
4 J 3 20 3 0 0 0 0 0 0
4 J 4 19 3 0 0 0 0 0 0
4 J 5 19 3 0 0 0 0 0 0
4 J 6 20 3 0 0 0 0 0 0
4 J 7 20 3 0 0 0 0 0 0
4 J 8 20 3 0 0 0 0 0 0
4 J 0 19 2 0 0 0 0 0 0
4 J 1 20 2 0 0 0 0 0 0
4 J 2 19 2 0 0 0 0 0 0
4 J 3 19 2 0 0 0 0 0 0
4 J 4 18 2 0 0 0 0 0 0
4 J 5 20 2 0 0 0 0 0 0
4 J 6 20 2 0 0 0 0 0 0
4 J 7 20 2 0 0 0 0 0 0
4 J -1 20 1 0 0 0 0 0 0
4 J 0 20 1 0 0 0 0 0 0
4 J 1 19 1 0 0 0 0 0 0
4 J 2 20 1 0 0 0 0 0 0
4 J 3 19 1 0 0 0 0 0 0
4 J 4 19 1 0 0 0 0 0 0
4 J 5 18 1 0 0 0 0 0 0
4 J 6 20 1 0 0 0 0 0 0
4 J 7 20 1 0 0 0 0 0 0
4 T 3 19 0 0 257 1 1 0 0
4 T 2 19 0 0 1 1 0 0 0
4 T 3 19 2 0 257 1 1 0 0
4 T 3 19 3 0 257 1 1 0 0
4 T 3 19 1 0 257 1 1 0 0
4 T 2 20 2 0 257 1 1 0 0
4 T 2 20 3 0 257 1 1 0 0
4 T 2 20 1 0 257 1 1 0 0
4 T 1 19 0 0 257 1 1 0 0
4 T 1 19 1 0 257 1 1 0 0
4 T 4 18 0 0 257 1 1 0 0
4 T 5 19 0 0 257 1 1 0 0
4 T 4 19 2 0 257 1 1 0 0
4 T 4 19 3 0 257 1 1 0 0
4 T 4 19 1 0 257 1 1 0 0
4 T 0 19 0 0 1 1 0 0 0
4 T 1 19 2 0 257 1 1 0 0
4 T 1 19 3 0 257 1 1 0 0
4 T 5 18 3 0 257 1 1 0 0
4 T 6 19 0 0 1 1 0 0 0
4 T 5 19 2 0 257 1 1 0 0
4 T 5 19 1 0 257 1 1 0 0
4 T 0 20 2 0 257 1 1 0 0
4 T 0 20 3 0 257 1 1 0 0
4 T 0 20 1 0 257 1 1 0 0
4 T 6 20 2 0 257 1 1 0 0
4 T 6 20 3 0 257 1 1 0 0
4 T 6 20 1 0 257 1 1 0 0
4 T -1 20 1 0 257 1 1 0 0
4 T 7 19 0 0 1 1 0 0 0
4 T 7 20 3 0 257 1 1 0 0
4 T 7 20 2 0 257 1 1 0 0
4 T 7 20 1 0 257 1 1 0 0
4 T 8 20 3 0 257 1 1 0 0
5 I 0 7 0 0 0 0 0 0 0
5 I 1 7 0 0 0 0 0 0 0
5 I 2 7 0 0 0 0 0 0 0
5 I 3 7 0 0 0 0 0 0 0
5 I 4 7 0 0 0 0 0 0 0
5 I 5 7 0 0 0 0 0 0 0
5 I 6 7 0 0 0 0 0 0 0
5 I -1 6 3 0 0 0 0 0 0
5 I 0 8 3 0 0 0 0 0 0
5 I 1 8 3 0 0 0 0 0 0
5 I 2 9 3 0 0 0 0 0 0
5 I 3 8 3 0 0 0 0 0 0
5 I 4 7 3 0 0 0 0 0 0
5 I 5 9 3 0 0 0 0 0 0
5 I 6 9 3 0 0 0 0 0 0
5 I 7 5 3 0 0 0 0 0 0
5 I 8 8 3 0 0 0 0 0 0
5 O -1 6 0 0 0 0 0 0 0
5 O 0 6 0 0 0 0 0 0 0
5 O 1 7 0 0 0 0 0 0 0
5 O 2 7 0 0 0 0 0 0 0
5 O 3 6 0 0 0 0 0 0 0
5 O 4 7 0 0 0 0 0 0 0
5 O 5 7 0 0 0 0 0 0 0
5 O 6 7 0 0 0 0 0 0 0
5 O 7 6 0 0 0 0 0 0 0
5 S 0 6 0 0 0 0 0 0 0
5 S 1 6 0 0 0 0 0 0 0
5 S 2 7 0 0 0 0 0 0 0
5 S 3 7 0 0 0 0 0 0 0
5 S 4 6 0 0 0 0 0 0 0
5 S 5 7 0 0 0 0 0 0 0
5 S 6 7 0 0 0 0 0 0 0
5 S 7 7 0 0 0 0 0 0 0
5 S 0 7 3 0 0 0 0 0 0
5 S 1 7 3 0 0 0 0 0 0
5 S 2 8 3 0 0 0 0 0 0
5 S 3 7 3 0 0 0 0 0 0
5 S 4 6 3 0 0 0 0 0 0
5 S 5 8 3 0 0 0 0 0 0
5 S 6 8 3 0 0 0 0 0 0
5 S 7 7 3 0 0 0 0 0 0
5 S 8 7 3 0 0 0 0 0 0
5 Z 0 6 0 0 0 0 0 0 0
5 Z 1 7 0 0 0 0 0 0 0
5 Z 2 7 0 0 0 0 0 0 0
5 Z 3 6 0 0 0 0 0 0 0
5 Z 4 7 0 0 0 0 0 0 0
5 Z 5 7 0 0 0 0 0 0 0
5 Z 6 7 0 0 0 0 0 0 0
5 Z 7 6 0 0 0 0 0 0 0
5 Z 0 6 3 0 0 0 0 0 0
5 Z 1 7 3 0 0 0 0 0 0
5 Z 2 7 3 0 0 0 0 0 0
5 Z 3 8 3 0 0 0 0 0 0
5 Z 4 7 3 0 0 0 0 0 0
5 Z 5 7 3 0 0 0 0 0 0
5 Z 6 8 3 0 0 0 0 0 0
5 Z 7 8 3 0 0 0 0 0 0
5 Z 8 6 3 0 0 0 0 0 0
5 L 0 6 0 0 0 0 0 0 0
5 L 1 7 0 0 0 0 0 0 0
5 L 2 7 0 0 0 0 0 0 0
5 L 3 7 0 0 0 0 0 0 0
5 L 4 7 0 0 0 0 0 0 0
5 L 5 7 0 0 0 0 0 0 0
5 L 6 7 0 0 0 0 0 0 0
5 L 7 7 0 0 0 0 0 0 0
5 L 0 7 3 0 0 0 0 0 0
5 L 1 7 3 0 0 0 0 0 0
5 L 2 8 3 0 0 0 0 0 0
5 L 3 7 3 0 0 0 0 0 0
5 L 4 6 3 0 0 0 0 0 0
5 L 5 8 3 0 0 0 0 0 0
5 L 6 8 3 0 0 0 0 0 0
5 L 7 6 3 0 0 0 0 0 0
5 L 8 7 3 0 0 0 0 0 0
5 L 0 6 2 0 0 0 0 0 0
5 L 1 7 2 0 0 0 0 0 0
5 L 2 7 2 0 0 0 0 0 0
5 L 3 8 2 0 0 0 0 0 0
5 L 4 7 2 0 0 0 0 0 0
5 L 5 7 2 0 0 0 0 0 0
5 L 6 8 2 0 0 0 0 0 0
5 L 7 8 2 0 0 0 0 0 0
5 L -1 7 1 0 0 0 0 0 0
5 L 0 7 1 0 0 0 0 0 0
5 L 1 8 1 0 0 0 0 0 0
5 L 2 8 1 0 0 0 0 0 0
5 L 3 7 1 0 0 0 0 0 0
5 L 4 8 1 0 0 0 0 0 0
5 L 5 8 1 0 0 0 0 0 0
5 L 6 8 1 0 0 0 0 0 0
5 L 7 7 1 0 0 0 0 0 0
5 J 0 6 0 0 0 0 0 0 0
5 J 1 7 0 0 0 0 0 0 0
5 J 2 7 0 0 0 0 0 0 0
5 J 3 7 0 0 0 0 0 0 0
5 J 4 7 0 0 0 0 0 0 0
5 J 5 7 0 0 0 0 0 0 0
5 J 6 7 0 0 0 0 0 0 0
5 J 7 7 0 0 0 0 0 0 0
5 J 0 7 3 0 0 0 0 0 0
5 J 1 7 3 0 0 0 0 0 0
5 J 2 8 3 0 0 0 0 0 0
5 J 3 8 3 0 0 0 0 0 0
5 J 4 7 3 0 0 0 0 0 0
5 J 5 8 3 0 0 0 0 0 0
5 J 6 8 3 0 0 0 0 0 0
5 J 7 8 3 0 0 0 0 0 0
5 J 8 7 3 0 0 0 0 0 0
5 J 0 7 2 0 0 0 0 0 0
5 J 1 8 2 0 0 0 0 0 0
5 J 2 7 2 0 0 0 0 0 0
5 J 3 7 2 0 0 0 0 0 0
5 J 4 8 2 0 0 0 0 0 0
5 J 5 8 2 0 0 0 0 0 0
5 J 6 7 2 0 0 0 0 0 0
5 J 7 7 2 0 0 0 0 0 0
5 J -1 5 1 0 0 0 0 0 0
5 J 0 7 1 0 0 0 0 0 0
5 J 1 7 1 0 0 0 0 0 0
5 J 2 8 1 0 0 0 0 0 0
5 J 3 7 1 0 0 0 0 0 0
5 J 4 6 1 0 0 0 0 0 0
5 J 5 8 1 0 0 0 0 0 0
5 J 6 8 1 0 0 0 0 0 0
5 J 7 5 1 0 0 0 0 0 0
5 T 3 7 0 0 257 1 1 0 0
5 T 2 7 0 0 1 1 0 0 0
5 T 4 7 0 0 257 1 1 0 0
5 T 3 7 2 0 257 1 1 0 0
5 T 3 7 3 0 257 1 1 0 0
5 T 3 7 1 0 257 1 1 0 0
5 T 2 8 2 0 257 1 1 0 0
5 T 2 8 3 0 257 1 1 0 0
5 T 2 8 1 0 257 1 1 0 0
5 T 1 7 0 0 257 1 1 0 0
5 T 1 7 1 0 257 1 1 0 0
5 T 5 7 0 0 1 1 0 0 0
5 T 4 7 2 0 257 1 1 0 0
5 T 4 7 1 0 257 1 1 0 0
5 T 5 8 2 0 257 1 1 0 0
5 T 5 8 3 0 257 1 1 0 0
5 T 5 8 1 0 257 1 1 0 0
5 T 1 7 2 0 257 1 1 0 0
5 T 1 7 3 0 257 1 1 0 0
5 T 0 7 1 0 257 1 1 0 0
5 T 6 7 0 0 1 1 0 0 0
5 T 6 8 3 0 257 1 1 0 0
5 T 4 6 3 0 1 1 0 0 0
5 T 6 8 2 0 257 1 1 0 0
5 T 6 8 1 0 257 1 1 0 0
5 T 0 6 0 0 257 1 1 0 0
5 T 0 7 2 0 257 1 1 0 0
5 T 0 7 3 0 257 1 1 0 0
5 T 7 7 0 0 257 1 1 0 0
5 T 7 7 3 0 257 1 1 0 0
5 T -1 6 1 0 65793 1 1 1 0
5 T 7 7 2 0 257 1 1 0 0
5 T 8 7 3 0 1 1 0 0 0
5 T 7 6 1 0 1 1 0 0 0
6 I 0 11 0 0 0 0 0 0 0
6 I 1 11 0 0 0 0 0 0 0
6 I 2 11 0 0 0 0 0 0 0
6 I 3 11 0 0 0 0 0 0 0
6 I 4 11 0 0 0 0 0 0 0
6 I 5 11 0 0 0 0 0 0 0
6 I 6 11 0 0 0 0 0 0 0
6 I -1 13 3 0 0 0 0 0 0
6 I 0 13 3 0 0 0 0 0 0
6 I 1 13 3 0 0 0 0 0 0
6 I 2 13 3 0 0 0 0 0 0
6 I 3 13 3 0 0 0 0 0 0
6 I 4 11 3 0 0 0 0 0 0
6 I 5 13 3 0 0 0 0 0 0
6 I 6 13 3 0 0 0 0 0 0
6 I 7 7 3 0 0 0 0 0 0
6 I 8 13 3 0 0 0 0 0 0
6 O -1 11 0 0 0 0 0 0 0
6 O 0 11 0 0 0 0 0 0 0
6 O 1 11 0 0 0 0 0 0 0
6 O 2 11 0 0 0 0 0 0 0
6 O 3 11 0 0 0 0 0 0 0
6 O 4 11 0 0 0 0 0 0 0
6 O 5 11 0 0 0 0 0 0 0
6 O 6 11 0 0 0 0 0 0 0
6 O 7 11 0 0 0 0 0 0 0
6 S 0 11 0 0 0 0 0 0 0
6 S 1 11 0 0 0 0 0 0 0
6 S 2 11 0 0 0 0 0 0 0
6 S 3 11 0 0 0 0 0 0 0
6 S 4 11 0 0 0 0 0 0 0
6 S 5 11 0 0 0 0 0 0 0
6 S 6 11 0 0 0 0 0 0 0
6 S 7 11 0 0 0 0 0 0 0
6 S 0 12 3 0 0 0 0 0 0
6 S 1 12 3 0 0 0 0 0 0
6 S 2 12 3 0 0 0 0 0 0
6 S 3 12 3 0 0 0 0 0 0
6 S 4 11 3 0 0 0 0 0 0
6 S 5 12 3 0 0 0 0 0 0
6 S 6 12 3 0 0 0 0 0 0
6 S 7 11 3 0 0 0 0 0 0
6 S 8 12 3 0 0 0 0 0 0
6 Z 0 11 0 0 0 0 0 0 0
6 Z 1 11 0 0 0 0 0 0 0
6 Z 2 11 0 0 0 0 0 0 0
6 Z 3 11 0 0 0 0 0 0 0
6 Z 4 11 0 0 0 0 0 0 0
6 Z 5 11 0 0 0 0 0 0 0
6 Z 6 11 0 0 0 0 0 0 0
6 Z 7 11 0 0 0 0 0 0 0
6 Z 0 12 3 0 0 0 0 0 0
6 Z 1 12 3 0 0 0 0 0 0
6 Z 2 12 3 0 0 0 0 0 0
6 Z 3 12 3 0 0 0 0 0 0
6 Z 4 12 3 0 0 0 0 0 0
6 Z 5 11 3 0 0 0 0 0 0
6 Z 6 12 3 0 0 0 0 0 0
6 Z 7 12 3 0 0 0 0 0 0
6 Z 8 11 3 0 0 0 0 0 0
6 L 0 11 0 0 0 0 0 0 0
6 L 1 11 0 0 0 0 0 0 0
6 L 2 11 0 0 0 0 0 0 0
6 L 3 11 0 0 0 0 0 0 0
6 L 4 11 0 0 0 0 0 0 0
6 L 5 11 0 0 0 0 0 0 0
6 L 6 11 0 0 0 0 0 0 0
6 L 7 11 0 0 0 0 0 0 0
6 L 0 12 3 0 0 0 0 0 0
6 L 1 12 3 0 0 0 0 0 0
6 L 2 12 3 0 0 0 0 0 0
6 L 3 12 3 0 0 0 0 0 0
6 L 4 10 3 0 0 0 0 0 0
6 L 5 12 3 0 0 0 0 0 0
6 L 6 12 3 0 0 0 0 0 0
6 L 7 10 3 0 0 0 0 0 0
6 L 8 12 3 0 0 0 0 0 0
6 L 0 12 2 0 0 0 0 0 0
6 L 1 12 2 0 0 0 0 0 0
6 L 2 12 2 0 0 0 0 0 0
6 L 3 12 2 0 0 0 0 0 0
6 L 4 12 2 0 0 0 0 0 0
6 L 5 11 2 0 0 0 0 0 0
6 L 6 12 2 0 0 0 0 0 0
6 L 7 12 2 0 0 0 0 0 0
6 L -1 12 1 0 0 0 0 0 0
6 L 0 12 1 0 0 0 0 0 0
6 L 1 12 1 0 0 0 0 0 0
6 L 2 12 1 0 0 0 0 0 0
6 L 3 12 1 0 0 0 0 0 0
6 L 4 12 1 0 0 0 0 0 0
6 L 5 12 1 0 0 0 0 0 0
6 L 6 12 1 0 0 0 0 0 0
6 L 7 12 1 0 0 0 0 0 0
6 J 0 11 0 0 0 0 0 0 0
6 J 1 11 0 0 0 0 0 0 0
6 J 2 11 0 0 0 0 0 0 0
6 J 3 11 0 0 0 0 0 0 0
6 J 4 11 0 0 0 0 0 0 0
6 J 5 11 0 0 0 0 0 0 0
6 J 6 11 0 0 0 0 0 0 0
6 J 7 11 0 0 0 0 0 0 0
6 J 0 12 3 0 0 0 0 0 0
6 J 1 12 3 0 0 0 0 0 0
6 J 2 12 3 0 0 0 0 0 0
6 J 3 12 3 0 0 0 0 0 0
6 J 4 12 3 0 0 0 0 0 0
6 J 5 12 3 0 0 0 0 0 0
6 J 6 12 3 0 0 0 0 0 0
6 J 7 12 3 0 0 0 0 0 0
6 J 8 12 3 0 0 0 0 0 0
6 J 0 12 2 0 0 0 0 0 0
6 J 1 12 2 0 0 0 0 0 0
6 J 2 12 2 0 0 0 0 0 0
6 J 3 11 2 0 0 0 0 0 0
6 J 4 12 2 0 0 0 0 0 0
6 J 5 12 2 0 0 0 0 0 0
6 J 6 11 2 0 0 0 0 0 0
6 J 7 12 2 0 0 0 0 0 0
6 J -1 12 1 0 0 0 0 0 0
6 J 0 12 1 0 0 0 0 0 0
6 J 1 12 1 0 0 0 0 0 0
6 J 2 12 1 0 0 0 0 0 0
6 J 3 12 1 0 0 0 0 0 0
6 J 4 10 1 0 0 0 0 0 0
6 J 5 12 1 0 0 0 0 0 0
6 J 6 12 1 0 0 0 0 0 0
6 J 7 10 1 0 0 0 0 0 0
6 T 3 11 0 0 1 1 0 0 0
6 T 3 12 2 0 257 1 1 0 0
6 T 3 12 3 0 257 1 1 0 0
6 T 3 12 1 0 257 1 1 0 0
6 T 2 11 0 0 1 1 0 0 0
6 T 4 11 0 0 257 1 1 0 0
6 T 4 11 3 0 257 1 1 0 0
6 T 2 12 1 0 257 1 1 0 0
6 T 2 12 2 0 257 1 1 0 0
6 T 2 12 3 0 257 1 1 0 0
6 T 1 11 0 0 1 1 0 0 0
6 T 1 12 1 0 257 1 1 0 0
6 T 5 11 0 0 1 1 0 0 0
6 T 4 11 2 0 257 1 1 0 0
6 T 4 11 1 0 257 1 1 0 0
6 T 1 12 2 0 257 1 1 0 0
6 T 1 12 3 0 257 1 1 0 0
6 T 5 12 2 0 257 1 1 0 0
6 T 5 12 3 0 257 1 1 0 0
6 T 5 12 1 0 257 1 1 0 0
6 T 0 11 0 0 1 1 0 0 0
6 T 0 12 1 0 257 1 1 0 0
6 T 6 11 0 0 1 1 0 0 0
6 T 6 12 3 0 257 1 1 0 0
6 T 0 12 2 0 257 1 1 0 0
6 T 0 12 3 0 257 1 1 0 0
6 T 6 12 2 0 257 1 1 0 0
6 T 6 12 1 0 257 1 1 0 0
6 T -1 12 1 0 257 1 1 0 0
6 T 7 11 0 0 257 1 1 0 0
6 T 7 11 3 0 257 1 1 0 0
6 T 7 11 2 0 257 1 1 0 0
6 T 7 11 1 0 257 1 1 0 0
6 T 8 12 3 0 1 1 0 0 0
7 I 0 8 0 0 0 0 0 0 0
7 I 1 8 0 0 0 0 0 0 0
7 I 2 8 0 0 0 0 0 0 0
7 I 3 8 0 0 0 0 0 0 0
7 I 4 7 0 0 0 0 0 0 0
7 I 5 7 0 0 0 0 0 0 0
7 I 6 7 0 0 0 0 0 0 0
7 I -1 7 3 0 0 0 0 0 0
7 I 0 9 3 0 0 0 0 0 0
7 I 1 10 3 0 0 0 0 0 0
7 I 2 10 3 0 0 0 0 0 0
7 I 3 6 3 0 0 0 0 0 0
7 I 4 9 3 0 0 0 0 0 0
7 I 5 8 3 0 0 0 0 0 0
7 I 6 9 3 0 0 0 0 0 0
7 I 7 9 3 0 0 0 0 0 0
7 I 8 4 3 0 0 0 0 0 0
7 O -1 7 0 0 0 0 0 0 0
7 O 0 8 0 0 0 0 0 0 0
7 O 1 8 0 0 0 0 0 0 0
7 O 2 8 0 0 0 0 0 0 0
7 O 3 7 0 0 0 0 0 0 0
7 O 4 7 0 0 0 0 0 0 0
7 O 5 7 0 0 0 0 0 0 0
7 O 6 7 0 0 0 0 0 0 0
7 O 7 7 0 0 0 0 0 0 0
7 S 0 7 0 0 0 0 0 0 0
7 S 1 8 0 0 0 0 0 0 0
7 S 2 8 0 0 0 0 0 0 0
7 S 3 8 0 0 0 0 0 0 0
7 S 4 7 0 0 0 0 0 0 0
7 S 5 7 0 0 0 0 0 0 0
7 S 6 7 0 0 0 0 0 0 0
7 S 7 7 0 0 0 0 0 0 0
7 S 0 8 3 0 0 0 0 0 0
7 S 1 9 3 0 0 0 0 0 0
7 S 2 9 3 0 0 0 0 0 0
7 S 3 8 3 0 0 0 0 0 0
7 S 4 8 3 0 0 0 0 0 0
7 S 5 7 3 0 0 0 0 0 0
7 S 6 8 3 0 0 0 0 0 0
7 S 7 8 3 0 0 0 0 0 0
7 S 8 7 3 0 0 0 0 0 0
7 Z 0 8 0 0 0 0 0 0 0
7 Z 1 8 0 0 0 0 0 0 0
7 Z 2 8 0 0 0 0 0 0 0
7 Z 3 7 0 0 0 0 0 0 0
7 Z 4 7 0 0 0 0 0 0 0
7 Z 5 7 0 0 0 0 0 0 0
7 Z 6 7 0 0 0 0 0 0 0
7 Z 7 7 0 0 0 0 0 0 0
7 Z 0 7 3 0 0 0 0 0 0
7 Z 1 8 3 0 0 0 0 0 0
7 Z 2 9 3 0 0 0 0 0 0
7 Z 3 9 3 0 0 0 0 0 0
7 Z 4 7 3 0 0 0 0 0 0
7 Z 5 8 3 0 0 0 0 0 0
7 Z 6 7 3 0 0 0 0 0 0
7 Z 7 8 3 0 0 0 0 0 0
7 Z 8 8 3 0 0 0 0 0 0
7 L 0 8 0 0 0 0 0 0 0
7 L 1 8 0 0 0 0 0 0 0
7 L 2 8 0 0 0 0 0 0 0
7 L 3 8 0 0 0 0 0 0 0
7 L 4 7 0 0 0 0 0 0 0
7 L 5 7 0 0 0 0 0 0 0
7 L 6 7 0 0 0 0 0 0 0
7 L 7 7 0 0 0 0 0 0 0
7 L 0 8 3 0 0 0 0 0 0
7 L 1 9 3 0 0 0 0 0 0
7 L 2 9 3 0 0 0 0 0 0
7 L 3 7 3 0 0 0 0 0 0
7 L 4 8 3 0 0 0 0 0 0
7 L 5 7 3 0 0 0 0 0 0
7 L 6 8 3 0 0 0 0 0 0
7 L 7 8 3 0 0 0 0 0 0
7 L 8 6 3 0 0 0 0 0 0
7 L 0 8 2 0 0 0 0 0 0
7 L 1 8 2 0 0 0 0 0 0
7 L 2 9 2 0 0 0 0 0 0
7 L 3 9 2 0 0 0 0 0 0
7 L 4 7 2 0 0 0 0 0 0
7 L 5 8 2 0 0 0 0 0 0
7 L 6 7 2 0 0 0 0 0 0
7 L 7 8 2 0 0 0 0 0 0
7 L -1 8 1 0 0 0 0 0 0
7 L 0 9 1 0 0 0 0 0 0
7 L 1 9 1 0 0 0 0 0 0
7 L 2 9 1 0 0 0 0 0 0
7 L 3 8 1 0 0 0 0 0 0
7 L 4 8 1 0 0 0 0 0 0
7 L 5 8 1 0 0 0 0 0 0
7 L 6 8 1 0 0 0 0 0 0
7 L 7 8 1 0 0 0 0 0 0
7 J 0 8 0 0 0 0 0 0 0
7 J 1 8 0 0 0 0 0 0 0
7 J 2 8 0 0 0 0 0 0 0
7 J 3 8 0 0 0 0 0 0 0
7 J 4 7 0 0 0 0 0 0 0
7 J 5 7 0 0 0 0 0 0 0
7 J 6 7 0 0 0 0 0 0 0
7 J 7 7 0 0 0 0 0 0 0
7 J 0 8 3 0 0 0 0 0 0
7 J 1 9 3 0 0 0 0 0 0
7 J 2 9 3 0 0 0 0 0 0
7 J 3 9 3 0 0 0 0 0 0
7 J 4 8 3 0 0 0 0 0 0
7 J 5 8 3 0 0 0 0 0 0
7 J 6 8 3 0 0 0 0 0 0
