pair,seed,scenario_seed_p1,scenario_seed_p2,engine1,engine2,winner,dead1,dead2,capped,winner_reason,rounds,attack1,attack2,pieces1,pieces2,lines1,lines2,tspin_mini1,tspin_mini2,tspin_single1,tspin_single2,tspin_double1,tspin_double2,tspin_triple1,tspin_triple2,perfect_clear1,perfect_clear2,replay_failures
265,999,3465478725541880334,2234342700066413727,legacy,value,1,0,1,0,1,342,372,361,342,341,254,251,1,5,29,22,10,14,0,0,0,0,0
265,999,3465478725541880334,2234342700066413727,value,legacy,-1,1,0,0,2,116,105,127,115,116,75,77,1,2,8,8,6,5,0,0,0,0,0
266,999,10818829470545727163,1477892934333373606,legacy,value,-1,1,0,0,2,202,192,218,201,202,145,141,4,0,12,10,9,13,0,0,0,0,0
266,999,10818829470545727163,1477892934333373606,value,legacy,1,0,1,0,1,61,67,50,61,60,39,34,1,0,2,3,5,5,0,0,0,0,0
267,999,366406853339091409,2842443930049448999,legacy,value,-1,1,0,0,2,119,100,122,118,119,68,68,0,0,8,9,5,8,0,0,0,0,0
267,999,366406853339091409,2842443930049448999,value,legacy,-1,1,0,0,2,176,164,180,175,176,118,121,1,1,13,12,8,8,0,0,0,0,0
268,999,1485586851736151832,552377913506024272,legacy,value,1,0,1,0,1,160,150,151,160,159,114,98,3,1,9,12,7,8,0,0,0,0,0
268,999,1485586851736151832,552377913506024272,value,legacy,-1,1,0,0,2,404,435,425,403,404,276,299,4,4,21,18,27,24,0,0,0,0,0
269,999,10518506389558098906,8089551692647962004,legacy,value,1,0,1,0,1,278,286,269,278,277,187,183,2,3,15,14,14,19,0,0,0,0,0
269,999,10518506389558098906,8089551692647962004,value,legacy,-1,1,0,0,2,562,586,585,561,562,378,406,4,6,35,31,30,28,0,0,0,0,0
270,999,5410973484874517069,2680803242316379742,legacy,value,-1,1,0,0,2,188,188,224,187,188,143,133,3,2,10,10,9,12,0,0,0,0,0
270,999,5410973484874517069,2680803242316379742,value,legacy,1,0,1,0,1,171,193,181,171,170,126,119,1,0,11,10,5,9,0,0,1,0,0
271,999,14946300572410603029,2099635819898122861,legacy,value,1,0,1,0,1,82,92,70,82,81,52,49,3,1,3,6,4,4,0,0,0,0,0
271,999,14946300572410603029,2099635819898122861,value,legacy,-1,1,0,0,2,313,322,306,312,313,201,230,2,2,18,18,23,12,0,0,1,0,0
272,999,1191490285229085474,17509083816106104494,legacy,value,1,0,1,0,1,187,195,197,187,186,147,124,2,1,9,8,9,12,0,0,0,0,0
272,999,1191490285229085474,17509083816106104494,value,legacy,-1,1,0,0,2,112,108,121,111,112,73,81,0,0,8,7,7,5,0,0,0,0,0
273,999,8959734496345013833,6784244425522001997,legacy,value,1,0,1,0,1,79,87,72,79,78,51,45,1,0,4,7,5,4,0,0,0,0,0
273,999,8959734496345013833,6784244425522001997,value,legacy,1,0,1,0,1,222,264,221,222,221,158,178,2,1,15,12,13,14,0,0,1,0,0
274,999,10105762461434305955,2886046486625050394,legacy,value,1,0,1,0,1,25,33,16,25,24,18,9,0,0,1,3,0,0,0,0,0,1,0
274,999,10105762461434305955,2886046486625050394,value,legacy,1,0,1,0,1,452,481,440,452,451,301,318,1,9,27,26,30,21,0,0,1,0,0
275,999,16747979366434626141,1278020451988318133,legacy,value,1,0,1,0,1,579,576,585,579,578,409,392,3,5,40,35,26,37,0,0,1,1,0
275,999,16747979366434626141,1278020451988318133,value,legacy,1,0,1,0,1,358,385,363,358,357,265,263,1,5,27,17,16,16,0,0,0,0,0
276,999,6690140126388919826,2482319728323049332,legacy,value,-1,1,0,0,2,135,127,150,134,135,91,93,1,3,5,6,7,7,0,0,0,0,0
276,999,6690140126388919826,2482319728323049332,value,legacy,1,0,1,0,1,122,133,123,122,121,92,82,1,1,2,8,8,9,0,0,0,0,0
277,999,11142012261694270623,1192968942781238735,legacy,value,-1,1,0,0,2,215,211,236,214,215,152,151,1,0,16,11,9,13,1,0,0,1,0
277,999,11142012261694270623,1192968942781238735,value,legacy,-1,1,0,0,2,150,155,162,149,150,94,106,2,3,7,8,9,4,0,0,1,0,0
278,999,8008375060934029278,13117257376712107610,legacy,value,1,0,1,0,1,156,170,152,156,155,103,102,1,2,10,7,9,10,0,0,0,0,0
278,999,8008375060934029278,13117257376712107610,value,legacy,-1,1,0,0,2,105,95,108,104,105,61,70,0,1,7,5,6,6,0,0,0,1,0
279,999,14353760725034563372,18058243982631413846,legacy,value,1,0,1,0,1,188,210,213,188,187,149,126,1,0,10,10,12,9,0,0,0,0,0
279,999,14353760725034563372,18058243982631413846,value,legacy,-1,1,0,0,2,370,416,422,369,370,280,288,6,10,27,18,14,18,0,0,1,0,0
280,999,11199117453156760442,1276889362120026736,legacy,value,-1,1,0,0,2,501,542,572,500,501,378,365,4,2,31,22,30,36,0,0,0,0,0
280,999,11199117453156760442,1276889362120026736,value,legacy,1,0,1,0,1,205,236,183,205,204,131,151,2,1,14,12,10,8,0,0,0,0,0
281,999,17741157171111144030,464679155434509866,legacy,value,1,0,1,0,1,902,932,966,902,901,681,629,13,5,56,57,46,55,0,0,0,1,0
281,999,17741157171111144030,464679155434509866,value,legacy,-1,1,0,0,2,756,817,787,755,756,537,578,9,11,49,41,37,37,0,0,3,0,0
282,999,6578368394398446534,11662315047115459245,legacy,value,1,0,1,0,1,110,135,128,110,109,83,69,2,2,4,6,4,5,0,0,0,0,0
282,999,6578368394398446534,11662315047115459245,value,legacy,1,0,1,0,1,337,367,349,337,336,245,243,6,3,21,17,17,18,0,0,0,1,0
283,999,5716620537870978812,5942954159046423917,legacy,value,1,0,1,0,1,597,641,618,597,596,435,433,10,5,33,33,30,35,0,0,0,2,0
283,999,5716620537870978812,5942954159046423917,value,legacy,1,0,1,0,1,267,300,251,267,266,179,205,4,5,13,14,12,9,0,0,0,0,0
284,999,3679588323193466783,8099770871364824161,legacy,value,1,0,1,0,1,300,312,323,300,299,231,206,5,4,15,15,15,17,0,0,0,0,0
284,999,3679588323193466783,8099770871364824161,value,legacy,-1,1,0,0,2,63,60,66,62,63,30,41,0,1,3,3,6,4,0,0,1,0,0
285,999,16048320092866229780,7224317762327171369,legacy,value,1,0,1,0,1,174,195,179,174,173,130,121,2,0,10,10,7,13,0,0,0,0,0
285,999,16048320092866229780,7224317762327171369,value,legacy,1,0,1,0,1,343,357,349,343,342,252,238,3,4,22,18,14,18,0,0,0,0,0
286,999,15636932044973363012,15489416400260809293,legacy,value,1,0,1,0,1,156,153,158,156,155,119,98,2,1,10,12,5,6,0,0,0,2,0
286,999,15636932044973363012,15489416400260809293,value,legacy,-1,1,0,0,2,195,213,205,194,195,127,150,0,1,17,7,9,10,0,0,2,0,0
287,999,2776784043600568662,13975324931088116660,legacy,value,1,0,1,0,1,634,671,664,634,633,469,459,3,2,34,38,41,33,0,1,0,1,0
287,999,2776784043600568662,13975324931088116660,value,legacy,1,0,1,0,1,73,74,61,73,72,45,38,1,0,3,5,5,3,0,0,0,0,0
288,999,15270039446454178665,2398645347284206982,legacy,value,1,0,1,0,1,99,105,94,99,98,63,55,0,1,6,4,6,9,0,0,0,0,0
288,999,15270039446454178665,2398645347284206982,value,legacy,1,0,1,0,1,250,263,231,250,249,157,170,0,4,16,15,18,12,0,0,0,0,0
289,999,14639445505440903772,13793213238023019828,legacy,value,1,0,1,0,1,358,393,387,358,357,275,259,2,6,25,14,13,25,0,0,0,1,0
289,999,14639445505440903772,13793213238023019828,value,legacy,1,0,1,0,1,139,140,123,139,138,93,92,3,3,9,9,6,6,0,0,1,1,0
290,999,7958051129715314606,5551967465942325156,legacy,value,1,0,1,0,1,190,213,192,190,189,133,138,2,3,12,10,10,9,0,0,0,0,0
290,999,7958051129715314606,5551967465942325156,value,legacy,1,0,1,0,1,124,125,105,124,123,71,77,0,3,7,6,9,6,0,0,1,0,0
291,999,2260800845622998001,12092758576931934551,legacy,value,1,0,1,0,1,585,620,642,585,584,443,411,6,6,32,33,28,39,0,0,1,0,0
291,999,2260800845622998001,12092758576931934551,value,legacy,-1,1,0,0,2,86,80,94,85,86,56,61,3,0,6,6,3,6,0,0,0,0,0
292,999,4697006428164503505,8390173788386359589,legacy,value,1,0,1,0,1,105,113,99,105,104,76,69,2,0,5,8,7,5,0,0,0,1,0
292,999,4697006428164503505,8390173788386359589,value,legacy,-1,1,0,0,2,73,61,75,72,73,43,42,1,0,5,7,4,4,0,0,0,2,0
293,999,12459255510880613543,4718028755048160545,legacy,value,1,0,1,0,1,364,389,388,364,363,280,263,2,1,21,22,22,25,0,0,0,0,0
293,999,12459255510880613543,4718028755048160545,value,legacy,1,0,1,0,1,98,99,90,98,97,66,62,0,2,5,7,6,4,0,0,0,0,0
294,999,14823734540940309741,2189474366776441402,legacy,value,-1,1,0,0,2,154,138,161,153,154,100,99,2,1,8,7,7,12,0,0,0,0,0
294,999,14823734540940309741,2189474366776441402,value,legacy,-1,1,0,0,2,320,330,336,319,320,218,234,4,5,19,14,21,22,0,0,0,0,0
295,999,13532094942975389229,16407664843467591446,legacy,value,-1,1,0,0,2,242,236,273,241,242,172,162,3,3,13,12,12,17,0,0,0,0,0
295,999,13532094942975389229,16407664843467591446,value,legacy,1,0,1,0,1,71,83,64,71,70,46,45,0,1,6,3,2,3,0,0,0,0,0
296,999,5461672954152818209,7603151879793765277,legacy,value,-1,1,0,0,2,200,198,226,199,200,154,144,2,2,12,11,9,14,0,0,0,0,0
296,999,5461672954152818209,7603151879793765277,value,legacy,-1,1,0,0,2,186,186,186,185,186,124,138,1,1,15,10,7,11,0,0,0,0,0
297,999,14928185274277775170,17099392465299336870,legacy,value,1,0,1,0,1,255,282,269,255,254,184,179,3,2,15,18,10,14,0,0,1,0,0
297,999,14928185274277775170,17099392465299336870,value,legacy,-1,1,0,0,2,267,285,281,266,267,182,202,1,1,18,11,15,17,0,0,0,1,0
298,999,13016720937769830765,2116861378944319601,legacy,value,1,0,1,0,1,708,776,758,708,707,505,500,5,9,43,41,36,37,0,0,0,1,0
298,999,13016720937769830765,2116861378944319601,value,legacy,1,0,1,0,1,30,27,14,30,29,17,10,2,0,1,3,1,1,0,0,0,0,0
299,999,17694304655503454241,15154843274750382718,legacy,value,1,0,1,0,1,932,1018,1043,932,931,707,666,8,8,50,62,42,48,0,0,0,0,0
299,999,17694304655503454241,15154843274750382718,value,legacy,1,0,1,0,1,155,159,130,155,154,95,101,2,0,8,8,12,8,0,0,1,0,0
300,999,1159379487334430202,15320816594801612110,legacy,value,1,0,1,0,1,163,189,185,163,162,123,112,1,2,7,7,10,11,0,0,0,0,0
300,999,1159379487334430202,15320816594801612110,value,legacy,-1,1,0,0,2,132,117,133,131,132,84,90,1,2,9,9,5,6,0,0,0,0,0
301,999,14111689925668586106,6991473138384673428,legacy,value,1,0,1,0,1,215,217,212,215,214,148,140,1,2,11,10,13,15,0,0,1,0,0
301,999,14111689925668586106,6991473138384673428,value,legacy,1,0,1,0,1,52,53,39,52,51,29,26,1,0,2,5,3,1,0,0,0,1,0
302,999,5148733361727554331,12690972921462762491,legacy,value,1,0,1,0,1,268,310,290,268,267,213,202,1,1,18,17,12,14,0,0,0,0,0
302,999,5148733361727554331,12690972921462762491,value,legacy,-1,1,0,0,2,171,174,183,170,171,114,123,5,2,2,6,14,11,0,0,0,0,0
303,999,4668298310876084417,11623597415877908069,legacy,value,1,0,1,0,1,869,941,932,869,868,648,638,14,6,44,47,47,56,0,0,0,0,0
303,999,4668298310876084417,11623597415877908069,value,legacy,-1,1,0,0,2,66,59,70,65,66,38,50,1,0,2,1,5,4,0,0,0,0,0
304,999,15898177699006349106,10608190297453204685,legacy,value,-1,1,0,0,2,59,52,65,58,59,30,39,0,0,3,3,4,5,0,0,0,0,0
304,999,15898177699006349106,10608190297453204685,value,legacy,-1,1,0,0,2,205,217,233,204,205,138,156,1,2,15,11,12,10,0,0,2,0,0
305,999,16782956107781826887,2710827041602022031,legacy,value,1,0,1,0,1,169,167,145,169,168,110,115,2,0,5,6,16,9,0,0,0,0,0
305,999,16782956107781826887,2710827041602022031,value,legacy,1,0,1,0,1,90,102,86,90,89,63,63,1,0,6,4,5,6,0,0,0,0,0
306,999,5604217819945690907,7585526698553805516,legacy,value,1,0,1,0,1,190,213,201,190,189,137,129,4,1,8,12,9,9,0,0,0,0,0
306,999,5604217819945690907,7585526698553805516,value,legacy,1,0,1,0,1,116,126,104,116,115,74,74,3,0,5,8,7,8,0,0,0,0,0
307,999,4308287230723387667,772567273711460772,legacy,value,1,0,1,0,1,20,21,8,20,19,10,6,0,0,2,1,1,1,0,0,1,0,0
307,999,4308287230723387667,772567273711460772,value,legacy,-1,1,0,0,2,131,153,162,130,131,84,104,1,2,10,6,5,7,0,0,1,0,0
308,999,18104931137375391365,10864416544732119686,legacy,value,1,0,1,0,1,43,47,38,43,42,26,23,0,0,3,2,3,4,0,0,0,0,0
308,999,18104931137375391365,10864416544732119686,value,legacy,1,0,1,0,1,88,106,83,88,87,65,52,0,0,3,5,4,5,0,0,0,0,0
309,999,2594646515525719139,16222697042534959499,legacy,value,-1,1,0,0,2,579,579,604,578,579,418,411,4,5,38,39,26,27,0,0,0,0,0
309,999,2594646515525719139,16222697042534959499,value,legacy,-1,1,0,0,2,106,101,120,105,106,70,68,0,1,5,4,6,8,0,0,0,0,0
310,999,6323900970500268908,14996131437898679530,legacy,value,1,0,1,0,1,148,158,158,148,147,111,97,2,2,8,9,9,7,0,0,0,0,0
310,999,6323900970500268908,14996131437898679530,value,legacy,-1,1,0,0,2,644,709,677,643,644,451,488,4,4,47,46,36,28,0,0,0,0,0
311,999,119594344235487328,12733629120401627531,legacy,value,-1,1,0,0,2,151,146,167,150,151,100,106,0,0,8,9,9,8,0,0,0,0,0
311,999,119594344235487328,12733629120401627531,value,legacy,-1,1,0,0,2,92,94,116,91,92,62,71,2,3,4,5,6,3,0,0,0,0,0
312,999,13574154641410951389,1391969089038373682,legacy,value,1,0,1,0,1,1098,1138,1152,1098,1097,804,779,14,9,70,66,48,61,0,0,1,0,0
312,999,13574154641410951389,1391969089038373682,value,legacy,-1,1,0,0,2,49,29,41,48,49,22,24,3,1,2,4,2,2,0,0,0,0,0
313,999,15772243060044473538,13867183638400524519,legacy,value,1,0,1,0,1,41,47,36,41,40,25,14,0,0,4,3,1,3,0,0,0,2,0
313,999,15772243060044473538,13867183638400524519,value,legacy,-1,1,0,0,2,244,244,247,243,244,155,175,0,2,12,12,15,15,0,0,0,0,0
314,999,1599890917714162085,3167623052462924322,legacy,value,-1,1,0,0,2,206,209,227,205,206,153,155,1,6,15,11,4,10,0,0,0,0,0
314,999,1599890917714162085,3167623052462924322,value,legacy,-1,1,0,0,2,65,54,69,64,65,33,39,0,0,6,4,3,5,0,0,0,0,0
315,999,1473780095030274901,2238877299902434807,legacy,value,1,0,1,0,1,232,226,240,232,231,177,146,5,2,16,12,6,13,0,0,0,0,0
315,999,1473780095030274901,2238877299902434807,value,legacy,1,0,1,0,1,31,36,25,31,30,18,14,0,0,2,2,1,2,0,0,0,0,0
316,999,16904088977219189186,6659279354422154901,legacy,value,-1,1,0,0,2,860,899,920,859,860,636,642,15,10,45,50,40,48,0,0,1,0,0
316,999,16904088977219189186,6659279354422154901,value,legacy,1,0,1,0,1,425,451,413,425,424,293,304,3,1,19,27,27,21,0,0,0,0,0
317,999,1734829399162354088,6035797492959187631,legacy,value,1,0,1,0,1,248,240,248,248,247,183,158,4,1,18,18,9,13,0,0,0,0,0
317,999,1734829399162354088,6035797492959187631,value,legacy,-1,1,0,0,2,733,791,762,732,733,517,560,8,8,44,43,40,40,0,1,0,0,0
318,999,816368328199292211,8394653690821221977,legacy,value,1,0,1,0,1,240,270,269,240,239,180,162,0,1,17,16,13,13,0,0,0,0,0
318,999,816368328199292211,8394653690821221977,value,legacy,-1,1,0,0,2,193,193,196,192,193,129,143,1,4,12,10,10,8,0,0,0,0,0
319,999,13567640872150418002,4812989193189854314,legacy,value,1,0,1,0,1,129,138,134,129,128,96,80,1,0,5,6,10,10,0,0,0,0,0
319,999,13567640872150418002,4812989193189854314,value,legacy,1,0,1,0,1,452,475,449,452,451,312,318,5,7,32,24,23,28,0,0,0,0,0
320,999,10048888628178784241,8796924264795792884,legacy,value,1,0,1,0,1,145,154,145,145,144,100,92,1,2,9,6,8,11,0,0,0,0,0
320,999,10048888628178784241,8796924264795792884,value,legacy,1,0,1,0,1,204,225,200,204,203,137,143,1,2,12,13,13,11,0,0,0,0,0
321,999,2849024102529339623,10090433175098158406,legacy,value,1,0,1,0,1,58,50,46,58,57,36,25,0,0,4,4,3,4,0,0,0,0,0
321,999,2849024102529339623,10090433175098158406,value,legacy,-1,1,0,0,2,450,472,466,449,450,308,339,4,7,22,27,35,23,0,0,0,0,0
322,999,14004961040747029799,658984525647074512,legacy,value,1,0,1,0,1,194,197,188,194,193,129,119,3,0,10,12,13,13,0,0,0,1,0
322,999,14004961040747029799,658984525647074512,value,legacy,1,0,1,0,1,57,57,41,57,56,35,30,0,1,2,4,4,1,0,0,0,0,0
323,999,751877613264511603,17046229667181195624,legacy,value,1,0,1,0,1,32,33,20,32,31,19,11,1,0,1,2,2,2,0,0,0,0,0
323,999,751877613264511603,17046229667181195624,value,legacy,1,0,1,0,1,222,248,220,222,221,147,154,2,1,13,13,14,13,0,0,0,0,0
324,999,5480341233063196803,12633224266550976786,legacy,value,1,0,1,0,1,263,272,269,263,262,195,180,2,1,16,17,16,17,0,0,2,0,0
324,999,5480341233063196803,12633224266550976786,value,legacy,1,0,1,0,1,317,350,317,317,316,233,238,2,1,24,21,14,12,0,0,0,0,0
325,999,2083317361047516020,11168444603154607955,legacy,value,-1,1,0,0,2,152,166,189,151,152,105,109,2,1,7,13,9,3,0,0,0,1,0
325,999,2083317361047516020,11168444603154607955,value,legacy,-1,1,0,0,2,122,122,128,121,122,80,94,1,1,4,4,9,8,0,0,0,0,0
326,999,17625258565320419745,10147294876253749845,legacy,value,1,0,1,0,1,135,140,128,135,134,92,85,3,1,7,11,6,6,0,0,0,0,0
326,999,17625258565320419745,10147294876253749845,value,legacy,-1,1,0,0,2,149,158,168,148,149,105,111,1,0,10,8,5,9,0,0,0,0,0
327,999,7328770421033704347,8919001777577189087,legacy,value,-1,1,0,0,2,30,21,37,29,30,15,19,0,0,2,2,2,1,0,0,0,0,0
327,999,7328770421033704347,8919001777577189087,value,legacy,1,0,1,0,1,110,123,101,110,109,73,70,0,0,7,8,6,3,0,0,0,0,0
328,999,2132483647047968735,11059380761291372310,legacy,value,1,0,1,0,1,517,536,548,517,516,381,352,4,7,25,33,33,27,0,0,1,0,0
328,999,2132483647047968735,11059380761291372310,value,legacy,1,0,1,0,1,478,574,506,478,477,335,370,7,4,25,23,30,29,0,0,0,0,0
329,999,15258138262806683140,3048483412547342524,legacy,value,1,0,1,0,1,238,221,224,238,237,167,146,6,0,16,16,8,15,0,0,0,0,0
329,999,15258138262806683140,3048483412547342524,value,legacy,1,0,1,0,1,199,213,191,199,198,136,141,1,5,17,9,9,10,0,0,0,0,0
330,999,16404336124575427075,14316895311192183244,legacy,value,1,0,1,0,1,477,536,521,477,476,350,345,3,7,34,28,20,25,0,0,2,0,0
330,999,16404336124575427075,14316895311192183244,value,legacy,1,0,1,0,1,648,759,717,648,647,478,497,6,4,40,44,33,28,0,0,3,0,0
331,999,6337026582159632016,15971244511629011208,legacy,value,1,0,1,0,1,437,442,442,437,436,311,286,3,3,34,22,21,27,0,0,1,0,0
331,999,6337026582159632016,15971244511629011208,value,legacy,-1,1,0,0,2,480,534,506,479,480,339,376,3,5,35,25,24,27,0,0,0,0,0
332,999,8532169050980120770,16286977396568208895,legacy,value,1,0,1,0,1,284,307,306,284,283,220,202,3,2,14,16,14,18,0,0,0,0,0
332,999,8532169050980120770,16286977396568208895,value,legacy,1,0,1,0,1,110,108,100,110,109,70,67,0,0,7,10,6,3,0,0,0,0,0
333,999,11985139053366219280,8176179752510551099,legacy,value,-1,1,0,0,2,208,191,213,207,208,140,141,3,4,11,12,11,12,0,0,0,1,0
333,999,11985139053366219280,8176179752510551099,value,legacy,1,0,1,0,1,250,289,248,250,249,175,187,2,2,8,18,20,7,0,0,1,1,0
334,999,3406281012896568034,8454725365676750320,legacy,value,1,0,1,0,1,364,399,393,364,363,274,269,4,3,25,17,21,23,0,0,0,0,0
334,999,3406281012896568034,8454725365676750320,value,legacy,-1,1,0,0,2,33,22,32,32,33,13,17,0,0,2,1,2,3,0,0,0,0,0
335,999,6336677918677369079,7005927364507687946,legacy,value,1,0,1,0,1,200,205,205,200,199,151,133,5,2,12,11,8,13,0,0,0,0,0
335,999,6336677918677369079,7005927364507687946,value,legacy,-1,1,0,0,2,99,97,110,98,99,71,73,2,1,6,7,2,5,0,0,0,0,0
336,999,9139985284782043053,4273704261397270256,legacy,value,-1,1,0,0,2,28,13,28,27,28,9,17,0,0,3,3,0,2,0,0,0,0,0
336,999,9139985284782043053,4273704261397270256,value,legacy,-1,1,0,0,2,39,31,40,38,39,18,22,0,0,1,2,4,2,0,0,0,1,0
337,999,10958084650200576932,11715833053321282062,legacy,value,1,0,1,0,1,300,322,321,300,299,212,201,3,3,21,19,13,15,0,0,0,0,0
337,999,10958084650200576932,11715833053321282062,value,legacy,-1,1,0,0,2,35,20,34,34,35,12,18,0,0,3,2,1,2,0,0,0,0,0
338,999,6223137297183711877,5221784556401552522,legacy,value,1,0,1,0,1,158,163,158,158,157,108,98,2,2,13,11,6,8,0,0,0,0,0
338,999,6223137297183711877,5221784556401552522,value,legacy,1,0,1,0,1,665,738,678,665,664,462,492,7,10,42,36,35,35,0,0,0,0,0
339,999,10652941369349633598,17728864318769960337,legacy,value,1,0,1,0,1,74,90,77,74,73,51,45,1,0,5,6,3,4,0,0,1,0,0
339,999,10652941369349633598,17728864318769960337,value,legacy,-1,1,0,0,2,51,47,59,50,51,24,35,0,2,4,5,2,0,0,0,1,0,0
340,999,1959045286849910209,18097433274263512293,legacy,value,-1,1,0,0,2,183,176,191,182,183,122,125,1,0,10,14,14,10,0,0,0,2,0
340,999,1959045286849910209,18097433274263512293,value,legacy,-1,1,0,0,2,98,98,101,97,98,61,74,0,1,8,4,3,5,0,0,0,0,0
341,999,12139578271561786870,2994531547355627534,legacy,value,-1,1,0,0,2,97,91,115,96,97,65,62,0,0,3,5,8,7,0,0,0,0,0
341,999,12139578271561786870,2994531547355627534,value,legacy,-1,1,0,0,2,101,97,115,100,101,64,69,1,0,6,7,5,6,0,0,0,0,0
342,999,10955768437684653375,12257697229100370350,legacy,value,1,0,1,0,1,962,1033,1063,962,961,745,690,7,17,60,44,44,56,0,0,0,0,0
342,999,10955768437684653375,12257697229100370350,value,legacy,1,0,1,0,1,147,174,161,147,146,114,108,3,0,6,9,6,8,0,0,0,2,0
343,999,13191508170390415554,15569993252691436934,legacy,value,1,0,1,0,1,297,312,323,297,296,226,199,2,3,19,11,13,22,0,0,0,0,0
343,999,13191508170390415554,15569993252691436934,value,legacy,-1,1,0,0,2,76,88,94,75,76,57,63,0,1,5,4,5,4,0,0,0,0,0
344,999,18101533264763292259,3400204495564158148,legacy,value,1,0,1,0,1,47,51,36,47,46,29,25,0,0,5,1,2,4,0,0,0,0,0
344,999,18101533264763292259,3400204495564158148,value,legacy,-1,1,0,0,2,170,156,165,169,170,102,108,1,1,11,12,11,10,0,0,0,0,0
345,999,7607312369660944146,9031813202820384156,legacy,value,-1,1,0,0,2,1093,1149,1168,1092,1093,782,789,11,10,77,76,56,56,0,0,0,1,0
345,999,7607312369660944146,9031813202820384156,value,legacy,-1,1,0,0,2,291,313,319,290,291,204,213,2,3,19,16,15,17,0,0,0,0,0
346,999,6085552908962969454,575600944174130368,legacy,value,-1,1,0,0,2,165,161,174,164,165,106,111,2,1,8,9,12,9,0,0,0,0,0
346,999,6085552908962969454,575600944174130368,value,legacy,-1,1,0,0,2,209,204,211,208,209,137,146,1,2,14,15,9,9,0,0,0,0,0
347,999,10817949763439827166,12667354644820971268,legacy,value,1,0,1,0,1,177,205,189,177,176,136,131,2,1,12,10,7,13,0,0,0,0,0
347,999,10817949763439827166,12667354644820971268,value,legacy,-1,1,0,0,2,163,156,166,162,163,113,116,3,2,10,11,6,4,0,0,0,0,0
348,999,15644517867160877049,15299746145393606178,legacy,value,1,0,1,0,1,223,237,216,223,222,144,144,1,2,12,7,17,18,0,0,0,0,0
348,999,15644517867160877049,15299746145393606178,value,legacy,-1,1,0,0,2,560,576,554,559,560,385,420,5,5,28,28,35,27,0,0,0,0,0
349,999,1163971295473633256,13596629815207601746,legacy,value,1,0,1,0,1,103,110,103,103,102,76,69,0,0,8,8,4,5,0,0,0,0,0
349,999,1163971295473633256,13596629815207601746,value,legacy,1,0,1,0,1,127,150,121,127,126,89,94,1,1,8,10,8,1,0,0,1,0,0
350,999,15850271326514383641,7136896652048585253,legacy,value,1,0,1,0,1,122,126,124,122,121,90,78,1,1,5,8,9,7,0,0,0,0,0
350,999,15850271326514383641,7136896652048585253,value,legacy,1,0,1,0,1,478,503,468,478,477,318,330,3,2,30,29,34,28,0,0,1,0,0
351,999,7011914801930369359,16889462451068557311,legacy,value,1,0,1,0,1,54,51,41,54,53,34,24,0,0,4,3,4,4,0,0,0,0,0
351,999,7011914801930369359,16889462451068557311,value,legacy,-1,1,0,0,2,139,145,159,138,139,102,107,0,0,12,11,3,4,0,0,0,0,0
352,999,7633279238298139123,7828186602171066574,legacy,value,1,0,1,0,1,276,292,279,276,275,200,188,1,3,17,15,17,18,0,0,0,1,0
352,999,7633279238298139123,7828186602171066574,value,legacy,-1,1,0,0,2,82,76,89,81,82,48,58,1,2,7,4,3,5,0,0,1,0,0
353,999,14109073630721099399,9456471219482891973,legacy,value,-1,1,0,0,2,310,313,342,309,310,235,224,5,3,11,25,22,16,0,0,0,0,0
353,999,14109073630721099399,9456471219482891973,value,legacy,-1,1,0,0,2,378,385,407,377,378,276,276,8,2,18,22,16,22,0,0,1,0,0
354,999,6730790549653224222,6726071464962680412,legacy,value,-1,1,0,0,2,198,198,229,197,198,143,134,1,2,10,8,8,12,0,0,0,0,0
354,999,6730790549653224222,6726071464962680412,value,legacy,-1,1,0,0,2,41,29,45,40,41,20,28,0,0,2,5,3,1,0,0,0,0,0
355,999,4548947106154694819,10803511705800465844,legacy,value,1,0,1,0,1,164,195,175,164,163,115,104,1,1,12,11,5,8,0,0,1,1,0
355,999,4548947106154694819,10803511705800465844,value,legacy,1,0,1,0,1,241,293,268,241,240,183,182,2,2,17,16,12,11,0,0,0,0,0
356,999,319815789066751474,16453987557634512330,legacy,value,1,0,1,0,1,89,98,77,89,88,57,56,1,1,4,4,6,6,0,0,0,0,0
356,999,319815789066751474,16453987557634512330,value,legacy,-1,1,0,0,2,125,128,139,124,125,81,91,1,3,9,6,6,7,0,0,1,0,0
357,999,9977761498399503182,10438904922449035637,legacy,value,-1,1,0,0,2,67,55,74,66,67,41,37,0,1,3,3,4,5,0,0,0,0,0
357,999,9977761498399503182,10438904922449035637,value,legacy,1,0,1,0,1,778,840,798,778,777,573,589,7,10,51,46,36,36,0,0,0,0,0
358,999,1367672699451125585,9081916061902939712,legacy,value,1,0,1,0,1,408,419,425,408,407,317,292,6,1,25,24,16,19,0,0,0,1,0
358,999,1367672699451125585,9081916061902939712,value,legacy,-1,1,0,0,2,41,31,44,40,41,19,25,1,0,3,2,2,4,0,0,0,0,0
359,999,10286171647188540070,5125823160163958679,legacy,value,1,0,1,0,1,125,116,119,125,124,84,72,1,1,8,8,6,6,0,0,1,0,0
359,999,10286171647188540070,5125823160163958679,value,legacy,1,0,1,0,1,458,485,472,458,457,340,331,2,4,31,29,25,24,0,0,0,0,0
360,999,7065346647533467069,5293958549127111415,legacy,value,1,0,1,0,1,110,125,104,110,109,78,77,2,2,5,8,5,5,0,0,0,0,0
