pair,seed,scenario_seed_p1,scenario_seed_p2,engine1,engine2,winner,dead1,dead2,capped,winner_reason,rounds,attack1,attack2,pieces1,pieces2,lines1,lines2,tspin_mini1,tspin_mini2,tspin_single1,tspin_single2,tspin_double1,tspin_double2,tspin_triple1,tspin_triple2,perfect_clear1,perfect_clear2,replay_failures
90,999,1189277486667547316,4688180480421719739,value,legacy,-1,1,0,0,2,139,144,149,138,139,93,103,0,1,8,6,11,9,0,0,0,1,0
91,999,12190974961636131119,9453429592996600830,legacy,value,1,0,1,0,1,137,121,120,137,136,90,75,1,1,11,10,4,8,0,0,0,0,0
91,999,12190974961636131119,9453429592996600830,value,legacy,1,0,1,0,1,100,99,84,100,99,63,61,1,1,4,6,6,5,0,0,0,0,0
92,999,9814027480883633502,17998518445301300127,legacy,value,-1,1,0,0,2,105,98,114,104,105,72,75,0,2,7,5,7,5,0,0,0,1,0
92,999,9814027480883633502,17998518445301300127,value,legacy,1,0,1,0,1,336,383,358,336,335,245,249,3,4,20,18,20,22,0,0,0,0,0
93,999,15932608868192792185,3828208450732796263,legacy,value,-1,1,0,0,2,277,259,300,276,277,202,180,5,5,18,15,8,14,0,0,0,0,0
93,999,15932608868192792185,3828208450732796263,value,legacy,-1,1,0,0,2,497,538,507,496,497,332,380,2,9,39,29,24,21,0,0,0,0,0
94,999,17242203498350540678,528705056615018592,legacy,value,-1,1,0,0,2,308,306,320,307,308,222,230,4,4,21,18,13,15,0,0,0,0,0
94,999,17242203498350540678,528705056615018592,value,legacy,-1,1,0,0,2,116,107,118,115,116,75,83,0,3,10,8,6,6,0,0,0,0,0
95,999,14437592029409109561,10919951848269414076,legacy,value,1,0,1,0,1,188,219,201,188,187,148,143,0,2,13,9,7,9,0,0,0,0,0
95,999,14437592029409109561,10919951848269414076,value,legacy,-1,1,0,0,2,496,544,527,495,496,363,395,7,4,32,30,24,22,0,0,0,0,0
96,999,15460062541105114520,5572425953182166119,legacy,value,1,0,1,0,1,269,273,272,269,268,198,185,1,3,18,22,15,11,0,0,0,0,0
96,999,15460062541105114520,5572425953182166119,value,legacy,1,0,1,0,1,461,514,490,461,460,339,342,2,6,25,25,29,25,0,0,1,1,0
97,999,17789788287038780334,15331114787088948972,legacy,value,-1,1,0,0,2,246,243,256,245,246,154,160,3,2,17,11,12,18,0,0,0,0,0
97,999,17789788287038780334,15331114787088948972,value,legacy,1,0,1,0,1,91,95,82,91,90,61,55,0,0,7,6,4,6,0,0,1,0,0
98,999,4458342759064201144,7067911009238336893,legacy,value,1,0,1,0,1,373,400,399,373,372,287,266,2,3,31,22,14,20,0,0,1,0,0
98,999,4458342759064201144,7067911009238336893,value,legacy,1,0,1,0,1,629,693,660,629,628,454,463,4,8,35,33,39,34,0,0,0,0,0
99,999,7964628393593110747,13341265983443572881,legacy,value,-1,1,0,0,2,203,195,218,202,203,132,139,4,1,15,10,8,16,0,0,0,0,0
99,999,7964628393593110747,13341265983443572881,value,legacy,-1,1,0,0,2,313,352,336,312,313,212,240,2,2,18,18,21,13,0,0,0,0,0
100,999,6938888942307077845,1733101651305485580,legacy,value,-1,1,0,0,2,504,522,556,503,504,369,359,4,5,24,34,27,21,0,0,0,0,0
100,999,6938888942307077845,1733101651305485580,value,legacy,-1,1,0,0,2,41,30,37,40,41,18,23,0,1,2,2,3,1,0,0,0,0,0
101,999,14785264461894409589,3757880088729239385,legacy,value,1,0,1,0,1,153,161,150,153,152,111,98,1,1,8,9,7,10,0,0,0,0,0
101,999,14785264461894409589,3757880088729239385,value,legacy,1,0,1,0,1,81,86,73,81,80,53,47,0,0,7,4,3,7,0,0,0,0,0
102,999,6391299337286169324,14853853790458779374,legacy,value,-1,1,0,0,2,376,376,406,375,376,269,263,2,6,23,21,17,19,0,0,1,1,0
102,999,6391299337286169324,14853853790458779374,value,legacy,-1,1,0,0,2,52,44,58,51,52,23,32,0,1,6,3,1,4,0,0,1,0,0
103,999,7522393581504037814,18104500562516616469,legacy,value,1,0,1,0,1,174,175,162,174,173,119,116,4,2,7,12,11,9,0,0,0,0,0
103,999,7522393581504037814,18104500562516616469,value,legacy,-1,1,0,0,2,67,69,89,66,67,44,50,0,1,4,5,5,2,0,0,0,0,0
104,999,2395779270359266021,13528937745637717212,legacy,value,1,0,1,0,1,72,70,64,72,71,39,38,1,1,4,4,5,4,0,0,0,0,0
104,999,2395779270359266021,13528937745637717212,value,legacy,1,0,1,0,1,546,616,565,546,545,400,425,10,5,22,29,30,26,0,0,0,0,0
105,999,11323000650778068133,13241669979264750811,legacy,value,-1,1,0,0,2,140,146,158,139,140,92,98,1,2,9,8,7,6,0,0,0,1,0
105,999,11323000650778068133,13241669979264750811,value,legacy,1,0,1,0,1,208,237,211,208,207,150,149,3,3,10,16,12,8,0,0,0,0,0
106,999,3368900397104752599,10312337377999081983,legacy,value,1,0,1,0,1,275,313,292,275,274,190,191,1,1,16,21,17,11,0,0,0,0,0
106,999,3368900397104752599,10312337377999081983,value,legacy,1,0,1,0,1,137,140,127,137,136,95,93,0,1,8,9,8,7,0,0,0,0,0
107,999,9627009906820095486,3073742082796967694,legacy,value,-1,1,0,0,2,116,115,134,115,116,86,90,1,0,6,7,4,6,0,0,0,0,0
107,999,9627009906820095486,3073742082796967694,value,legacy,1,0,1,0,1,218,234,203,218,217,134,143,2,0,12,20,15,7,0,0,1,1,0
108,999,14262560143590977135,10833492549598313239,legacy,value,1,0,1,0,1,132,152,146,132,131,103,87,1,2,5,5,9,9,0,0,0,1,0
108,999,14262560143590977135,10833492549598313239,value,legacy,-1,1,0,0,2,114,99,134,113,114,79,73,3,0,8,11,3,5,0,0,0,0,0
109,999,10939184859503206221,1723877436723120082,legacy,value,1,0,1,0,1,125,128,110,125,124,81,76,1,0,8,10,6,6,0,0,0,0,0
109,999,10939184859503206221,1723877436723120082,value,legacy,1,0,1,0,1,176,198,179,176,175,126,122,3,0,12,7,7,8,0,0,0,0,0
110,999,6498043515411177742,10437962363570047865,legacy,value,1,0,1,0,1,307,316,312,307,306,226,208,2,3,24,14,12,22,0,0,0,0,0
110,999,6498043515411177742,10437962363570047865,value,legacy,-1,1,0,0,2,42,30,53,41,42,18,26,1,1,3,3,1,2,0,0,0,0,0
111,999,18086976421189255466,15577389426148504619,legacy,value,-1,1,0,0,2,464,460,477,463,464,323,328,5,5,28,22,23,31,0,0,0,1,0
111,999,18086976421189255466,15577389426148504619,value,legacy,1,0,1,0,1,186,198,174,186,185,128,124,1,0,9,10,12,10,0,0,0,0,0
112,999,221167310705137608,5704498684997435498,legacy,value,-1,1,0,0,2,105,109,134,104,105,74,74,1,2,7,5,3,4,0,0,0,1,0
112,999,221167310705137608,5704498684997435498,value,legacy,-1,1,0,0,2,124,127,139,123,124,85,92,2,0,7,9,6,4,0,0,0,1,0
113,999,3923845532307507650,4990999178301770974,legacy,value,1,0,1,0,1,535,554,567,535,534,410,384,2,6,37,31,19,30,0,0,0,0,0
113,999,3923845532307507650,4990999178301770974,value,legacy,1,0,1,0,1,142,139,127,142,141,95,88,0,2,13,5,7,12,0,0,0,0,0
114,999,15033434067647017189,1248713502599691990,legacy,value,-1,1,0,0,2,168,175,187,167,168,124,126,0,2,12,6,9,9,0,0,0,0,0
114,999,15033434067647017189,1248713502599691990,value,legacy,1,0,1,0,1,164,183,157,164,163,112,111,0,2,9,7,14,12,0,0,0,0,0
115,999,12986370557546469690,9015454441777364773,legacy,value,1,0,1,0,1,226,240,234,226,225,165,154,3,5,15,12,11,10,0,0,1,0,0
115,999,12986370557546469690,9015454441777364773,value,legacy,1,0,1,0,1,630,689,634,630,629,433,463,6,6,38,35,39,30,0,0,1,0,0
116,999,8931324788809833459,15248384355782141148,legacy,value,1,0,1,0,1,233,262,245,233,232,169,161,3,2,13,15,12,14,0,0,0,0,0
116,999,8931324788809833459,15248384355782141148,value,legacy,-1,1,0,0,2,601,649,629,600,601,419,454,2,7,38,31,29,39,0,0,1,0,0
117,999,14755348578090235476,9615026556585621036,legacy,value,1,0,1,0,1,79,84,82,79,78,58,44,0,0,3,3,5,6,0,0,0,0,0
117,999,14755348578090235476,9615026556585621036,value,legacy,-1,1,0,0,2,55,51,56,54,55,28,35,1,1,2,3,4,3,0,0,0,0,0
118,999,13451692760729775374,14031595980351036587,legacy,value,1,0,1,0,1,75,80,68,75,74,57,47,0,3,5,5,1,2,0,0,0,0,0
118,999,13451692760729775374,14031595980351036587,value,legacy,1,0,1,0,1,331,381,349,331,330,237,240,1,4,20,20,21,13,0,0,0,0,0
119,999,1286751697152740995,7382738363417406334,legacy,value,1,0,1,0,1,98,106,100,98,97,73,60,0,2,8,5,3,5,0,0,0,0,0
119,999,1286751697152740995,7382738363417406334,value,legacy,1,0,1,0,1,222,239,214,222,221,153,153,0,3,14,13,13,11,0,0,0,0,0
120,999,9041762210509283210,14577528020188958667,legacy,value,1,0,1,0,1,69,62,62,69,68,48,35,2,1,4,2,2,6,0,0,0,0,0
120,999,9041762210509283210,14577528020188958667,value,legacy,-1,1,0,0,2,290,297,297,289,290,196,212,4,3,18,20,16,12,0,0,0,0,0
121,999,3848527637791044689,854387128325465832,legacy,value,1,0,1,0,1,193,200,198,193,192,149,136,5,4,10,11,9,6,0,0,0,0,0
121,999,3848527637791044689,854387128325465832,value,legacy,1,0,1,0,1,504,582,550,504,503,367,379,8,4,25,26,31,32,0,0,0,0,0
122,999,9640163324203998381,5506584806006492664,legacy,value,-1,1,0,0,2,40,31,37,39,40,21,27,0,1,2,2,3,2,0,0,0,0,0
122,999,9640163324203998381,5506584806006492664,value,legacy,1,0,1,0,1,50,57,38,50,49,30,28,0,2,2,2,3,1,0,0,0,0,0
123,999,10437785898991516487,8404076248072370284,legacy,value,-1,1,0,0,2,207,226,241,206,207,152,166,3,4,10,11,10,7,0,0,1,0,0
123,999,10437785898991516487,8404076248072370284,value,legacy,1,0,1,0,1,120,142,122,120,119,85,88,0,2,5,6,9,4,0,0,1,0,0
124,999,4682175445111302124,7015768639633684664,legacy,value,-1,1,0,0,2,575,599,646,574,575,425,411,8,7,38,37,25,32,0,0,0,0,0
124,999,4682175445111302124,7015768639633684664,value,legacy,1,0,1,0,1,219,243,216,219,218,151,153,2,3,15,13,12,13,0,0,0,0,0
125,999,6360215601743113713,18298637356205480704,legacy,value,1,0,1,0,1,208,214,221,208,207,161,142,3,0,16,14,8,14,0,0,0,0,0
125,999,6360215601743113713,18298637356205480704,value,legacy,1,0,1,0,1,283,307,278,283,282,199,211,1,5,16,15,20,10,0,0,1,0,0
126,999,14914321722324667434,13566302320244463276,legacy,value,-1,1,0,0,2,257,278,290,256,257,182,194,3,2,14,16,15,14,0,0,2,0,0
126,999,14914321722324667434,13566302320244463276,value,legacy,1,0,1,0,1,126,131,107,126,125,84,87,1,5,8,5,8,7,0,0,0,0,0
127,999,1708182213556484521,12322854690080731115,legacy,value,-1,1,0,0,2,149,128,146,148,149,95,100,1,1,6,13,11,7,0,0,0,0,0
127,999,1708182213556484521,12322854690080731115,value,legacy,-1,1,0,0,2,149,146,161,148,149,97,106,0,1,6,11,12,7,0,0,0,0,0
128,999,16825950017005940,12174802991737198643,legacy,value,1,0,1,0,1,66,62,49,66,65,42,37,0,0,6,7,4,2,0,0,0,0,0
128,999,16825950017005940,12174802991737198643,value,legacy,-1,1,0,0,2,112,115,118,111,112,67,75,0,1,7,6,3,6,1,0,0,0,0
129,999,12852724349637003756,1540024704109799670,legacy,value,-1,1,0,0,2,266,281,296,265,266,199,206,2,4,12,17,11,8,0,0,1,0,0
129,999,12852724349637003756,1540024704109799670,value,legacy,1,0,1,0,1,169,185,144,169,168,103,115,0,2,11,10,11,6,0,0,1,0,0
130,999,13665100748914594947,16752160392346684261,legacy,value,1,0,1,0,1,720,757,772,720,719,548,512,6,6,49,44,29,41,0,0,0,2,0
130,999,13665100748914594947,16752160392346684261,value,legacy,-1,1,0,0,2,214,216,233,213,214,152,148,4,1,16,14,9,11,0,0,0,0,0
131,999,13950362942298939458,16208284236790685548,legacy,value,-1,1,0,0,2,158,147,178,157,158,113,103,1,2,11,10,8,8,0,0,0,0,0
131,999,13950362942298939458,16208284236790685548,value,legacy,-1,1,0,0,2,399,414,394,398,399,255,289,4,1,24,25,23,18,0,0,2,0,0
132,999,8452259044979821667,17865755389708910915,legacy,value,-1,1,0,0,2,37,28,46,36,37,20,23,0,0,3,2,2,3,0,0,0,1,0
132,999,8452259044979821667,17865755389708910915,value,legacy,-1,1,0,0,2,181,205,212,180,181,128,147,1,2,12,10,10,10,0,0,0,0,0
133,999,10535994070520363046,8668889585192888423,legacy,value,1,0,1,0,1,1107,1175,1195,1107,1106,833,794,11,13,65,66,56,52,0,0,0,2,0
133,999,10535994070520363046,8668889585192888423,value,legacy,-1,1,0,0,2,255,262,278,254,255,183,188,4,1,16,16,11,18,0,0,0,0,0
134,999,7205847742719049721,11745534447304070887,legacy,value,1,0,1,0,1,24,32,17,24,23,17,9,0,0,1,1,1,2,0,0,0,0,0
134,999,7205847742719049721,11745534447304070887,value,legacy,1,0,1,0,1,603,659,637,603,602,449,452,9,8,29,34,32,31,0,0,0,0,0
135,999,13699652809958083786,15201664021488275059,legacy,value,1,0,1,0,1,275,285,272,275,274,191,187,5,3,17,15,11,18,0,0,0,0,0
135,999,13699652809958083786,15201664021488275059,value,legacy,-1,1,0,0,2,302,327,338,301,302,208,220,5,4,14,14,19,16,0,0,0,0,0
136,999,12208861678004723064,4766443890170971497,legacy,value,1,0,1,0,1,78,87,74,78,77,55,48,1,2,4,5,2,4,0,0,0,0,0
136,999,12208861678004723064,4766443890170971497,value,legacy,-1,1,0,0,2,462,489,475,461,462,305,332,3,2,32,35,23,18,0,0,1,0,0
137,999,7084485598859003114,8045308017175376088,legacy,value,1,0,1,0,1,412,431,448,412,411,316,285,4,4,18,27,24,23,0,0,1,0,0
137,999,7084485598859003114,8045308017175376088,value,legacy,-1,1,0,0,2,33,26,44,32,33,14,21,0,1,4,2,1,2,0,0,0,0,0
138,999,7872931879762382958,7281984898958438843,legacy,value,-1,1,0,0,2,305,311,341,304,305,223,218,1,4,18,19,15,18,0,0,0,0,0
138,999,7872931879762382958,7281984898958438843,value,legacy,-1,1,0,0,2,113,111,119,112,113,76,85,3,2,7,7,5,4,0,0,0,0,0
139,999,16532482892219162973,15903380318108837818,legacy,value,1,0,1,0,1,100,86,85,100,99,65,54,1,0,8,9,5,5,0,0,0,0,0
139,999,16532482892219162973,15903380318108837818,value,legacy,-1,1,0,0,2,32,23,36,31,32,14,21,0,0,1,4,3,1,0,0,0,0,0
140,999,1047736606847667772,12623217664028452310,legacy,value,1,0,1,0,1,105,120,97,105,104,73,73,1,1,5,5,7,7,0,0,0,0,0
140,999,1047736606847667772,12623217664028452310,value,legacy,-1,1,0,0,2,201,205,223,200,201,145,142,0,2,12,12,14,12,0,0,0,0,0
141,999,2885737421728068104,14215331845364769430,legacy,value,1,0,1,0,1,143,155,158,143,142,114,93,1,0,11,10,3,8,0,0,0,0,0
141,999,2885737421728068104,14215331845364769430,value,legacy,1,0,1,0,1,442,508,476,442,441,327,337,3,8,25,22,28,24,0,0,1,0,0
142,999,15615065344247082714,9998983136389025851,legacy,value,-1,1,0,0,2,41,23,33,40,41,17,19,0,1,2,3,2,1,0,0,0,0,0
142,999,15615065344247082714,9998983136389025851,value,legacy,1,0,1,0,1,122,116,105,122,121,81,78,0,2,11,6,6,5,0,0,0,0,0
143,999,9688078218344525282,17253973245633718639,legacy,value,1,0,1,0,1,489,516,515,489,488,366,350,5,6,28,25,25,28,0,0,0,0,0
143,999,9688078218344525282,17253973245633718639,value,legacy,-1,1,0,0,2,187,188,203,186,187,134,141,3,2,12,12,9,9,0,0,0,0,0
144,999,16180656181022664693,8866857557020530553,legacy,value,-1,1,0,0,2,109,90,107,108,109,63,73,0,1,8,6,6,6,0,0,1,1,0
144,999,16180656181022664693,8866857557020530553,value,legacy,-1,1,0,0,2,229,248,247,228,229,164,181,2,1,13,13,16,13,0,0,0,0,0
145,999,4315171069435567922,4448030835962369892,legacy,value,1,0,1,0,1,24,29,17,24,23,16,9,0,0,1,1,2,2,0,0,0,0,0
145,999,4315171069435567922,4448030835962369892,value,legacy,-1,1,0,0,2,115,107,117,114,115,73,79,0,1,8,8,8,6,0,0,0,0,0
146,999,14473263136012259404,8475790860914866315,legacy,value,1,0,1,0,1,230,237,244,230,229,169,145,2,2,18,15,5,10,0,0,1,0,0
146,999,14473263136012259404,8475790860914866315,value,legacy,-1,1,0,0,2,72,56,68,71,72,39,43,2,1,5,7,1,3,0,0,1,0,0
147,999,18400003205816384510,10463526303555262079,legacy,value,-1,1,0,0,2,244,234,264,243,244,178,169,1,2,16,13,11,15,0,0,0,0,0
147,999,18400003205816384510,10463526303555262079,value,legacy,-1,1,0,0,2,677,717,713,676,677,461,484,5,3,44,43,46,36,0,0,0,0,0
148,999,8070638106516130480,11487036713138570656,legacy,value,1,0,1,0,1,341,356,368,341,340,263,234,4,4,22,17,17,19,0,0,0,0,0
148,999,8070638106516130480,11487036713138570656,value,legacy,1,0,1,0,1,91,96,79,91,90,58,54,1,3,6,5,5,4,0,0,0,0,0
149,999,885741134217451743,5124492863049576900,legacy,value,-1,1,0,0,2,217,213,216,216,217,152,163,5,0,8,10,15,12,0,0,0,0,0
149,999,885741134217451743,5124492863049576900,value,legacy,1,0,1,0,1,84,85,64,84,83,53,49,0,2,8,7,4,1,0,0,0,0,0
150,999,2303501496046007680,4627098869055718416,legacy,value,1,0,1,0,1,148,159,141,148,147,99,93,1,2,8,7,8,6,0,0,0,0,0
150,999,2303501496046007680,4627098869055718416,value,legacy,-1,1,0,0,2,126,116,121,125,126,73,84,3,3,5,5,7,7,0,0,0,0,0
151,999,16069217383194141790,7490088074133929471,legacy,value,1,0,1,0,1,87,88,73,87,86,53,48,1,0,7,10,4,2,0,0,0,1,0
151,999,16069217383194141790,7490088074133929471,value,legacy,-1,1,0,0,2,398,445,427,397,398,281,311,5,5,16,23,25,20,0,0,0,0,0
152,999,2478101309756553836,4707979485154642385,legacy,value,1,0,1,0,1,672,704,718,672,671,509,481,7,4,40,42,31,36,0,0,0,1,0
152,999,2478101309756553836,4707979485154642385,value,legacy,-1,1,0,0,2,206,189,204,205,206,131,135,2,3,14,8,10,16,0,0,0,0,0
153,999,13056151385292312612,1841260214730568139,legacy,value,1,0,1,0,1,317,333,325,317,316,233,223,4,4,16,19,17,15,0,0,0,1,0
153,999,13056151385292312612,1841260214730568139,value,legacy,-1,1,0,0,2,72,79,97,71,72,53,57,0,0,5,1,2,6,0,0,0,0,0
154,999,11562054891610645303,2662901504544993439,legacy,value,-1,1,0,0,2,150,165,195,149,150,119,117,1,0,10,9,4,7,0,0,0,0,0
154,999,11562054891610645303,2662901504544993439,value,legacy,-1,1,0,0,2,154,186,189,153,154,116,129,0,2,8,10,8,7,0,0,1,0,0
155,999,3758970699605239306,1625536699224723508,legacy,value,-1,1,0,0,2,282,274,288,281,282,187,191,5,3,21,21,11,15,0,0,0,0,0
155,999,3758970699605239306,1625536699224723508,value,legacy,1,0,1,0,1,66,65,48,66,65,36,35,1,1,7,4,1,4,0,0,0,0,0
156,999,12721215223653568837,2630027349383438354,legacy,value,1,0,1,0,1,226,235,238,226,225,175,161,4,2,13,15,7,14,0,0,0,0,0
156,999,12721215223653568837,2630027349383438354,value,legacy,1,0,1,0,1,32,36,21,32,31,17,16,0,0,1,3,3,1,0,0,0,0,0
157,999,4459422215380246653,7549917212244844452,legacy,value,-1,1,0,0,2,216,209,238,215,216,159,148,1,4,8,15,16,9,0,0,0,0,0
157,999,4459422215380246653,7549917212244844452,value,legacy,1,0,1,0,1,159,175,150,159,158,112,106,0,3,9,6,8,9,0,0,0,0,0
158,999,13652723947538069664,6159440048762184180,legacy,value,1,0,1,0,1,133,125,122,133,132,86,73,0,1,7,10,5,4,0,0,1,1,0
158,999,13652723947538069664,6159440048762184180,value,legacy,1,0,1,0,1,181,192,179,181,180,134,130,0,2,12,12,9,8,0,0,0,0,0
159,999,1925637877841091540,3979700878129767479,legacy,value,1,0,1,0,1,113,128,116,113,112,82,78,2,0,4,7,10,6,0,0,0,0,0
159,999,1925637877841091540,3979700878129767479,value,legacy,1,0,1,0,1,210,225,190,210,209,135,149,1,4,11,10,15,6,0,0,0,0,0
160,999,3682618689488336691,12903893023836215983,legacy,value,1,0,1,0,1,94,101,91,94,93,68,57,0,0,5,4,5,4,0,0,0,0,0
160,999,3682618689488336691,12903893023836215983,value,legacy,1,0,1,0,1,124,129,113,124,123,85,90,0,2,6,6,5,4,0,0,0,0,0
161,999,6020754678621016964,13224063104868678235,legacy,value,-1,1,0,0,2,50,27,47,49,50,19,22,0,0,2,3,4,3,0,0,0,0,0
161,999,6020754678621016964,13224063104868678235,value,legacy,-1,1,0,0,2,58,47,59,57,58,25,38,1,1,2,3,5,3,0,0,0,0,0
162,999,4631080172285542740,1931402492092721376,legacy,value,1,0,1,0,1,33,39,26,33,32,22,14,1,0,1,4,2,1,0,0,0,0,0
162,999,4631080172285542740,1931402492092721376,value,legacy,1,0,1,0,1,244,280,253,244,243,180,188,2,1,11,17,14,13,0,0,0,0,0
163,999,18193371963817494399,4649141455684688088,legacy,value,1,0,1,0,1,159,143,134,159,158,103,93,2,2,10,13,8,6,0,0,0,0,0
163,999,18193371963817494399,4649141455684688088,value,legacy,-1,1,0,0,2,170,165,173,169,170,100,114,3,4,9,12,11,6,0,0,0,0,0
164,999,3586012356603064123,7307922936560595441,legacy,value,1,0,1,0,1,138,145,131,138,137,88,87,2,2,5,9,10,7,0,0,1,0,0
164,999,3586012356603064123,7307922936560595441,value,legacy,-1,1,0,0,2,403,432,432,402,403,288,304,1,5,29,30,20,8,0,0,0,0,0
165,999,14213224988075207819,14777233066377116853,legacy,value,-1,1,0,0,2,166,172,181,165,166,116,117,1,1,8,13,7,6,0,0,0,0,0
165,999,14213224988075207819,14777233066377116853,value,legacy,-1,1,0,0,2,334,339,355,333,334,229,236,1,2,19,14,19,26,0,0,0,0,0
166,999,1000291838598161560,11809879610305152472,legacy,value,1,0,1,0,1,39,37,24,39,38,23,15,1,0,3,2,2,3,0,0,0,0,0
166,999,1000291838598161560,11809879610305152472,value,legacy,-1,1,0,0,2,776,824,834,775,776,568,583,10,10,49,44,40,36,0,0,1,0,0
167,999,10038032378350645128,2635516064910834418,legacy,value,-1,1,0,0,2,31,20,34,30,31,11,18,0,0,2,4,2,1,0,0,0,1,0
167,999,10038032378350645128,2635516064910834418,value,legacy,-1,1,0,0,2,31,18,35,30,31,10,18,0,0,3,5,1,0,0,0,0,1,0
168,999,18310695927980625438,14163719326609188257,legacy,value,-1,1,0,0,2,48,34,55,47,48,28,29,0,1,3,4,3,1,0,0,0,0,0
168,999,18310695927980625438,14163719326609188257,value,legacy,-1,1,0,0,2,35,23,39,34,35,14,22,1,0,2,3,2,0,0,0,0,0,0
169,999,309280801516784244,14075309747572425958,legacy,value,1,0,1,0,1,306,346,340,306,305,234,217,1,0,20,15,12,19,0,0,0,0,0
169,999,309280801516784244,14075309747572425958,value,legacy,-1,1,0,0,2,197,215,230,196,197,139,153,3,1,10,15,12,10,0,0,0,0,0
170,999,95138734700657726,5552961558966342341,legacy,value,-1,1,0,0,2,41,25,48,40,41,19,19,0,0,4,2,1,2,0,0,0,0,0
170,999,95138734700657726,5552961558966342341,value,legacy,-1,1,0,0,2,174,163,187,173,174,114,117,0,0,10,14,10,9,0,0,1,0,0
171,999,1847779682152209362,1693425486501083657,legacy,value,1,0,1,0,1,89,94,74,89,88,54,46,1,0,6,6,6,6,0,0,0,0,0
171,999,1847779682152209362,1693425486501083657,value,legacy,-1,1,0,0,2,684,715,706,683,684,485,512,4,3,41,39,40,40,0,0,0,1,0
172,999,15428177997378833408,11025030645687765061,legacy,value,1,0,1,0,1,165,170,156,165,164,109,99,0,1,10,11,13,7,0,0,0,1,0
172,999,15428177997378833408,11025030645687765061,value,legacy,1,0,1,0,1,344,375,336,344,343,226,246,1,1,21,24,24,19,0,0,0,0,0
173,999,576824170562913600,6882140677336674001,legacy,value,-1,1,0,0,2,684,696,771,683,684,537,497,8,6,36,40,37,37,0,0,0,2,0
173,999,576824170562913600,6882140677336674001,value,legacy,-1,1,0,0,2,69,63,69,68,69,38,45,1,0,3,4,6,4,0,0,0,0,0
174,999,6985220187893515590,3852669353966888606,legacy,value,1,0,1,0,1,87,91,86,87,86,66,54,1,1,6,8,3,3,0,0,1,0,0
174,999,6985220187893515590,3852669353966888606,value,legacy,-1,1,0,0,2,270,269,272,269,270,183,194,4,5,13,19,17,10,0,0,0,0,0
175,999,303532423159331883,9321392885927653190,legacy,value,-1,1,0,0,2,349,365,393,348,349,250,245,2,6,21,17,16,21,0,0,0,1,0
175,999,303532423159331883,9321392885927653190,value,legacy,-1,1,0,0,2,351,369,367,350,351,240,261,3,1,19,30,17,13,0,0,0,0,0
176,999,4364393226949063344,2131844596780725954,legacy,value,-1,1,0,0,2,39,24,44,38,39,15,22,0,0,3,2,2,3,0,0,0,0,0
176,999,4364393226949063344,2131844596780725954,value,legacy,1,0,1,0,1,91,103,80,91,90,57,61,2,1,6,9,5,2,0,0,0,0,0
177,999,5896301633165076570,11136988594257176636,legacy,value,-1,1,0,0,2,292,298,312,291,292,207,212,6,5,15,18,17,14,0,0,0,0,0
177,999,5896301633165076570,11136988594257176636,value,legacy,-1,1,0,0,2,688,748,737,687,688,492,522,7,7,39,37,35,39,0,0,0,0,0
178,999,62495312098199735,12681170828532464890,legacy,value,1,0,1,0,1,26,29,13,26,25,16,7,0,0,2,3,2,0,0,0,0,0,0
178,999,62495312098199735,12681170828532464890,value,legacy,-1,1,0,0,2,131,122,138,130,131,74,84,1,2,10,8,6,8,0,0,0,0,0
179,999,12867492487415241215,18403942712179481218,legacy,value,1,0,1,0,1,223,226,228,223,222,162,142,3,2,15,13,9,15,0,0,0,0,0
179,999,12867492487415241215,18403942712179481218,value,legacy,-1,1,0,0,2,34,28,47,33,34,15,22,0,0,1,4,3,1,0,0,0,0,0
180,999,15819458250925092506,2515488410958387838,legacy,value,1,0,1,0,1,269,276,292,269,268,203,175,5,1,13,16,11,17,0,0,0,1,0
180,999,15819458250925092506,2515488410958387838,value,legacy,-1,1,0,0,2,293,311,299,292,293,186,221,3,2,11,18,22,14,0,0,0,0,0
181,999,11310056904752234230,16498983363193281357,legacy,value,-1,1,0,0,2,1100,1096,1146,1099,1100,792,770,12,11,67,69,54,67,0,0,0,1,0
181,999,11310056904752234230,16498983363193281357,value,legacy,-1,1,0,0,2,231,227,230,230,231,149,165,2,1,11,17,20,12,0,0,0,0,0
182,999,2608010805556352095,17760512267524419638,legacy,value,-1,1,0,0,2,77,69,87,76,77,43,45,1,0,5,4,5,6,0,0,0,0,0
182,999,2608010805556352095,17760512267524419638,value,legacy,1,0,1,0,1,192,218,187,192,191,128,135,0,2,10,10,13,9,0,0,0,0,0
183,999,17122019922387060948,10734202643052432556,legacy,value,1,0,1,0,1,108,119,105,108,107,76,73,2,0,6,5,8,5,0,0,1,0,0
183,999,17122019922387060948,10734202643052432556,value,legacy,1,0,1,0,1,329,357,350,329,328,241,230,1,3,22,19,16,18,0,0,0,0,0
