pair,seed,scenario_seed_p1,scenario_seed_p2,engine1,engine2,winner,dead1,dead2,capped,winner_reason,rounds,attack1,attack2,pieces1,pieces2,lines1,lines2,tspin_mini1,tspin_mini2,tspin_single1,tspin_single2,tspin_double1,tspin_double2,tspin_triple1,tspin_triple2,perfect_clear1,perfect_clear2,replay_failures
93,911,5398080314542177976,14720993304650321963,legacy,value,-1,1,0,0,2,853,881,934,852,853,635,611,6,8,52,51,40,41,0,0,2,0,0
93,911,5398080314542177976,14720993304650321963,value,legacy,1,0,1,0,1,181,207,182,181,180,122,132,1,1,11,7,9,9,0,0,0,0,0
94,911,4882946551535025909,13064301593157736945,legacy,value,-1,1,0,0,2,34,20,32,33,34,9,18,0,0,2,4,3,1,0,0,0,0,0
94,911,4882946551535025909,13064301593157736945,value,legacy,-1,1,0,0,2,178,179,186,177,178,106,117,1,1,11,13,13,11,0,0,1,0,0
95,911,9115282590408112543,14523396491707811659,legacy,value,1,0,1,0,1,147,159,153,147,146,106,104,0,2,15,11,6,6,0,0,0,0,0
95,911,9115282590408112543,14523396491707811659,value,legacy,-1,1,0,0,2,38,28,38,37,38,15,26,0,1,3,2,2,1,0,0,0,0,0
96,911,8369814363816720198,6663010457911829581,legacy,value,-1,1,0,0,2,174,169,193,173,174,123,117,3,2,9,9,9,14,0,0,0,0,0
96,911,8369814363816720198,6663010457911829581,value,legacy,1,0,1,0,1,104,114,90,104,103,66,65,0,1,8,10,7,3,0,0,0,1,0
97,911,7820317326624689823,17940601897550230932,legacy,value,-1,1,0,0,2,368,364,409,367,368,270,246,3,7,21,15,20,24,0,0,0,0,0
97,911,7820317326624689823,17940601897550230932,value,legacy,1,0,1,0,1,88,98,87,88,87,62,54,0,0,4,7,8,5,0,0,0,0,0
98,911,184366259344350425,8397890208678032499,legacy,value,-1,1,0,0,2,46,30,54,45,46,21,29,0,1,2,4,3,2,0,0,0,0,0
98,911,184366259344350425,8397890208678032499,value,legacy,1,0,1,0,1,62,63,49,62,61,36,32,0,1,4,5,4,2,0,0,0,0,0
99,911,17341401489798587219,16874025766290322412,legacy,value,1,0,1,0,1,53,57,42,53,52,36,25,0,0,3,3,4,4,0,0,0,0,0
99,911,17341401489798587219,16874025766290322412,value,legacy,1,0,1,0,1,125,139,121,125,124,93,90,0,2,8,2,3,6,0,0,1,0,0
100,911,8882724996736375620,16999422792501803669,legacy,value,1,0,1,0,1,126,121,119,126,125,85,73,2,0,8,11,6,5,0,0,0,0,0
100,911,8882724996736375620,16999422792501803669,value,legacy,1,0,1,0,1,94,106,84,94,93,57,53,1,1,4,4,8,8,0,0,0,0,0
101,911,3338434916634709440,12371325107933860466,legacy,value,-1,1,0,0,2,57,41,53,56,57,28,36,1,1,2,3,4,3,0,0,0,0,0
101,911,3338434916634709440,12371325107933860466,value,legacy,-1,1,0,0,2,375,405,394,374,375,248,279,2,5,22,23,21,16,0,0,1,0,0
102,911,5965550948706305201,113383477671956855,legacy,value,1,0,1,0,1,223,246,239,223,222,159,148,5,2,15,12,10,12,0,0,0,0,0
102,911,5965550948706305201,113383477671956855,value,legacy,1,0,1,0,1,123,127,125,123,122,94,81,1,1,9,8,2,7,0,0,0,0,0
103,911,14405346248603567888,11016501939110764988,legacy,value,-1,1,0,0,2,396,385,419,395,396,290,278,6,1,20,26,16,18,0,0,0,1,0
103,911,14405346248603567888,11016501939110764988,value,legacy,-1,1,0,0,2,35,27,34,34,35,16,19,0,0,1,2,3,3,0,0,0,0,0
104,911,4266971765824342581,5588646370559135280,legacy,value,1,0,1,0,1,341,341,322,341,340,230,231,2,4,24,17,15,18,0,0,0,0,0
104,911,4266971765824342581,5588646370559135280,value,legacy,1,0,1,0,1,652,741,677,652,651,457,490,3,8,47,26,32,35,0,0,1,0,0
105,911,14728763669631040397,10784636801968016039,legacy,value,-1,1,0,0,2,314,292,316,313,314,211,207,5,1,14,21,16,15,0,0,0,3,0
105,911,14728763669631040397,10784636801968016039,value,legacy,1,0,1,0,1,75,80,63,75,74,42,39,1,0,5,6,4,3,0,0,0,1,0
106,911,9391074626070916140,15497791178570626652,legacy,value,1,0,1,0,1,71,78,65,71,70,52,46,1,0,5,6,4,3,0,0,0,0,0
106,911,9391074626070916140,15497791178570626652,value,legacy,1,0,1,0,1,677,758,719,677,676,481,501,5,11,47,32,35,41,0,0,0,1,0
107,911,16797362425396098443,7272114371787210191,legacy,value,1,0,1,0,1,52,52,33,52,51,32,26,1,1,3,2,4,3,0,0,0,0,0
107,911,16797362425396098443,7272114371787210191,value,legacy,1,0,1,0,1,227,246,214,227,226,156,167,1,1,19,12,11,12,0,0,1,0,0
108,911,12582498510874033082,11260284195377053841,legacy,value,-1,1,0,0,2,285,271,309,284,285,191,177,4,4,17,11,14,21,0,0,0,0,0
108,911,12582498510874033082,11260284195377053841,value,legacy,1,0,1,0,1,162,185,170,162,161,115,108,1,1,7,9,12,8,0,0,0,0,0
109,911,13791327353888747764,14793380888612337015,legacy,value,1,0,1,0,1,40,32,21,40,39,16,12,0,1,2,2,3,2,1,0,0,0,0
109,911,13791327353888747764,14793380888612337015,value,legacy,-1,1,0,0,2,134,134,132,133,134,82,101,1,4,6,3,10,9,0,0,0,0,0
110,911,5535462304572947362,14081347025130043778,legacy,value,-1,1,0,0,2,787,827,888,786,787,601,562,8,7,44,39,37,53,0,0,1,1,0
110,911,5535462304572947362,14081347025130043778,value,legacy,1,0,1,0,1,127,145,134,127,126,89,85,1,1,4,6,9,9,0,0,0,0,0
111,911,2682588576559024408,8480180037952442399,legacy,value,-1,1,0,0,2,66,50,67,65,66,32,39,1,0,2,6,3,3,0,0,0,0,0
111,911,2682588576559024408,8480180037952442399,value,legacy,-1,1,0,0,2,194,181,189,193,194,127,145,1,2,11,7,9,13,0,0,0,0,0
112,911,4018918079886363707,9571955017840447977,legacy,value,1,0,1,0,1,139,153,148,139,138,103,97,1,1,11,8,6,4,0,0,0,1,0
112,911,4018918079886363707,9571955017840447977,value,legacy,-1,1,0,0,2,144,149,158,143,144,90,102,2,1,10,8,6,9,0,0,0,0,0
113,911,12442456383032728230,7949321127328970788,legacy,value,1,0,1,0,1,72,77,61,72,71,45,34,0,0,5,5,4,5,0,0,0,0,0
113,911,12442456383032728230,7949321127328970788,value,legacy,-1,1,0,0,2,262,271,289,261,262,175,182,0,5,18,15,15,14,0,0,0,0,0
114,911,4951951055195914492,13636786500492764222,legacy,value,-1,1,0,0,2,505,505,563,504,505,386,355,7,7,21,26,29,33,0,0,0,1,0
114,911,4951951055195914492,13636786500492764222,value,legacy,-1,1,0,0,2,47,36,44,46,47,19,28,0,1,5,2,2,2,0,0,0,0,0
115,911,718905748900819731,3792751839210076985,legacy,value,-1,1,0,0,2,413,373,429,412,413,307,273,8,2,21,39,16,14,0,0,0,0,0
115,911,718905748900819731,3792751839210076985,value,legacy,-1,1,0,0,2,930,993,969,929,930,653,694,9,7,59,55,52,46,0,0,0,0,0
116,911,1830999753176442125,4966931524118903995,legacy,value,1,0,1,0,1,451,486,492,451,450,328,308,0,5,25,28,25,23,0,0,0,0,0
116,911,1830999753176442125,4966931524118903995,value,legacy,-1,1,0,0,2,72,62,65,71,72,36,46,1,0,3,5,3,4,0,0,0,0,0
117,911,16760839586265366252,205123540204818424,legacy,value,1,0,1,0,1,406,431,445,406,405,315,287,6,6,22,20,16,24,0,0,0,2,0
117,911,16760839586265366252,205123540204818424,value,legacy,-1,1,0,0,2,129,142,146,128,129,88,105,0,2,7,8,11,5,0,0,0,0,0
118,911,15343388722631786019,11633087534482848563,legacy,value,1,0,1,0,1,134,158,139,134,133,99,91,1,3,8,5,7,7,0,0,0,0,0
118,911,15343388722631786019,11633087534482848563,value,legacy,1,0,1,0,1,156,169,133,156,155,90,105,2,1,10,10,10,6,0,0,1,0,0
119,911,17022613254417573877,1880325199752846128,legacy,value,-1,1,0,0,2,171,168,198,170,171,128,126,1,2,9,6,7,11,0,0,0,0,0
119,911,17022613254417573877,1880325199752846128,value,legacy,-1,1,0,0,2,60,49,65,59,60,34,35,0,0,6,6,3,2,0,0,0,0,0
120,911,11887556260752483364,2844648452992171991,legacy,value,1,0,1,0,1,119,130,126,119,118,93,84,3,3,4,7,4,5,0,0,0,0,0
120,911,11887556260752483364,2844648452992171991,value,legacy,1,0,1,0,1,57,74,55,57,56,36,36,0,0,1,2,5,5,0,0,0,0,0
121,911,15233574385618543782,14445866407672336636,legacy,value,1,0,1,0,1,79,70,60,79,78,47,37,1,0,4,5,6,4,0,0,0,0,0
121,911,15233574385618543782,14445866407672336636,value,legacy,-1,1,0,0,2,387,389,394,386,387,263,276,1,6,26,21,24,20,0,0,0,1,0
122,911,11737797147354456578,8137335960477208476,legacy,value,1,0,1,0,1,300,343,334,300,299,237,221,4,1,22,16,10,18,0,0,0,1,0
122,911,11737797147354456578,8137335960477208476,value,legacy,1,0,1,0,1,109,121,107,109,108,81,74,0,0,7,4,4,7,0,0,0,0,0
123,911,17784647804706028835,6552788652132901498,legacy,value,-1,1,0,0,2,41,31,48,40,41,21,24,1,0,3,5,2,1,0,0,0,0,0
123,911,17784647804706028835,6552788652132901498,value,legacy,-1,1,0,0,2,125,129,133,124,125,78,88,1,0,8,5,5,8,0,0,0,0,0
124,911,1966486007987857497,17157750552219155041,legacy,value,1,0,1,0,1,424,470,450,424,423,318,318,7,8,23,23,14,19,0,0,0,0,0
124,911,1966486007987857497,17157750552219155041,value,legacy,1,0,1,0,1,44,48,36,44,43,33,25,0,0,1,3,2,3,0,0,0,0,0
125,911,18097675490544926260,4207807566938169089,legacy,value,-1,1,0,0,2,149,157,188,148,149,109,101,0,0,7,8,12,7,0,0,0,2,0
125,911,18097675490544926260,4207807566938169089,value,legacy,-1,1,0,0,2,90,77,96,89,90,55,60,0,1,6,4,5,7,0,0,0,0,0
126,911,12555941765233484097,2768827163935366387,legacy,value,-1,1,0,0,2,348,390,396,347,348,261,276,4,3,25,19,15,18,0,0,1,0,0
126,911,12555941765233484097,2768827163935366387,value,legacy,-1,1,0,0,2,25,10,19,24,25,4,12,0,0,2,4,1,0,0,0,0,0,0
127,911,18141393135982571894,7290716540168440925,legacy,value,1,0,1,0,1,177,196,192,177,176,141,127,2,1,12,10,8,9,0,0,0,1,0
127,911,18141393135982571894,7290716540168440925,value,legacy,1,0,1,0,1,105,120,101,105,104,72,68,2,1,6,7,6,4,0,0,0,1,0
